input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,final_url,csp_domains_,tls_expired
chapra.olx.in,,200,2350,AS20940,AKAMAI-ASN1,NL,184.86.0.0/15,www.olx.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-16T00:00:00Z,2023-05-16T23:59:59Z,"CN=*.olx.in, OU=Technical Department, O=OLX Global B.V., L=Amsterdam, ST=Noord-Holland, C=NL",*.olx.in,OLX Global B.V.,olx.in,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,91d4c13536d40704c1c8da57172530b1,f212dc5054d1181592ffed49b4d9fa1934f1e5ec42e56c410048a774e1b1af1d,True,ctls,www.olx.in,,443,https://chapra.olx.in:443,https,,text/html,GET,184.86.103.89,/,1341168947,2a02:26f0:3100::1735:2b3b,Akamai Bot Manager,51,False,,,https://www.olx.in/chapra_g4058623,,
charsadda.olx.com.pk,"Free classifieds in Charsadda, classified ads in Charsadda (For Sale in Charsadda, Vehicles in Charsadda, Real Estate in Charsadda, Community in Charsadda,...)",200,1165845,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.olx.com.pk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=olx.com.pk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",olx.com.pk,"Cloudflare, Inc.",olx.com.pk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5a9c55048a6e977372328936f0d875a8,25ab3821e33d5529a4c5317f8e95d32a8c5c487f785a8e25b5c49455fc6112ec,True,ctls,www.olx.com.pk,cloudflare,443,https://charsadda.olx.com.pk:443,https,cloudflare,text/html,GET,104.18.14.162,/,,2606:4700::6812:fa2,HSTS,218,False,True,,https://www.olx.com.pk/charsadda_g4060636,,
chat.olx.co.za,OLX South Africa is no longer available,200,2804,AS328174,AS328174,Unknown,80.88.11.0/24,www.olx.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=*.olx.co.za, O=Property24, L=Cape Town, ST=Western Cape, C=ZA",*.olx.co.za,Property24,olx.co.za,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,af4ecf093ca35bdab52727ca4a3b0bf4,d57ad7f9a44564a220dcb42e4636c3eee3cd96c2c434983800139cf42b73ce94,True,ctls,www.olx.co.za,,443,https://chat.olx.co.za:443,https,,text/html,GET,80.88.11.43,/,-1945890891,80.88.11.43,Microsoft ASP.NET,57,False,,,https://www.olx.co.za:443/,,
cherthala.olx.in,,200,2369,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.olx.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-16T00:00:00Z,2023-05-16T23:59:59Z,"CN=*.olx.in, OU=Technical Department, O=OLX Global B.V., L=Amsterdam, ST=Noord-Holland, C=NL",*.olx.in,OLX Global B.V.,olx.in,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,91d4c13536d40704c1c8da57172530b1,f212dc5054d1181592ffed49b4d9fa1934f1e5ec42e56c410048a774e1b1af1d,True,ctls,www.olx.in,,443,https://cherthala.olx.in:443,https,,text/html,GET,104.126.36.250,/,1341168947,2a02:26f0:3100::1735:2b5b,Akamai Bot Manager,51,False,,,https://www.olx.in/cherthala_g4058863,,
chidambaram.olx.in,,200,2380,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.olx.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-16T00:00:00Z,2023-05-16T23:59:59Z,"CN=*.olx.in, OU=Technical Department, O=OLX Global B.V., L=Amsterdam, ST=Noord-Holland, C=NL",*.olx.in,OLX Global B.V.,olx.in,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,91d4c13536d40704c1c8da57172530b1,f212dc5054d1181592ffed49b4d9fa1934f1e5ec42e56c410048a774e1b1af1d,True,ctls,www.olx.in,,443,https://chidambaram.olx.in:443,https,,text/html,GET,104.126.36.169,/,1341168947,2a02:26f0:3100::1735:2b3b,Akamai Bot Manager,51,False,,,https://www.olx.in/chidambaram_g4059163,,
chikballapur.olx.in,,200,2349,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.olx.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-16T00:00:00Z,2023-05-16T23:59:59Z,"CN=*.olx.in, OU=Technical Department, O=OLX Global B.V., L=Amsterdam, ST=Noord-Holland, C=NL",*.olx.in,OLX Global B.V.,olx.in,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,91d4c13536d40704c1c8da57172530b1,f212dc5054d1181592ffed49b4d9fa1934f1e5ec42e56c410048a774e1b1af1d,True,ctls,www.olx.in,,443,https://chikballapur.olx.in:443,https,,text/html,GET,104.126.36.250,/,1341168947,2a02:26f0:3100::1735:2b3b,Akamai Bot Manager,51,False,,,https://www.olx.in/notfound,,
chitral.olx.com.pk,"Free classifieds in Chitral, classified ads in Chitral (For Sale in Chitral, Vehicles in Chitral, Real Estate in Chitral, Community in Chitral,...)",200,1164549,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.olx.com.pk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=olx.com.pk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",olx.com.pk,"Cloudflare, Inc.",olx.com.pk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5a9c55048a6e977372328936f0d875a8,25ab3821e33d5529a4c5317f8e95d32a8c5c487f785a8e25b5c49455fc6112ec,True,ctls,www.olx.com.pk,cloudflare,443,https://chitral.olx.com.pk:443,https,cloudflare,text/html,GET,104.18.14.162,/,,2606:4700::6812:fa2,HSTS,216,False,True,,https://www.olx.com.pk/chitral_g4060635,,
chittur.olx.in,,200,2357,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.olx.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-16T00:00:00Z,2023-05-16T23:59:59Z,"CN=*.olx.in, OU=Technical Department, O=OLX Global B.V., L=Amsterdam, ST=Noord-Holland, C=NL",*.olx.in,OLX Global B.V.,olx.in,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,91d4c13536d40704c1c8da57172530b1,f212dc5054d1181592ffed49b4d9fa1934f1e5ec42e56c410048a774e1b1af1d,True,ctls,www.olx.in,,443,https://chittur.olx.in:443,https,,text/html,GET,104.126.36.169,/,1341168947,2a02:26f0:3100::1735:2b5b,Akamai Bot Manager,51,False,,,https://www.olx.in/chittur_g4058865,,
chopda.olx.in,,200,2350,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.olx.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-16T00:00:00Z,2023-05-16T23:59:59Z,"CN=*.olx.in, OU=Technical Department, O=OLX Global B.V., L=Amsterdam, ST=Noord-Holland, C=NL",*.olx.in,OLX Global B.V.,olx.in,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,91d4c13536d40704c1c8da57172530b1,f212dc5054d1181592ffed49b4d9fa1934f1e5ec42e56c410048a774e1b1af1d,True,ctls,www.olx.in,,443,https://chopda.olx.in:443,https,,text/html,GET,104.126.36.169,/,1341168947,2a02:26f0:3100::1735:2b3b,Akamai Bot Manager,51,False,,,https://www.olx.in/chopda_g4058971,,
christiana.olx.co.za,OLX South Africa is no longer available,200,2804,AS328174,AS328174,Unknown,80.88.11.0/24,www.olx.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=*.olx.co.za, O=Property24, L=Cape Town, ST=Western Cape, C=ZA",*.olx.co.za,Property24,olx.co.za,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,af4ecf093ca35bdab52727ca4a3b0bf4,d57ad7f9a44564a220dcb42e4636c3eee3cd96c2c434983800139cf42b73ce94,True,ctls,www.olx.co.za,,443,https://christiana.olx.co.za:443,https,,text/html,GET,80.88.11.43,/,-1945890891,80.88.11.43,Microsoft ASP.NET,57,False,,,https://www.olx.co.za:443/,,
click.info.olx.co.id,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,136.147.128.0/20,click.info.olx.co.id,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,2024-04-26T23:59:59Z,"CN=origin-click.s7.exacttarget.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",origin-click.s7.exacttarget.com,"Salesforce.com, Inc.",origin-click.s7.exacttarget.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1fa15a8dffddc7c8e6b7ec6fa1ac859b,49026d00319a5bb26fcd1bd61606a7b69e4db272219f08e900d485b13477e519,,ctls,click.info.olx.co.id,,443,https://click.info.olx.co.id:443,https,,text/html,GET,136.147.129.12,/,1631801191,136.147.129.12,HSTS,30,False,,True,,,
click.info.olx.in,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,136.147.128.0/20,,,,,,,,,,,,,,,,,,,,,80,http://click.info.olx.in:80,http,,text/html,GET,136.147.129.12,/,1631801191,136.147.129.12,HSTS,30,False,,,,,
clmtracking.olx.co.id,,404,,AS16509,AS16509,Unknown,3.144.0.0/13,clmtracking.olx.co.id,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-10-11T23:59:59Z,CN=tracking.olx-st.com,tracking.olx-st.com,,tracking.onap.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,dc36e7c1b88cd53bde2407bb7de17bdb,af8e7535f250a095b58ef06a52e6bf4d01e8087a395d24a443e08f3d6e234bea,,ctls,clmtracking.olx.co.id,,443,https://clmtracking.olx.co.id:443,https,awselb/2.0,text/plain,GET,3.122.43.55,/,-1840324437,3.125.80.138,,1,False,,True,,,
content.mall.olx.com.pk,,404,,AS16509,AMAZON-02,US,54.228.0.0/15,content.mall.olx.com.pk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-12-02T23:59:59Z,CN=olxcarpro.com,olxcarpro.com,,*.olxcarpro.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5f42e738fe0ffae7e8e05cb0e247026a,64be9a68f059fb767f22e7b1c5a26db1e9ed8a75b8ebc8e2474eb9fa7dbdceff,True,ctls,content.mall.olx.com.pk,,443,https://content.mall.olx.com.pk:443,https,awselb/2.0,text/plain,GET,54.229.243.159,/,-1840324437,34.253.79.252,,1,False,,True,,,
credpanel.cashmycar.olx.in,,200,2425,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,credpanel.olxautos.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-26T00:00:00Z,2023-07-26T23:59:59Z,"CN=*.olxautos.in, O=OLX Global B.V., ST=Noord-Holland, C=NL",*.olxautos.in,OLX Global B.V.,olxautos.in,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e417fb244326fc2cf9d781f3ae961bd3,7e01b6e88e6847bd414de6bb96150eb0e35a627daf5a386058d86b610aa63826,True,ctls,credpanel.olxautos.in,,443,https://credpanel.cashmycar.olx.in:443,https,,text/html,GET,104.126.36.218,/,-1401564068,2a02:26f0:3100::1735:2b29,Akamai Bot Manager,51,False,,,https://credpanel.olxautos.in/login?returnUrl=/,,
customer.olx.in,,200,2336,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.olx.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-16T00:00:00Z,2023-05-16T23:59:59Z,"CN=*.olx.in, OU=Technical Department, O=OLX Global B.V., L=Amsterdam, ST=Noord-Holland, C=NL",*.olx.in,OLX Global B.V.,olx.in,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,91d4c13536d40704c1c8da57172530b1,f212dc5054d1181592ffed49b4d9fa1934f1e5ec42e56c410048a774e1b1af1d,True,ctls,www.olx.in,,443,https://customer.olx.in:443,https,,text/html,GET,104.126.36.250,/,1341168947,2a02:26f0:3100::1735:2b5b,Akamai Bot Manager,51,False,,,https://www.olx.in/notfound,,
d2lz1e868xzctj.cloudfront.net/,Custom Objects,200,7513,AS16509,AMAZON-02,US,18.66.144.0/22,d2lz1e868xzctj.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,d2lz1e868xzctj.cloudfront.net,cloudfront,443,https://d2lz1e868xzctj.cloudfront.net:443,https,AmazonS3,text/html,GET,18.66.147.2,/,-2009722838,2600:9000:225e:b600:f:b29b:29c0:93a1,React,1,False,True,,,,
d2uy6ubiilaqku.cloudfront.net/,,403,243,AS0,Not routed,None,99.86.8.0/24,d2uy6ubiilaqku.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,d2uy6ubiilaqku.cloudfront.net,cloudfront,443,https://d2uy6ubiilaqku.cloudfront.net:443,https,AmazonS3,application/xml,GET,99.86.1.8,/,615069040,2600:9000:2057:4e00:0:4d0:8380:21,Amazon Web Services,2,False,True,,,,
d2uy6ubiilaqku.cloudfront.net/assets/,,200,,AS0,Not routed,None,99.86.8.0/24,d2uy6ubiilaqku.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,d2uy6ubiilaqku.cloudfront.net,cloudfront,443,https://d2uy6ubiilaqku.cloudfront.net:443/assets/,https,AmazonS3,application/x-directory,GET,99.86.1.8,/assets/,-1424366538,2600:9000:2057:4e00:0:4d0:8380:21,Amazon Web Services,1,False,True,,,,
d3h0owdjgzys62.cloudfront.net/,,403,243,AS16509,AS16509,Unknown,13.225.96.0/21,d3h0owdjgzys62.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,d3h0owdjgzys62.cloudfront.net,cloudfront,443,https://d3h0owdjgzys62.cloudfront.net:443,https,AmazonS3,application/xml,GET,13.225.84.139,/,-1067893072,13.225.84.146,Amazon Web Services,2,False,True,,,,
d3r4aewxkdubw4.cloudfront.net/,,403,146,AS16509,AMAZON-02,US,52.222.236.0/23,d3r4aewxkdubw4.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,d3r4aewxkdubw4.cloudfront.net,cloudfront,443,https://d3r4aewxkdubw4.cloudfront.net:443,https,CloudFront,text/xml,GET,52.222.236.110,/,-13968365,2600:9000:223e:9a00:1:f5a9:2d00:93a1,Amazon Web Services,1,False,True,,,,
dadu.olx.com.pk,"Free classifieds in Dadu, classified ads in Dadu (For Sale in Dadu, Vehicles in Dadu, Real Estate in Dadu, Community in Dadu,...)",200,1160323,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.olx.com.pk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=olx.com.pk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",olx.com.pk,"Cloudflare, Inc.",olx.com.pk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5a9c55048a6e977372328936f0d875a8,25ab3821e33d5529a4c5317f8e95d32a8c5c487f785a8e25b5c49455fc6112ec,True,ctls,www.olx.com.pk,cloudflare,443,https://dadu.olx.com.pk:443,https,cloudflare,text/html,GET,104.18.14.162,/,,2606:4700::6812:fa2,HSTS,218,False,True,,https://www.olx.com.pk/dadu_g4060701,,
daman.olx.in,,200,2342,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.olx.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-16T00:00:00Z,2023-05-16T23:59:59Z,"CN=*.olx.in, OU=Technical Department, O=OLX Global B.V., L=Amsterdam, ST=Noord-Holland, C=NL",*.olx.in,OLX Global B.V.,olx.in,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,91d4c13536d40704c1c8da57172530b1,f212dc5054d1181592ffed49b4d9fa1934f1e5ec42e56c410048a774e1b1af1d,True,ctls,www.olx.in,,443,https://daman.olx.in:443,https,,text/html,GET,104.126.36.169,/,1341168947,2a02:26f0:3100::1735:2b5b,Akamai Bot Manager,51,False,,,https://www.olx.in/daman_g4058653,,
danielskuil.olx.co.za,OLX South Africa is no longer available,200,2804,AS328174,AS328174,Unknown,80.88.11.0/24,www.olx.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=*.olx.co.za, O=Property24, L=Cape Town, ST=Western Cape, C=ZA",*.olx.co.za,Property24,olx.co.za,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,af4ecf093ca35bdab52727ca4a3b0bf4,d57ad7f9a44564a220dcb42e4636c3eee3cd96c2c434983800139cf42b73ce94,True,ctls,www.olx.co.za,,443,https://danielskuil.olx.co.za:443,https,,text/html,GET,80.88.11.43,/,-1945890891,80.88.11.43,Microsoft ASP.NET,57,False,,,https://www.olx.co.za:443/,,
darbhanga.olx.in,,200,2369,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.olx.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-16T00:00:00Z,2023-05-16T23:59:59Z,"CN=*.olx.in, OU=Technical Department, O=OLX Global B.V., L=Amsterdam, ST=Noord-Holland, C=NL",*.olx.in,OLX Global B.V.,olx.in,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,91d4c13536d40704c1c8da57172530b1,f212dc5054d1181592ffed49b4d9fa1934f1e5ec42e56c410048a774e1b1af1d,True,ctls,www.olx.in,,443,https://darbhanga.olx.in:443,https,,text/html,GET,104.126.36.250,/,1341168947,2a02:26f0:3100::1735:2b5b,Akamai Bot Manager,51,False,,,https://www.olx.in/darbhanga_g4058624,,
darraadamkhel.olx.com.pk,"Free classifieds in Darra Adam Khel, classified ads in Darra Adam Khel (For Sale in Darra Adam Khel, Vehicles in Darra Adam Khel, Real Estate in Darra Adam Khel, Community in Darra Adam Khel,...)",200,1176616,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.olx.com.pk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=olx.com.pk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",olx.com.pk,"Cloudflare, Inc.",olx.com.pk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5a9c55048a6e977372328936f0d875a8,25ab3821e33d5529a4c5317f8e95d32a8c5c487f785a8e25b5c49455fc6112ec,True,ctls,www.olx.com.pk,cloudflare,443,https://darraadamkhel.olx.com.pk:443,https,cloudflare,text/html,GET,104.18.14.162,/,,2606:4700::6812:fa2,HSTS,218,False,True,,https://www.olx.com.pk/darra-adam-khel_g4060634,,
daska.olx.com.pk,"Free classifieds in Daska, classified ads in Daska (For Sale in Daska, Vehicles in Daska, Real Estate in Daska, Community in Daska,...)",200,1173864,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.olx.com.pk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=olx.com.pk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",olx.com.pk,"Cloudflare, Inc.",olx.com.pk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5a9c55048a6e977372328936f0d875a8,25ab3821e33d5529a4c5317f8e95d32a8c5c487f785a8e25b5c49455fc6112ec,True,ctls,www.olx.com.pk,cloudflare,443,https://daska.olx.com.pk:443,https,cloudflare,text/html,GET,104.18.14.162,/,-871698107,2606:4700::6812:ea2,HSTS,218,False,True,,https://www.olx.com.pk/daska_g4060657,,
dcdu85ocrj5q6.cloudfront.net/,,403,146,AS16509,AMAZON-02,US,52.222.236.0/23,,,,,,,,,,,,,,,,,,,,cloudfront,80,http://dcdu85ocrj5q6.cloudfront.net:80,http,CloudFront,text/xml,GET,52.222.236.63,/,-13968365,2600:9000:223e:c800:5:d483:af80:93a1,Amazon Web Services,1,False,True,,,,
dealer.cashmycar.olx.in,OLX Autos,200,193351,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,dealer.olxautos.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-26T00:00:00Z,2023-07-26T23:59:59Z,"CN=*.olxautos.in, O=OLX Global B.V., ST=Noord-Holland, C=NL",*.olxautos.in,OLX Global B.V.,olxautos.in,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e417fb244326fc2cf9d781f3ae961bd3,7e01b6e88e6847bd414de6bb96150eb0e35a627daf5a386058d86b610aa63826,True,ctls,dealer.olxautos.in,,443,https://dealer.cashmycar.olx.in:443,https,,text/html,GET,104.126.36.200,/,,2a02:26f0:3100::1735:2b38,Node.js,118,False,,,https://dealer.olxautos.in/,,
deneysville.olx.co.za,OLX South Africa is no longer available,200,2804,AS328174,AS328174,Unknown,80.88.11.0/24,www.olx.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=*.olx.co.za, O=Property24, L=Cape Town, ST=Western Cape, C=ZA",*.olx.co.za,Property24,olx.co.za,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,af4ecf093ca35bdab52727ca4a3b0bf4,d57ad7f9a44564a220dcb42e4636c3eee3cd96c2c434983800139cf42b73ce94,True,ctls,www.olx.co.za,,443,https://deneysville.olx.co.za:443,https,,text/html,GET,80.88.11.43,/,-1945890891,80.88.11.43,Microsoft ASP.NET,57,False,,,https://www.olx.co.za:443/,,
deraghazikhan.olx.com.pk,"Free classifieds in Dera Ghazi Khan, classified ads in Dera Ghazi Khan (For Sale in Dera Ghazi Khan, Vehicles in Dera Ghazi Khan, Real Estate in Dera Ghazi Khan, Community in Dera Ghazi Khan,...)",200,1174346,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.olx.com.pk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=olx.com.pk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",olx.com.pk,"Cloudflare, Inc.",olx.com.pk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5a9c55048a6e977372328936f0d875a8,25ab3821e33d5529a4c5317f8e95d32a8c5c487f785a8e25b5c49455fc6112ec,True,ctls,www.olx.com.pk,cloudflare,443,https://deraghazikhan.olx.com.pk:443,https,cloudflare,text/html,GET,104.18.14.162,/,,2606:4700::6812:fa2,HSTS,242,False,True,,https://www.olx.com.pk/dera-ghazi-khan_g4060658,,
