input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,tls_expired,csp_domains_,tls_subject_org_,final_url
devstack-pxcaptcha-web.use1.dev.us.fdbox.net,ERROR: The request could not be satisfied,502,960,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,devstack-pxcaptcha-web.use1.dev.us.fdbox.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-12-20T23:59:59Z,CN=*.use1.dev.us.fdbox.net,*.use1.dev.us.fdbox.net,*.use1.dev.us.fdbox.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a95320068fe46fbb4bb789ec178d8de8,68af6ca27d25626d3bac0f65ec9dd1fff7ed7ae689c516409548146a09e66c32,ctls,devstack-pxcaptcha-web.use1.dev.us.fdbox.net,cloudfront,443,https://devstack-pxcaptcha-web.use1.dev.us.fdbox.net:443,https,CloudFront,text/html,GET,108.138.17.92,/,144839328,108.138.17.99,Amazon Web Services,20,False,True,True,,,,,
downloads.fanduel.com,,403,243,AS16509,AMAZON-02,US,18.66.144.0/22,downloads.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-08T23:59:59Z,CN=*.fanduel.com,*.fanduel.com,*.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f0b3eef2414500e62184b529e7d5a57f,d1aa3a89c57e1f57861f1e5aff07f53e36df9172893764c6a8ff06daf983c176,ctls,downloads.fanduel.com,cloudfront,80,http://downloads.fanduel.com:80,http,AmazonS3,application/xml,GET,18.66.147.67,/,898958887,18.66.147.89,Amazon Web Services,2,False,True,True,,,,,https://downloads.fanduel.com/
draft-react-pv-delete-me-2.use1.dev.draft.fdbox.net,Expired DNS Hosting Services | DNS Made Easy,200,3643,AS14061,DIGITALOCEAN-ASN,US,157.230.0.0/16,,,,,,,,,,,,,,,,,,,80,http://draft-react-pv-delete-me-2.use1.dev.draft.fdbox.net:80,http,nginx/1.14.2,text/html,GET,157.230.67.179,/,-1401891137,157.230.67.179,Nginx:1.14.2,132,False,,,,,,,
draft-react-pv-lets-encrypt-for-feature-deploys.use1.dev.draft.fdbox.net,Expired DNS Hosting Services | DNS Made Easy,200,3643,AS14061,DIGITALOCEAN-ASN,US,157.230.0.0/16,,,,,,,,,,,,,,,,,,,80,http://draft-react-pv-lets-encrypt-for-feature-deploys.use1.dev.draft.fdbox.net:80,http,nginx/1.14.2,text/html,GET,157.230.67.179,/,1703262293,157.230.67.179,Nginx:1.14.2,132,False,,,,,,,
draft-react-pv-pass-subdomain.use1.dev.draft.fdbox.net,Expired DNS Hosting Services | DNS Made Easy,200,3643,AS14061,DIGITALOCEAN-ASN,US,157.230.0.0/16,,,,,,,,,,,,,,,,,,,80,http://draft-react-pv-pass-subdomain.use1.dev.draft.fdbox.net:80,http,nginx/1.14.2,text/html,GET,157.230.67.179,/,1703262293,157.230.67.179,Nginx:1.14.2,132,False,,,,,,,
draft-react-pv-specify-tls-secret-as-value.use1.dev.draft.fdbox.net,Expired DNS Hosting Services | DNS Made Easy,200,3643,AS14061,DIGITALOCEAN-ASN,US,157.230.0.0/16,,,,,,,,,,,,,,,,,,,80,http://draft-react-pv-specify-tls-secret-as-value.use1.dev.draft.fdbox.net:80,http,nginx/1.14.2,text/html,GET,157.230.67.179,/,1703262293,157.230.67.179,Nginx:1.14.2,132,False,,,,,,,
events.fanduel.com,fanduel.com,403,582,AS54113,FASTLY,US,146.75.112.0/21,events.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-30T12:42:36Z,2023-06-28T12:42:35Z,CN=events.fanduel.com,events.fanduel.com,events.fanduel.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fcef1304fe88a50b3404570e0f614979,be80a6cdbce968d2a4bf84bb670f26c894c2a14958c547cf4eefe08450ae21d9,ctls,events.fanduel.com,fastly,80,http://events.fanduel.com:80,http,DataDome,text/html,GET,146.75.118.133,/,-1110427655,146.75.118.133,Varnish,2,False,True,,,,,,https://events.fanduel.com/
explore.sportsbook.fanduel.com,Explore,200,1852,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,explore.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-03-30T23:59:59Z,CN=*.sportsbook.fanduel.com,*.sportsbook.fanduel.com,*.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6c4bdf843eb5ee9d2d97ef739e1977ab,6f15e3c24df6ec9925b3917a55c563c9046118d08a0b2134aa73bbac2bc86832,ctls,explore.sportsbook.fanduel.com,cloudfront,80,http://explore.sportsbook.fanduel.com:80,http,AmazonS3,text/html,GET,108.138.17.63,/,222092053,108.138.17.37,Google Tag Manager,1,False,True,True,,,,,https://explore.sportsbook.fanduel.com/
fanduel.com,FanDuel | Daily Fantasy Sports and Online U.S. Sportsbook,200,142044,AS16509,AMAZON-02,US,13.32.132.0/24,www.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-10-20T23:59:59Z,CN=fanduel.com,fanduel.com,*.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,905671e207121ba2c536ba9f6992c4ca,be5793b54a8694862acaed6953194c8ce7eb87597b7c3f18708306d12009fc9b,ctls,www.fanduel.com,cloudfront,443,https://fanduel.com:443,https,nginx,text/html,GET,13.32.121.127,/,-1965133222,13.32.121.120,Nginx,971,False,True,True,,,,,https://www.fanduel.com/
fcq.nj.sportsbook.fanduel.com,Service not Found,404,313,AS14618,AMAZON-AES,US,3.224.0.0/12,fcq.nj.sportsbook.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-04-06T23:59:59Z,CN=*.nj.sportsbook.fanduel.com,*.nj.sportsbook.fanduel.com,*.nj.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,04b9f2ccba472350f2179fa797b0c3aa,afa26c5bbee158c2c1227f1c96e1c946074ab2f3d346e5186bf94ad4dbbbe642,ctls,fcq.nj.sportsbook.fanduel.com,,443,https://fcq.nj.sportsbook.fanduel.com:443,https,Cougar - 4.12.8 (Cougar 2 mode),,GET,3.230.99.122,/,-356219960,52.45.143.110,,9,False,,True,,,,,
fd.sportsbook.fanduel.com,Access to this page has been denied.,403,4650,AS0,Not routed,None,13.224.192.0/21,fd.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,fd.sportsbook.fanduel.com,cloudfront,80,http://fd.sportsbook.fanduel.com:80,http,CloudFront,text/html,GET,13.224.189.17,/,222092053,13.224.189.88,Amazon Web Services,172,False,True,True,,,,,https://fd.sportsbook.fanduel.com/
gateway.ss.fdbox.net,,503,,AS16509,AS16509,Unknown,52.40.0.0/14,gateway.ss.fdbox.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2015-12-09T15:53:38Z,2017-12-09T15:53:38Z,"CN=*.ss.fdbox.net, OU=Domain Control Validated",*.ss.fdbox.net,ss.fdbox.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b4ecd5f3f0bdc025dee73cae3d43b143,55a57dcf366fa86c131286b847a212a404b7737a45bbfed78d6dac82474e41b4,ctls,gateway.ss.fdbox.net,,443,https://gateway.ss.fdbox.net:443,https,,,GET,52.43.79.26,/,-1840324437,52.43.79.26,,1,False,,True,,True,,,
il.sportsbook.fanduel.com,Access to this page has been denied.,403,4650,AS0,Not routed,None,13.224.192.0/21,il.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,il.sportsbook.fanduel.com,cloudfront,80,http://il.sportsbook.fanduel.com:80,http,CloudFront,text/html,GET,13.224.189.88,/,222092053,13.224.189.104,Amazon Web Services,172,False,True,True,,,,,https://il.sportsbook.fanduel.com/
ilv1.sportsbook.fanduel.com,Sports betting,200,989,AS14537,CL-1379-14537,US,192.16.88.0/21,ilv1.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-06T15:53:28Z,2023-10-08T15:53:28Z,CN=sportsbook.fanduel.com,sportsbook.fanduel.com,njv1.sportsbook.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",22ae200b22abcf06fb0d5eb41a93aa03,c4e4453459ccfd6a02d05dde1f168730e4c2e46ef2265103512c44787c02179a,ctls,ilv1.sportsbook.fanduel.com,,443,https://ilv1.sportsbook.fanduel.com:443,https,,text/html,GET,192.16.89.51,/,-1789736302,192.16.89.51,Microsoft ASP.NET,1,False,,,,,,,
in.sportsbook.fanduel.com,FanDuel Sportsbook,200,13683,AS0,Not routed,None,13.224.192.0/21,in.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,in.sportsbook.fanduel.com,cloudfront,443,https://in.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,13.224.189.17,/,222092053,13.224.189.104,HSTS,1,False,True,True,,,,,
inv1.sportsbook.fanduel.com,Sports betting,200,989,AS14537,CL-1379-14537,US,192.16.80.0/23,inv1.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-06T15:53:28Z,2023-10-08T15:53:28Z,CN=sportsbook.fanduel.com,sportsbook.fanduel.com,njv1.sportsbook.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",22ae200b22abcf06fb0d5eb41a93aa03,c4e4453459ccfd6a02d05dde1f168730e4c2e46ef2265103512c44787c02179a,ctls,inv1.sportsbook.fanduel.com,,80,http://inv1.sportsbook.fanduel.com:80,http,,text/html,GET,192.16.80.68,/,-1789736302,192.16.80.68,Microsoft ASP.NET,1,False,,,,,,,https://inv1.sportsbook.fanduel.com/
ips.sportsbook.fanduel.com,,404,72,AS0,Not routed,None,13.224.192.0/21,ips.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-03-30T23:59:59Z,CN=*.sportsbook.fanduel.com,*.sportsbook.fanduel.com,*.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6c4bdf843eb5ee9d2d97ef739e1977ab,6f15e3c24df6ec9925b3917a55c563c9046118d08a0b2134aa73bbac2bc86832,ctls,ips.sportsbook.fanduel.com,cloudfront,80,http://ips.sportsbook.fanduel.com:80,http,,application/json,GET,13.224.189.14,/,-522708096,13.224.189.65,HSTS,1,False,True,True,,,,,https://ips.sportsbook.fanduel.com/
isitup.fanduel.com,,200,5,AS0,Not routed,None,99.86.8.0/24,isitup.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-08T23:59:59Z,CN=*.fanduel.com,*.fanduel.com,*.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f0b3eef2414500e62184b529e7d5a57f,d1aa3a89c57e1f57861f1e5aff07f53e36df9172893764c6a8ff06daf983c176,ctls,isitup.fanduel.com,cloudfront,443,https://isitup.fanduel.com:443,https,AmazonS3,text/plain,GET,99.86.4.60,/,76197677,99.86.4.12,Amazon Web Services,2,False,True,True,,,,,
iwa-assets-dev.fanduel.com,,403,243,AS0,Not routed,None,13.32.100.0/23,iwa-assets-dev.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2019-06-22T00:00:00Z,2020-07-22T12:00:00Z,CN=iwa-assets-dev.fanduel.com,iwa-assets-dev.fanduel.com,iwa-assets-dev.fanduel.com,"CN=Amazon, OU=Server CA 1B, O=Amazon, C=US",Amazon,Amazon,ee9e178070aef1fe7352f9e7557945dc,f21855cd7ebcd0cb5e377071de8297bb45d570ab12858e6845c2acd42b46eee9,ctls,iwa-assets-dev.fanduel.com,cloudfront,443,https://iwa-assets-dev.fanduel.com:443,https,AmazonS3,application/xml,GET,13.32.99.93,/,-2129628615,13.32.99.2,Amazon Web Services,2,False,True,,,True,,,
iwa-assets.fanduel.com,,403,255,AS16509,AMAZON-02,US,65.9.112.0/23,iwa-assets.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-10-20T23:59:59Z,CN=fanduel.com,fanduel.com,*.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,905671e207121ba2c536ba9f6992c4ca,be5793b54a8694862acaed6953194c8ce7eb87597b7c3f18708306d12009fc9b,ctls,iwa-assets.fanduel.com,cloudfront,443,https://iwa-assets.fanduel.com:443,https,AmazonS3,application/xml,GET,65.9.66.125,/,1273049167,65.9.66.33,Amazon Web Services,2,False,True,True,,,,,
jmtrk.fanduel.com,JangoMail,200,1207,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,jmtrk.fanduel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-10T15:10:44Z,2023-07-09T15:10:43Z,CN=jmtrk.fanduel.com,jmtrk.fanduel.com,jmtrk.fanduel.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5dc80114473cf8d8c6b8ca93d1dcfac6,4dddeeec790ffe069ebe830019ab049611537c14dddd495d1e1f978359cd31dd,ctls,jmtrk.fanduel.com,,443,https://jmtrk.fanduel.com:443,https,Microsoft-IIS/8.5,text/html,GET,104.248.15.35,/,-1270699277,159.65.33.93,Windows Server,30,False,,,,,,,
khojqfd.pa.sportsbook.fanduel.com,,400,241,AS14618,AMAZON-AES,US,100.24.0.0/13,khojqfd.pa.sportsbook.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-04-06T23:59:59Z,CN=*.pa.sportsbook.fanduel.com,*.pa.sportsbook.fanduel.com,*.pa.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2d083e2214f678f50e8417487841ae73,885baa204385e4d534f8df22c9b971d98d6e8f4b91b342616f61444a389bc556,ctls,khojqfd.pa.sportsbook.fanduel.com,,443,https://khojqfd.pa.sportsbook.fanduel.com:443,https,,application/json,GET,100.24.245.16,/,229328809,52.7.224.31,,1,False,,True,,,,,
ks.sportsbook.fanduel.com,Access to this page has been denied.,403,4650,AS0,Not routed,None,13.224.192.0/21,ks.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,ks.sportsbook.fanduel.com,cloudfront,443,https://ks.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,13.224.189.104,/,222092053,13.224.189.6,Amazon Web Services,172,False,True,True,,,,,
la.sportsbook.fanduel.com,Access to this page has been denied.,403,4650,AS0,Not routed,None,13.224.192.0/21,la.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,la.sportsbook.fanduel.com,cloudfront,80,http://la.sportsbook.fanduel.com:80,http,CloudFront,text/html,GET,13.224.189.17,/,222092053,13.224.189.104,Amazon Web Services,172,False,True,True,,,,,https://la.sportsbook.fanduel.com/
launcher.casino.fanduel.com,Casino Game Launcher,200,9712,AS16509,AMAZON-02,US,13.32.16.0/20,launcher.casino.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2023-11-03T23:59:59Z,CN=launcher.casino.fanduel.com,launcher.casino.fanduel.com,launcher.casino.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a6241cbbc617b876909defa6d84fde65,80f8a35d7e4655949fe5ad5dcb6c56e05af34269ed41d218e07041fef2cc3025,ctls,launcher.casino.fanduel.com,cloudfront,80,http://launcher.casino.fanduel.com:80,http,CloudFront,text/html,GET,13.32.27.129,/,-1468013010,13.32.27.115,Node.js,1,False,True,,,,,,https://launcher.casino.fanduel.com/
launcher.ct.xsell.sportsbook.fanduel.com,Casino Game Launcher,200,2007,AS16509,AS16509,Unknown,13.225.96.0/21,launcher.ct.xsell.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-03T23:59:59Z,CN=launcher.ct.xsell.sportsbook.fanduel.com,launcher.ct.xsell.sportsbook.fanduel.com,launcher.ct.xsell.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,da846c7337d29aa3ccf634ab7ba4467f,e6791ebd25b94c37cfab0a10ec172110c623e8e7fd7b9b6edfcf44f1860eccee,ctls,launcher.ct.xsell.sportsbook.fanduel.com,cloudfront,443,https://launcher.ct.xsell.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,13.225.78.49,/,2066468794,13.225.78.116,Node.js,1,False,True,,,,,,
launcher.dark.ct.xsell.sportsbook.fanduel.com,ERROR: The request could not be satisfied,403,919,AS0,Not routed,None,99.86.8.0/24,launcher.dark.ct.xsell.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,2023-12-14T23:59:59Z,CN=launcher.dark.ct.xsell.sportsbook.fanduel.com,launcher.dark.ct.xsell.sportsbook.fanduel.com,launcher.dark.ct.xsell.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9c35ee4b00aea7a8175ae728181716cf,ba6ed55640270c57d8747537a957af7a5bbc8f23260ca8531e45346073aefaa0,ctls,launcher.dark.ct.xsell.sportsbook.fanduel.com,cloudfront,443,https://launcher.dark.ct.xsell.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,99.86.4.71,/,-113858071,99.86.4.65,HTTP/3,20,False,True,,,,,,
launcher.dark.xsell.sportsbook.fanduel.com,ERROR: The request could not be satisfied,403,919,AS16509,AMAZON-02,US,18.66.102.0/24,launcher.dark.xsell.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,2023-12-14T23:59:59Z,CN=launcher.dark.xsell.sportsbook.fanduel.com,launcher.dark.xsell.sportsbook.fanduel.com,launcher.dark.xsell.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9212c66674d968eb48048f8319eeaa2,132d4d5b8191f68c3e2a680a63d4e62e5d3a326ed2b0fee35ba6de82edd6ee80,ctls,launcher.dark.xsell.sportsbook.fanduel.com,cloudfront,443,https://launcher.dark.xsell.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,18.66.97.119,/,1383980548,18.66.97.6,HTTP/3,20,False,True,,,,,,
launcher.xsell.sportsbook.fanduel.com,Casino Game Launcher,200,9712,AS0,Not routed,None,13.224.192.0/21,launcher.xsell.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-03T23:59:59Z,CN=launcher.xsell.sportsbook.fanduel.com,launcher.xsell.sportsbook.fanduel.com,launcher.xsell.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,66794af321b4647a6e9d8a4915bf9516,9d39075bd2d914e289812f0777ffc4f8aae4c90b7fb00de4f390fdf385a7ea5e,ctls,launcher.xsell.sportsbook.fanduel.com,cloudfront,80,http://launcher.xsell.sportsbook.fanduel.com:80,http,CloudFront,text/html,GET,13.224.189.128,/,-533199739,13.224.189.117,Node.js,1,False,True,,,,,,https://launcher.xsell.sportsbook.fanduel.com/
links.ab.fanduel.com,404 Not Found,404,564,AS16509,AMAZON-02,US,18.66.102.0/24,links.ab.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-09-11T23:59:59Z,CN=links.ab.fanduel.com,links.ab.fanduel.com,links.ab.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1777b378e770931224e9b1894ef0e0b1,261cbde11b0b6d542536e4733ab6b25278a5c9b3350839152bd60310506aab48,ctls,links.ab.fanduel.com,cloudfront,443,https://links.ab.fanduel.com:443,https,nginx,text/html,GET,18.66.97.64,/,1506877856,18.66.97.97,Nginx,14,False,True,,,,,,
live.fanduel.com,Fastly error: unknown domain live.fanduel.com,500,260,AS54113,FASTLY,US,151.101.8.0/22,,,,,,,,,,,,,,,,,,fastly,80,http://live.fanduel.com:80,http,Varnish,text/html,GET,151.101.2.133,/,-518999497,151.101.66.133,Varnish,8,False,True,,,,,,
lobbymonitor.fanduel.com,503 Service Temporarily Unavailable,503,564,AS14618,AMAZON-AES,US,34.232.160.0/23,lobbymonitor.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-05-08T23:59:59Z,CN=lobbymonitor.fanduel.com,lobbymonitor.fanduel.com,lobbymonitor.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7d068eb9eb172a851a3bc6d67600f2b3,70b177e6b635551f1c7960648e63a6f84818ddc57c073359628ba14f409a8dda,ctls,lobbymonitor.fanduel.com,,443,https://lobbymonitor.fanduel.com:443,https,awselb/2.0,text/html,GET,34.228.129.43,/,2051366281,34.228.129.43,,13,False,,,,,,,
ma.sportsbook.fanduel.com,Access to this page has been denied.,403,4650,AS0,Not routed,None,13.224.192.0/21,ma.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,ma.sportsbook.fanduel.com,cloudfront,443,https://ma.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,13.224.189.88,/,222092053,13.224.189.17,Amazon Web Services,172,False,True,True,,,,,
maintenance.sportsbook.fanduel.com,,403,243,AS0,Not routed,None,13.32.100.0/23,maintenance.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,maintenance.sportsbook.fanduel.com,cloudfront,443,https://maintenance.sportsbook.fanduel.com:443,https,AmazonS3,application/xml,GET,13.32.99.53,/,-2030281316,13.32.99.80,Amazon Web Services,2,False,True,True,,,,,
making.fanduel.com,FanDuel Life – Medium,200,197119,AS14618,AMAZON-AES,US,54.224.0.0/14,medium.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2023-07-21T23:59:59Z,"CN=medium.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",medium.com,*.medium.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",afa19f4d674e384cbc3f5c4c868798f1,617dfa398b93f41055aa81f2e9e260ed1506eba8e3009fc8842d6b016990e3bf,ctls,medium.com,,443,https://making.fanduel.com:443,https,cloudflare,text/html,GET,54.224.126.210,/,-1374945914,54.82.200.63,PayPal,240,False,,True,,,https://*.branch.io,"Cloudflare, Inc.",https://medium.com/fanduel-life
mi.fanduel.com,Movable Ink Domain,200,79,AS14618,AMAZON-AES,US,34.224.0.0/12,mi.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-01T23:04:28Z,2023-06-30T23:04:27Z,CN=mi.fanduel.com,mi.fanduel.com,mi.fanduel.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,75ca4b94069e77eab5c7b2d9d7581e07,622b6f62088a29118e38fe27de965c1f48665c429b9f6e5cca0e10480ba8f03e,ctls,mi.fanduel.com,,443,https://mi.fanduel.com:443,https,,,GET,34.236.234.124,/,-1542678720,34.236.234.124,,1,False,,,,,,,
