new,host,a,aaaa,cname,soa,status_code,mx,ns,txt,cdn,cdn-name
[x],shopdev.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],sim.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],siman01.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],siman01.sim.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],siness.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],sip.kinepolis.be,52.112.193.13,2603:1027:0:48::20,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,"eu-a.prod1.footprint.net, eu-b.prod1.footprint.net",,,
[x],sip.kinepolis.ch,52.112.192.11,2603:1027:0:48::20,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,
[x],sip.kinepolis.com,52.112.65.75,"2603:1037:0:7::b, 2603:1037:0:a::b, 2603:1037:0:15::c, 2603:1037::b, 2603:1037:0:5::b, 2603:1037:0:2::b, 2603:1037:0:b::b, 2603:1037:0:c::f",sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,
[x],sip.kinepolis.fr,52.112.192.11,2603:1027:0:48::20,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,
[x],sip.klubcinema.fr,52.112.193.13,2603:1027:0:48::20,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,
[x],sites.kinepolis.ch,"95.101.54.211, 95.101.54.114","2a02:26f0:480:e::210:f113, 2a02:26f0:480:e::210:f105",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a13-66.akam.net, a4-67.akam.net, a5-66.akam.net, a24-67.akam.net, a6-66.akam.net, a1-67.akam.net","MS=ms57753331, v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
[x],sites.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],sites.kinepolis.lu,"23.77.197.10, 23.77.197.40","2a02:26f0:9100:15::6010:7a98, 2a02:26f0:9100:15::6010:7a91",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,"a13-66.akam.net, a4-67.akam.net, a6-66.akam.net, a5-66.akam.net, a24-67.akam.net, a1-67.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
[x],sixxvirus.kinepolis.lu,"23.55.163.5, 23.55.163.8","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a1-67.akam.net, a6-66.akam.net, a24-67.akam.net, a5-66.akam.net, a4-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
[x],skolajovandamaskin.kinepolis.lu,"95.101.54.211, 95.101.54.114","2a02:26f0:480:e::210:f105, 2a02:26f0:480:e::210:f113",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a24-67.akam.net, a1-67.akam.net, a6-66.akam.net, a4-67.akam.net, a5-66.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
[x],slovari.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],slovari.kinepolis.lu,"95.101.54.211, 95.101.54.114","2a02:26f0:480:e::210:f113, 2a02:26f0:480:e::210:f105",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a4-67.akam.net, a1-67.akam.net, a24-67.akam.net, a6-66.akam.net, a5-66.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
[x],small-poc.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],smarttv.kinepolis.com,,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],somagic-easycap-tools.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],spf.kinepolis.com,,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,v=spf1 ip4:77.73.101.135 ip4:77.73.101.151 ip4:77.73.101.152 ip4:77.73.101.131 ip4:188.93.155.238 ip4:188.93.155.236 ip4:188.93.155.227 ip4:94.176.99.154 ip4:194.78.185.139 ip4:91.212.215.0/24 include:spf.protection.outlook.com -all,,
[x],spring-ws-core-2.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],sql1-8.kinepolis.ch,"23.55.163.5, 23.55.163.8","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a13-66.akam.net, a24-67.akam.net, a5-66.akam.net, a6-66.akam.net, a4-67.akam.net, a1-67.akam.net","facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331",,
[x],sql18.kinepolis.ch,"2.16.186.9, 2.16.186.17","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a5-66.akam.net, a6-66.akam.net, a4-67.akam.net, a1-67.akam.net, a13-66.akam.net, a24-67.akam.net","google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
[x],ss.kinepolis.ch,"185.225.250.26, 185.225.250.74, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66","2a02:26f0:a600::b9e1:fa1a, 2a02:26f0:a600::b9e1:fa4a, 2600:1401:2::43, 2600:1401:1::42",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a4-67.akam.net, a6-66.akam.net, a1-67.akam.net, a13-66.akam.net, a24-67.akam.net, a5-66.akam.net","MS=ms57753331, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
[x],ss.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],ss.kinepolis.lu,"2.16.186.42, 2.16.186.17","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a24-67.akam.net, a13-66.akam.net, a5-66.akam.net, a4-67.akam.net, a1-67.akam.net, a6-66.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
[x],ssl.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],stage-githube.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],stage-kbc-backend.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],stage-kinecard.kinepolis.nl,,,moviecard-stage.edgesuite.net,,NOERROR,,,,,
[x],stage-ontour.billing.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],stage-ontourprod.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],stage-ontourtickets.kinepolis.be,"2.16.238.20, 2.16.238.21","2a02:26f0:480:3::210:ee8b, 2a02:26f0:480:3::210:eea1","stage-megatix.edgesuite.net, a1813.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,
[x],stage-prive.kinepolis.be,"104.97.85.35, 104.97.85.37","2600:1408:7400::17c7:4712, 2600:1408:7400::17c7:470a","stage-megatix.edgesuite.net, a1813.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,
[x],stage-prive.kinepolis.lu,"2.19.198.154, 2.19.198.168","2a02:26f0:7100::1720:ee49, 2a02:26f0:7100::1720:ee42","stage-megatix.edgesuite.net, a1813.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,
[x],stage-privetickets.kinepolis.be,"23.55.163.15, 23.55.163.9","2a02:26f0:3500:12::1730:17ad, 2a02:26f0:3500:12::1730:179c","stage-megatix.edgesuite.net, a1813.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,
[x],stage.landmarkcinemas.com,"104.20.51.71, 172.67.0.148, 104.20.50.71","2606:4700:10::6814:3347, 2606:4700:10::ac43:94, 2606:4700:10::6814:3247",,"clark.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,True,cloudflare
[x],stage2.landmarkcinemas.com,205.206.14.210,,,"clark.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,
[x],staging.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],staging.kinepolis.lu,"2.16.186.17, 2.16.186.42","2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
[x],startwww.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],startwww.kinepolis.com,,,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],starwww.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],static1.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],static2.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],storefront.kinepolis.ch,"2.16.238.23, 2.16.238.24","2a02:26f0:480:3::210:ee8d, 2a02:26f0:480:3::210:ee94",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a4-67.akam.net, a13-66.akam.net, a6-66.akam.net, a24-67.akam.net, a1-67.akam.net, a5-66.akam.net","facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, v=spf1 include:spf.kinepolis.com -all, MS=ms57753331",,
[x],strategyand.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],streamscrolls.kinepolis.ch,"23.55.163.5, 23.55.163.8","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a24-67.akam.net, a1-67.akam.net, a4-67.akam.net, a6-66.akam.net, a5-66.akam.net, a13-66.akam.net","MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
[x],strictly.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],stromectole.kinepolis.ch,"2.19.204.233, 2.19.205.26","2a02:26f0:4600::213:cce9, 2a02:26f0:4600::213:cd1a",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a13-66.akam.net, a24-67.akam.net, a5-66.akam.net, a4-67.akam.net, a1-67.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms57753331, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
[x],stronzio.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],studenthealth-kinepolis.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],sub-97-52-63.kinepolis.fr,,,kinepolis.fr,,NOERROR,,"a4-67.akam.net, a24-67.akam.net, a6-66.akam.net, a13-66.akam.net, a1-67.akam.net, a5-66.akam.net",,,
[x],subsea7.kinepolis.lu,"104.97.85.12, 104.97.85.27, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67","2600:1408:7400::17c7:4733, 2600:1408:7400::17c7:4758, 2600:1401:2::43, 2600:1401:1::42",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a1-67.akam.net, a24-67.akam.net, a13-66.akam.net, a5-66.akam.net, a6-66.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
[x],summary.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],sun2.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],support.kinepolis.ch,"2.16.238.24, 2.16.238.23","2a02:26f0:480:3::210:ee8d, 2a02:26f0:480:3::210:ee94",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,,"facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331, v=spf1 include:spf.kinepolis.com -all",,
[x],support.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],survey.landmarkcinemas.com,"104.17.122.18, 104.17.121.18","2606:4700::6811:7912, 2606:4700::6811:7a12","kinepolis.slgnt.eu, kinepolis.slgnt.eu.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,mx1.slgnt.eu,,"ca3-34f845b9233144d4b3b48f88033c2f63, v=spf1 a mx include:spf.slgnt.eu -all",True,cloudflare
[x],suwww.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],sw0.kinepolis.fr,"95.101.54.211, 95.101.54.114","2a02:26f0:480:e::210:f105, 2a02:26f0:480:e::210:f113",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a24-67.akam.net, a13-66.akam.net, a5-66.akam.net, a4-67.akam.net, a6-66.akam.net, a1-67.akam.net","MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
[x],sybase.kinepolis.ch,"95.101.74.196, 95.101.74.200","2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a24-67.akam.net, a1-67.akam.net, a6-66.akam.net, a4-67.akam.net, a5-66.akam.net, a13-66.akam.net","MS=ms57753331, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
[x],symposium.kinepolis.ch,"95.101.54.211, 95.101.54.114","2a02:26f0:780::5f65:36d3, 2a02:26f0:780::5f65:3672",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a5-66.akam.net, a24-67.akam.net, a13-66.akam.net, a1-67.akam.net, a4-67.akam.net, a6-66.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
[x],symposium.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],t-virus.kinepolis.ch,"95.101.54.114, 95.101.54.211","2a02:26f0:480:e::210:f113, 2a02:26f0:480:e::210:f105",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a24-67.akam.net, a13-66.akam.net, a4-67.akam.net, a5-66.akam.net, a1-67.akam.net","MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
[x],tagomi.kinepolis.lu,"88.221.132.193, 88.221.132.82","2a02:26f0:4600::213:cd1a, 2a02:26f0:4600::213:cce9",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a6-66.akam.net, a24-67.akam.net, a5-66.akam.net, a13-66.akam.net, a4-67.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
[x],tandfonline.com.ezproxy.bibliothek.kinepolis.fr,"2.16.202.59, 95.101.54.232","2a02:26f0:780::5f65:3672, 2a02:26f0:780::5f65:36d3",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a1-67.akam.net, a24-67.akam.net, a6-66.akam.net, a13-66.akam.net, a4-67.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805",,
[x],tb3.kinepolis.ch,"95.101.74.196, 95.101.74.200","2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a5-66.akam.net, a13-66.akam.net, a24-67.akam.net, a1-67.akam.net, a6-66.akam.net, a4-67.akam.net","facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331, v=spf1 include:spf.kinepolis.com -all",,
[x],tbme1.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],te-in.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],telnet.kinepolis.ch,"185.225.250.74, 185.225.250.26, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66","2a02:26f0:a600::b9e1:fa4a, 2a02:26f0:a600::b9e1:fa1a, 2600:1401:2::43, 2600:1401:1::42",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a24-67.akam.net, a13-66.akam.net, a6-66.akam.net, a1-67.akam.net, a5-66.akam.net, a4-67.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms57753331, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
[x],test-distance.kinepolis.fr,"23.76.204.145, 23.76.204.149","2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a13-66.akam.net, a24-67.akam.net, a6-66.akam.net, a4-67.akam.net, a1-67.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805",,
[x],test-fiestademascaras.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],test-tickets.kinepolis.be,"104.110.240.40, 2.19.195.226","2a02:26f0:b200::58dd:1913, 2a02:26f0:b200::58dd:194a","megatix.edgekey.net, e109944.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,
[x],testkitdesigner.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],testverktygadmin.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],thomaskonrad.kinepolis.lu,"95.101.74.200, 95.101.74.196","2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a1-67.akam.net, a24-67.akam.net, a6-66.akam.net, a5-66.akam.net, a13-66.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
[x],ticket.kinepolis.com,91.230.178.99,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,mx1.slgnt.eu,,"v=spf1 a mx include:spf.slgnt.eu -all, google-site-verification=VZGrzzeRgWOMPScjJQyy3y71_edD74_nCmxcCuMUnEs",,
[x],ticketing.mjrtheatres.com,34.192.88.134,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,g5v6cp8cy3jnw3xzsc1cj580mfx5c70d,,
[x],tickets.kinepolis.be,"95.101.111.167, 95.101.111.180","2a02:26f0:3500:14::1724:a247, 2a02:26f0:3500:14::1724:a251","megatix.edgekey.net, e109944.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,
[x],tickets.kinepolis.com,,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,mail.tickets.kinepolis.com,,v=spf1 a mx ip4:81.246.105.114 ip4:81.246.105.115 -all,,
[x],tickets.kinepolis.fr,"2.16.241.14, 2.16.241.12",,"megatix.edgesuite.net, a1904.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,
[x],tickets.kinepolis.lu,"80.239.254.27, 80.239.254.32","2001:2030:0:17::50ef:fe20, 2001:2030:0:17::50ef:fe1b","megatix.edgekey.net, e109944.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,
[x],tickets.kinepolis.nl,"92.123.189.66, 92.123.189.42","2a02:26f0:d8::1740:c49, 2a02:26f0:d8::1740:c42","megatix.edgekey.net, e109944.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,
