new,host,a,soa,ns,status_code,aaaa,cname,caa,txt,cdn,cdn-name,has_internal_ips,internal_ips,mx
,vandegraaff2.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,vandegraaff4.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,vbriz2.porkbun.com,"44.241.243.71, 44.237.228.127, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,vbrizill.porkbun.com,"44.241.243.71, 44.237.228.127, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,vidasway.porkbun.com,"44.237.228.127, 44.241.243.71, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,vitamin.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,vpn.porkbun.com,52.26.184.35,"ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,2600:1f14:35:3001:fbf7:daef:ff74:ea2,,,,,,,,
,web.porkbun.com,"54.200.31.216, 44.241.243.71, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,webdisk.cp1parked.porkbun.com,,"ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,webmail.cp1.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,whm.cp1.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,whm.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,whois.porkbun.com,54.187.59.119,"ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,2600:1f14:35:3000:5293:9ee3:718f:998d,,,,,,,,
,wiki.porkbun.com,"44.241.243.71, 44.237.228.127, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,wordpress.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,wp.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,wp1.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,wpdev.porkbun.com,"44.237.228.127, 44.241.243.71, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,ww1.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,www.admin.porkbun.com,"54.200.31.216, 44.241.243.71, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,www.cp2.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,www.curitiba.porkbun.com,,"ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,www.maceio.maceio.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,www.maceio.porkbun.com,"44.241.243.71, 44.237.228.127, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,www.pop.porkbun.com,"54.200.31.216, 44.241.243.71, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,www.porkbun.com,"54.200.31.216, 44.241.243.71, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,www1.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,xenophon.porkbun.com,"54.200.31.216, 44.241.243.71, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
