input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,tech_,lines,failed,cdn_name,webserver,cdn,final_url,chain_status_codes_,csp_domains_,tls_mismatched,tls_wildcard_certificate,tls_self_signed
click.mccb.chase.com,403 - Forbidden: Access is denied.,403,1233,click.mccb.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-15T00:00:00Z,2023-09-15T23:59:59Z,"CN=click.mccb.chase.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.mccb.chase.com,"SALESFORCE.COM, INC.",click.mccb.chase.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fff776de8ab70072d4f9b9b42dd75ae3,49331a9e7c3beed02f7ea2d19095b624c0d5ac5c8ef26448f9775593478ce686,ctls,click.mccb.chase.com,443,https://click.mccb.chase.com:443,https,text/html,GET,128.245.96.122,/,1631801191,HSTS,30,False,,,,,,,,,
click.mch.chase.com,403 - Forbidden: Access is denied.,403,1233,click.mch.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,2024-05-27T23:59:59Z,"CN=click.mch.chase.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",click.mch.chase.com,"Salesforce.com, Inc.",click.mch.chase.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,27c2d5b682aff4d4e4dbcc3892d64f55,d87892f1cda875bdee32d595e956e3cd9f7fcb68cf4fd80646c8b345178a9b30,ctls,click.mch.chase.com,443,https://click.mch.chase.com:443,https,text/html,GET,13.111.180.53,/,1631801191,HSTS,30,False,,,,,,,,,
cloud.auto.chase.com,403 - Forbidden: Access is denied.,403,1233,cloud.auto.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=cloud.auto.chase.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",cloud.auto.chase.com,"SALESFORCE.COM, INC.",cloud.auto.chase.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6a2b283d46156e689328c34bcffb3897,f8b5ac12129915a5f412099597dd1397518e686a6739fda0cb4ce3a3053b7c3b,ctls,cloud.auto.chase.com,443,https://cloud.auto.chase.com:443,https,text/html,GET,13.111.232.119,/,1631801191,,30,False,,,,,,,,,
cloud.mccb.chase.com,403 - Forbidden: Access is denied.,403,1233,cloud.mccb.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-15T00:00:00Z,2023-09-15T23:59:59Z,"CN=cloud.mccb.chase.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",cloud.mccb.chase.com,"SALESFORCE.COM, INC.",cloud.mccb.chase.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cb08fd6d5514eb43866cb4e1ea90e1b0,8839aa02f554330c39b8b59456627302e7fbb24c18995e048230553e39020eb2,ctls,cloud.mccb.chase.com,443,https://cloud.mccb.chase.com:443,https,text/html,GET,128.245.80.204,/,1631801191,,30,False,,,,,,,,,
cloud.mch.chase.com,403 - Forbidden: Access is denied.,403,1233,cloud.mch.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,2024-05-27T23:59:59Z,"CN=cloud.mch.chase.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",cloud.mch.chase.com,"Salesforce.com, Inc.",cloud.mch.chase.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,88e187dae92ed4aabb6bdd7767093885,372a0937e46efcaef85194e6c588da1c81d0a181235d8d8a0c5184008485458a,ctls,cloud.mch.chase.com,443,https://cloud.mch.chase.com:443,https,text/html,GET,13.111.179.83,/,1631801191,,30,False,,,,,,,,,
commercesolutions.jpmorganchase.com,Payment Solutions | Chase for Business | chase.com,200,250337,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:23Z,2024-01-19T04:02:21Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",48f6f490c168765253f897d9889ec94f,bdc66c07f7691cd3df651c26ca928f71c9eef380d48883f282eae20448dc6b42,ctls,www.chase.com,443,https://commercesolutions.jpmorganchase.com:443,https,text/html,GET,206.253.176.61,/,-1812417198,HSTS,647,False,,,,https://www.chase.com/business/payments,200,,,,
commercial.jpmorganchase.com,Commercial Banking & Financial Services | JPMorgan Chase,200,133631,www.jpmorgan.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-09T20:29:16Z,2024-01-09T20:29:15Z,"CN=www.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.jpmorgan.com,JPMorgan Chase and Co.,jpmorgan.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",9318d7aed5b1a61fa3bdf88a290d4785,596469ea75ef043ce7e4cb899782de49e8db078f26b7cb6cc5aedd4013117bef,ctls,www.jpmorgan.com,443,https://commercial.jpmorganchase.com:443,https,text/html,GET,159.53.85.184,/,-749088625,Java,5312,False,,,,https://www.jpmorgan.com/commercial-banking,200,,,,
conferencecenters.jpmorganchase.com,JPMorgan Chase & Co.,200,122571,www.jpmorganchase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-09T20:29:02Z,2024-01-09T20:29:02Z,"CN=www.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.jpmorganchase.com,JPMorgan Chase and Co.,jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",3e40c22b2aec4ee12d2e50a6f19f8e7d,b535986a6f94f54c20eec77282a5eddadcb5f85dbfbb8b9d6530aaae2381cf56,ctls,www.jpmorganchase.com,80,http://conferencecenters.jpmorganchase.com:80,http,text/html,GET,170.148.240.183,/,-129140100,Java,4538,False,,,,https://www.jpmorganchase.com,200,,,,
connect.chase.com,404 Not Found,404,552,connect.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-11-23T23:59:59Z,CN=spgo.io,spgo.io,,spgo1.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b48d2faa8da96be2c64964e60e5b333f,24aec451a732f9ce5cc82cdefd7dd980c9959bcba2bbe70c2fb5803680f2528b,ctls,connect.chase.com,443,https://connect.chase.com:443,https,text/plain,GET,52.88.110.2,/,-1840324437,,14,False,,msys-http,,,,,True,True,
connect.jpmorganchase.com,HR Technology | me@jpmc,200,149,connect.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T11:32:00Z,2024-01-25T11:31:59Z,"CN=me-legacy.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",me-legacy.jpmorganchase.com,JPMorgan Chase and Co.,me.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",5950bd71cfebaff97340d52636f1bfcf,bf0e6d016fbb389dbbd2917d15b54081b11e4500a9e32c146bbd31a933e33e37,ctls,connect.jpmorganchase.com,443,https://connect.jpmorganchase.com:443,https,text/html,GET,159.53.113.175,/,-780928015,HSTS,11,False,,,,,,,True,,
corpaction.jpmorganchase.com,401 Unauthorized,401,381,corpaction.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-17T00:19:03Z,2024-03-16T00:19:03Z,"CN=corpaction.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",corpaction.jpmorganchase.com,JPMorgan Chase and Co.,corpaction.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",bc8d828db1850bb229be26ec9bc8617b,74ec812adfb0865ec80d4a82a7a73b545dd4512ac2bd960ec5c5f3da75c6e261,ctls,corpaction.jpmorganchase.com,443,https://corpaction.jpmorganchase.com:443,https,text/html,GET,159.53.77.115,/,-392200610,HSTS,13,False,,,,,,,,,
deposits.chase.com,"Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",200,98617,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:23Z,2024-01-19T04:02:21Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",48f6f490c168765253f897d9889ec94f,bdc66c07f7691cd3df651c26ca928f71c9eef380d48883f282eae20448dc6b42,ctls,www.chase.com,443,https://deposits.chase.com:443,https,text/html,GET,159.53.52.224,/,-1056314695,Java,1779,False,,,,https://www.chase.com,200,,,,
developer.chase.com,Home | Chase Developer,200,31196,developer.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T00:16:59Z,2024-04-13T00:16:58Z,"CN=apidemo.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",apidemo.chase.com,JPMorgan Chase and Co.,developer.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",856f003a6bc831d0028613f94eedb916,b3d2fbde9bcb2594bd855de4da488408dd8e44339d2503b818ead976c4d12be0,ctls,developer.chase.com,443,https://developer.chase.com:443,https,text/html,GET,159.53.60.248,/,-138391155,Hugo:0.102.3,977,False,,,,,,,,,
dib.jpmorganchase.com,::::::: J.P. Morgan Brasil Online :::::::,404,1115,dib.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-10T08:46:40Z,2024-03-09T08:46:40Z,"CN=dib.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",dib.jpmorganchase.com,JPMorgan Chase and Co.,www.jpmorganbrasilonline.com.br,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6b3c3c8120b342c248906d78a6fb4fc3,4041df91935aadef2440072e5ba51b34234f5092e7e2481595b1ca2f1ad1dff7,ctls,dib.jpmorganchase.com,443,https://dib.jpmorganchase.com:443,https,text/html,GET,159.53.98.137,/,-1512162116,,36,False,,,,https://dib.jpmorganchase.com/ibk,404,,,,
dining.chase.com,Chase Online,200,132212,secure09ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T18:53:52Z,2024-04-19T18:53:52Z,"CN=secure09ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure09ea.chase.com,JPMorgan Chase and Co.,secure09ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",85753e56b376eb68a0b6c1db72bc8c4c,c84466266f598f6da57b2854d5dc87b7f2d04cfd6a6f3fdeb7f22a60c3fd25f1,ctls,secure09ea.chase.com,443,https://dining.chase.com:443,https,text/html,GET,159.53.77.6,/,1872381932,Zipkin,138,False,,,,https://secure09ea.chase.com/web/auth/?logoff&TYPE=33554433&REALMOID=06-000e6ca5-b42c-1bd0-b819-cce1a9625a5a&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-nWeQNw0DOiJhfkpDxGSC7wdB%2f%2bIvKtrIkmXW181ziMrUWZyzQ%2fjvZWvIXZxeCW6EZndl3%2bMI1Xc9RHSS2C3Y0xFqrTB1a%2fF0&TARGET=-SM-HTTPS%3a%2f%2fultimaterewardspoints%2echase%2ecom%2finitialize--session%3furl%3dhttps-%3A-%2F-%2Fdining%2echase%2ecom-%2F-%3F,200,,,,
e.chase.com,,400,3,e.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-22T17:02:41Z,2023-09-22T17:02:41Z,"CN=e.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",e.chase.com,JPMorgan Chase and Co.,e.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",467ff6ab4afc4774a46d6bcccd5099cc,18e7ee61ba2e1d8388124bbc01ff7d148c376555e7bb8ebfa79629ad0a02aa87,ctls,e.chase.com,443,https://e.chase.com:443,https,text/plain,GET,159.127.187.92,/,-1840324437,,1,False,,,,,,,,,
ec.jpmorganchase.com,JPMorgan Chase Login,200,2619,authe-ent.jpmorgan.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T01:27:33Z,2024-02-25T01:27:33Z,"CN=authe-ent.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",authe-ent.jpmorgan.com,JPMorgan Chase and Co.,authe-ent.gslbjpmchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",96807bac0b4ce1d7f54b8e2a345b4989,2b0d0eff35a21866993c65a0c7e1a0673c8fe082f998e23c8a49a33f19d17d33,ctls,authe-ent.jpmorgan.com,443,https://ec.jpmorganchase.com:443,https,text/html,GET,159.53.98.154,/,,HSTS,53,False,,,,https://authe-ent.jpmorgan.com/as/authorization.oauth2?client_id=A_JPMC_CT_ECONNECT_PROD_67101&redirect_uri=https://ec.jpmorganchase.com/empcon/&aud=JPMC:URI:RS-96429-ECONNECT-PROD&response_type=code&response_mode=form_post&scope=openid%20naw&state=econnect&code_challenge=tr1eBA2hkVGGnaOmZdBxuTPpI8InMN5gjOcSBxOUfiM&code_challenge_method=S256&lob=ct,200,https://*.pncbank.com,,,
efs.jpmorganchase.com,Oops!,404,63735,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:23Z,2024-01-19T04:02:21Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",48f6f490c168765253f897d9889ec94f,bdc66c07f7691cd3df651c26ca928f71c9eef380d48883f282eae20448dc6b42,ctls,www.chase.com,443,https://efs.jpmorganchase.com:443,https,text/html,GET,159.53.96.200,/,938277190,HSTS,937,False,,,,https://www.chase.com/efs,404,,,,
email.chase.com,,400,3,email.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-09T07:08:14Z,2024-01-09T07:08:14Z,"CN=email.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",email.chase.com,JPMorgan Chase and Co.,email.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",1a08b5031e5e488bc7b73a2e465efdb8,05e6a4d17182fe786768fc5b49f5490a56a6d79a02052df4f3817cca33c31932,ctls,email.chase.com,443,https://email.chase.com:443,https,text/plain,GET,159.127.187.227,/,-1840324437,,1,False,,,,,,,,,
emailoffers.chase.com,,400,3,emailoffers.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-25T19:35:35Z,2024-01-25T19:35:34Z,"CN=emailoffers.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",emailoffers.chase.com,JPMorgan Chase and Co.,emailoffers.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",625951b1e9be7936f45234c8908a32e9,70f73c32fde2ad789839ff7d9957260879dac559c31ea58c0b9beb6119f4f122,ctls,emailoffers.chase.com,443,https://emailoffers.chase.com:443,https,text/plain,GET,159.127.187.89,/,-1840324437,,1,False,,,,,,,,,
empv-aws.jpmorganchase.com,JPMorgan Chase Login,200,2619,authe-ent.jpmorgan.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T01:27:33Z,2024-02-25T01:27:33Z,"CN=authe-ent.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",authe-ent.jpmorgan.com,JPMorgan Chase and Co.,authe-ent.gslbjpmchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",96807bac0b4ce1d7f54b8e2a345b4989,2b0d0eff35a21866993c65a0c7e1a0673c8fe082f998e23c8a49a33f19d17d33,ctls,authe-ent.jpmorgan.com,443,https://empv-aws.jpmorganchase.com:443,https,text/html,GET,54.86.220.101,/,-1780174774,HSTS,53,False,,,,https://authe-ent.jpmorgan.com/as/authorization.oauth2?resource=JPMC:URI:RS-81080-OLFAWSAuthE-PROD&client_id=A_JPMC_CT_OLFAWS_PROD_111348&redirect_uri=https://empv-aws.jpmorganchase.com/api/adfs/login&response_type=code&response_mode=query&scope=openid%20naw&state=QzlUQUl6L3VCWS9yOHY1dTVYTmZ6SktrelB4dHJVQ0pzbG5DK1RGMUZ6Uld5a0dHc1ZWVHJYVWg1dFJwcDFqL3gwSXhVaEZQZHhkUHlHSlBlRlJ2cUtScm1yV0xyZnpjUHhEdGo1OTJtQy9Sbmw2SWVCSUp1U3pnaFdyNmFvMkZtY2doVzJ4eEt3VHFFVFg3elBTamhWQVlhOFhEdWQ4NVdXcVV6YTNCd2d2dkRveGNtZE01UEttZTJWNDN0d2hBaUx5Tncwb1g4dzZEYUhROU9NMWNDcVlVZEFGanRqV1JvVi9uT0kwRWowa2ltTWpTS3FseUxKcEpEOGNGTUlFN09WK09VckJQMzJSSVpQeEh2UlhvYkE9PQ%3D%3D&aud=JPMC:URI:RS-81080-OLFAWSAuthE-PROD&X-JPM-SEAL-ID=35069&lob=ct&code_challenge=4Smen7TT8hbdPhuUb5US5EDMesgoUxB0vuif_-8IsxM&code_challenge_method=S256,200,https://*.treasury*.pnc.com,,,
empv-test-aws.jpmorganchase.com,JPMorgan Chase Login,200,2635,authe-ent-uat.jpmorgan.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:15:25Z,2024-04-12T00:15:25Z,"CN=authe-ent-uat.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",authe-ent-uat.jpmorgan.com,JPMorgan Chase and Co.,authe-ent-uat.gslbjpmchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",5b051db55675a8cfbe46c2c76a380505,bb05149f9d7dbc6e7764f120dc34c81752d9f8e6784f987d0add8dffc449b1fc,ctls,authe-ent-uat.jpmorgan.com,443,https://empv-test-aws.jpmorganchase.com:443,https,text/html,GET,54.87.74.71,/,1572794970,HSTS,53,False,,,,https://authe-ent-uat.jpmorgan.com/as/authorization.oauth2?resource=JPMC:URI:RS-95959-OLFAWSAuthE-UAT&client_id=A_JPMC_CT_OLFAWS_UAT_111348&redirect_uri=https://empv-test-aws.jpmorganchase.com/api/adfs/login&response_type=code&response_mode=query&scope=openid%20naw&state=Wm5wMWhJMWZldW5UZFFnMHhUUFRLVkY1bWJnUzVDN2V5MzQyZDlNandjV2g1WXZ6bnpxRXFXTUpFcTM1dnlRaDlKczA1NE0yb0tnWmVEMzIrQnpyU21NZUdVbFg4bkhPS3ZwTTNFYlhiRTNCQzl2OHV4WFFIZU9Fb0NLWnFmK3F1MTQ4UE1aYkpoNytiTmdlVzcwTFdFb2Q0TjFpV21xOERMVXdoZFk5ckFMcWp4TWh3OFJzN3cvWTdjdlpzbkc4TWdwN2M3SVQ0UDZjb093Z0dNRzJ5OXFmb3ZsYVJCNzdGZjZzV2wxditiVXBSQ05Db2ExNmNhWFNsOWpRTmtHMS9OMXVROWU1aTlHcU5xbjYzVFV1VkE9PQ%3D%3D&aud=JPMC:URI:RS-95959-OLFAWSAuthE-UAT&X-JPM-SEAL-ID=35069&lob=ct&code_challenge=TO6ZwbBJBrB60U9OuRMMQUg5PUt5FRUkcXTJXF3dxgI&code_challenge_method=S256,200,https://*.trovata.io,,,
