input,title,status_code,content_length,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,tls_subject_org_,csp_domains_,final_url
rouses.pbis-cf.instacart.com,,403,16,cloudflare,443,https://rouses.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.29.10,/,1253481126,2606:4700::6812:1d0a,HTTP/3,1,False,True,rouses.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-03-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a46fc6b15507c3c455df9e8c49af8c7e,173b69678a61ae383b8e14144a23fdaf4fce10377a4b56a7f09f540c0bc21ff6,True,ctls,rouses.pbis-cf.instacart.com,"Cloudflare, Inc.",,
safeway.pbis-cf.instacart.com,,403,16,cloudflare,443,https://safeway.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.23.184,/,1253481126,2606:4700::6812:16b8,HTTP/3,1,False,True,safeway.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T22:26:28Z,2023-07-16T22:26:27Z,CN=safeway.pbis-cf.instacart.com,safeway.pbis-cf.instacart.com,*.safeway.pbis-cf.instacart.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,8a46b92c20e0d16ce37958e56c16b578,62fe24d185bdd5d0672b488f30608f35e950557946258259a9b2d07d8fae80a4,True,ctls,safeway.pbis-cf.instacart.com,,,
samsclub.instacart.com,Sam's Club Powered By Instacart,200,44905,cloudflare,443,https://samsclub.instacart.com:443,https,cloudflare,text/html,GET,104.18.13.242,/,1126835021,2606:4700::6812:cf2,HTTP/3,152,False,True,samsclub.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-03-05T23:59:59Z,"CN=samsclub.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",samsclub.instacart.com,samsclub.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",427253974a96576e6debf446318547da,aac90d6001bab75a19c671c03b91817fa223fddf21d249b7dab8c0baa8b01cec,,ctls,samsclub.instacart.com,"Cloudflare, Inc.",,
savemart.instacart.com,,409,16,cloudflare,80,http://savemart.instacart.com:80,http,cloudflare,text/plain,GET,104.18.6.91,/,1000520165,2606:4700::6812:75b,Cloudflare,1,False,True,,,,,,,,,,,,,,,,,,,,,
schnucks-now.pbis-cf.instacart.com,,403,16,cloudflare,80,http://schnucks-now.pbis-cf.instacart.com:80,http,cloudflare,text/plain,GET,104.18.5.52,/,1253481126,2606:4700::6812:434,HTTP/3,1,False,True,,,,,,,,,,,,,,,,,,,,,
schnucks.instacart.com,,401,26,cloudflare,443,https://schnucks.instacart.com:443,https,cloudflare,text/html,GET,104.18.23.19,/,1126835021,2606:4700::6812:1613,HTTP/3,1,False,True,schnucks.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=schnucks.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",schnucks.instacart.com,schnucks.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",14333a6e436024194b0ecb4414ab2d05,af3e6babf97708bb7d4d0e53d39446ba5483a6432e9b008ed3662d6c9a2d4375,,ctls,schnucks.instacart.com,"Cloudflare, Inc.",,
schnucks.pbis-cf.instacart.com,,403,16,cloudflare,443,https://schnucks.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.23.19,/,1253481126,2606:4700::6812:1613,HTTP/3,1,False,True,schnucks.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-26T00:00:00Z,2024-02-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,schnucks.pbis-cf.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ff683bd9bbb0abd47acc53da187b61c9,0f9a6fded7f44f8815fee02207842f4f084345c60ee27f1d9bc7cad5b15f1012,True,ctls,schnucks.pbis-cf.instacart.com,"Cloudflare, Inc.",,
sephora.instacart.com,Sephora Powered by Instacart,200,40384,cloudflare,443,https://sephora.instacart.com:443,https,cloudflare,text/html,GET,104.18.31.192,/,1126835021,2606:4700::6812:1ec0,HTTP/3,140,False,True,sephora.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-02-27T23:59:59Z,"CN=sephora.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sephora.instacart.com,sephora.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2ef6116509405ee4dfc2a6803ddb88e9,9b4230878fe743aa7c1ec65b7870217fe547fe19a7c0074a87279c41b5fc27d0,,ctls,sephora.instacart.com,"Cloudflare, Inc.",,
sephora.pbis-cf.instacart.com,,403,16,cloudflare,443,https://sephora.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.31.192,/,1253481126,2606:4700::6812:1ec0,HTTP/3,1,False,True,sephora.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.sephora.pbis-cf.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",027aacad8a047e02d0d900a791521a7c,a81aa3cb490b292a65242bcc275ea7f07eade4ddbc29c5869843188126f985ac,True,ctls,sephora.pbis-cf.instacart.com,"Cloudflare, Inc.",,
setup.instacart.tools,,403,243,cloudfront,80,http://setup.instacart.tools:80,http,AmazonS3,application/xml,GET,143.204.215.87,/,1394501067,143.204.215.86,Amazon Web Services,2,False,True,setup.instacart.tools,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-21T00:00:00Z,2024-02-19T23:59:59Z,CN=instacart.tools,instacart.tools,*.instacart.tools,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1ddd235770f125eb27865eb34a06ee07,445948165dee6daf3aaf7de9f6abfffc2a070b66bda15992ff44e938b9dd1dd2,True,ctls,setup.instacart.tools,,,https://setup.instacart.tools/
shop-n-save-pitt.pbis-cf.instacart.com,,403,16,cloudflare,443,https://shop-n-save-pitt.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.10.206,/,1253481126,2606:4700::6812:ace,HTTP/3,1,False,True,shop-n-save-pitt.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-13T00:00:00Z,2024-03-12T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",09cd35c6eb8337e3323687d39078ca31,e5459a7e5ac8564c372e273d8f3d52d8898169598df33706fbdb4153c34a6700,True,ctls,shop-n-save-pitt.pbis-cf.instacart.com,"Cloudflare, Inc.",,
shop.instacart.com,Instacart Shoppers - Work your way. Get paid. Make someone’s day.,200,14358,,443,https://shop.instacart.com:443,https,cloudflare,text/html,GET,34.228.50.216,/,2069004958,44.210.72.131,HTTP/3,151,False,,shoppers.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-16T00:00:00Z,2023-07-16T23:59:59Z,"CN=shoppers.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",shoppers.instacart.com,*.shoppers.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",59404266a02d17784cfe86ba79be6833,5cdfcd12acaa2f0e2088a0e10b14c510e91f2d76d6e8ddc206df0df79f685363,True,ctls,shoppers.instacart.com,"Cloudflare, Inc.",,https://shoppers.instacart.com:443/
shopper-api-edge.instacart.com,,200,33,cloudflare,443,https://shopper-api-edge.instacart.com:443,https,cloudflare,text/plain,GET,104.18.14.24,/,2069004958,2606:4700::6812:f18,HTTP/3,1,False,True,shopper-api-edge.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2024-02-20T23:59:59Z,"CN=shopper-api-edge.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",shopper-api-edge.instacart.com,shopper-api-edge.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c3e3291ea60cbcf8868f21ef3b8d81f9,405748621c00d2642699ac6f4e043431b980944ced01513e3775ce8ee6cdca0e,True,ctls,shopper-api-edge.instacart.com,"Cloudflare, Inc.",,
shopper-api.instacart.com,,200,33,cloudflare,443,https://shopper-api.instacart.com:443,https,cloudflare,text/plain,GET,104.18.26.236,/,2069004958,2606:4700::6812:1aec,HTTP/3,1,False,True,shopper-api.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-16T00:00:00Z,2023-07-16T23:59:59Z,"CN=shopper-api.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",shopper-api.instacart.com,shopper-api.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5f15051b47386a48ce824f782b411138,7ed295dfd23fbde0873dc626cf53984b5dd7f99834588dab9e1edab696bdc5f3,True,ctls,shopper-api.instacart.com,"Cloudflare, Inc.",,
shopper-auth.instacart.com,,403,16,cloudflare,443,https://shopper-auth.instacart.com:443,https,cloudflare,text/plain,GET,104.18.22.191,/,1253481126,2606:4700::6812:16bf,HTTP/3,1,False,True,shopper-auth.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-03-11T23:59:59Z,"CN=shopper-auth.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",shopper-auth.instacart.com,shopper-auth.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",021735b23d31c36d863c8a7b0e0002ca,48aec750695a4ad61440721196407e76e3f83db175ebe7b1c002a6928943d3bf,True,ctls,shopper-auth.instacart.com,"Cloudflare, Inc.",,
shopper.instacart.com,Instacart Shoppers - Work your way. Get paid. Make someone’s day.,200,14358,,443,https://shopper.instacart.com:443,https,cloudflare,text/html,GET,44.210.72.131,/,2069004958,34.228.50.216,HTTP/3,151,False,,shoppers.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-16T00:00:00Z,2023-07-16T23:59:59Z,"CN=shoppers.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",shoppers.instacart.com,*.shoppers.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",59404266a02d17784cfe86ba79be6833,5cdfcd12acaa2f0e2088a0e10b14c510e91f2d76d6e8ddc206df0df79f685363,True,ctls,shoppers.instacart.com,"Cloudflare, Inc.",,https://shoppers.instacart.com:443/
shoppers-admin-edge.instacart.com,Instacart - Sign In,200,21450,cloudflare,443,https://shoppers-admin-edge.instacart.com:443,https,nginx,text/html,GET,104.18.9.160,/,2069004958,2606:4700::6812:8a0,Nginx,503,False,True,instacart.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,instacart.okta.com,"Okta, Inc.",https://instacart.lightning.force.com,https://instacart.okta.com/app/instacart_shoppersadminedge_1/exkcyd0nxiwtwE1wr357/sso/saml?SAMLRequest=fZJLT%2BswFIT%2FSnZeuc6jgcpqKkWUq1sJEOK1uJvKdU5bq34EH4cUfj1OKlRYXLZHM%2FONxp6jMLrldRf29gFeO8CQ1Ijgg3L2ylnsDPhH8G9KwvPDTUX2IbTIGcO9a1vwSEVjlKXQ7GCiLAYhhQ8T6QwTMZMN8UwKrTdCHkiyjPnKiiH8HHW2uUMQJ2%2Fbns%2FrL9aIGkjrjMHxIN%2Bb1B5VH%2FrrrPdFeckQ3UgkyWpZkfXFZpZfbFOgl3ma0%2Bm22dLNrBAUinRWls00LaZllCJ2sBpgNlQkKgualjTLnvKMTwue5v9I8hLpY%2Bd8kpLkaLRFPoAq0nnLnUCF3AoDyIPkj%2FXtDY9CLr6G%2FG5pf%2Fe03gUnnSaL%2BaDmYzu%2FGLaKU%2FV9fx4pTpD3Lvcf2e7vm9ktZ3GCOfvump9e9y5SVst7p5V8T2qtXX%2FlQQSoSPAdkOSP80aE%2F%2FfKJtl4UQ3djlIORihdN40HRMIWJ%2BrPb7T4BA%3D%3D
shoppers-admin.instacart.com,Instacart - Sign In,200,21676,cloudflare,443,https://shoppers-admin.instacart.com:443,https,nginx,text/html,GET,104.18.1.84,/,2069004958,2606:4700::6812:154,Nginx,501,False,True,instacart.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,instacart.okta.com,"Okta, Inc.",cdn.pendo.io,https://instacart.okta.com/app/instacart_shopperadmin_1/exkgw0tt9gtxy4gr7356/sso/saml?SAMLRequest=fZLNTsMwEIRfJTefUiduCNRqKkVUSJUAIf4OXCrjLK1Vxw7eDSlvT5KCChJwXc3Mt571HFVtG1m2tHW38NoCUlQiQiDj3bl32NYQ7iC8GQ0Pt5cF2xI1KDnHrW8aCBirqjZuYhyS0irQRPuaqz6OD8lcK2ufld6xaNlHG6eG3GPK0eZ3pA7epjmO15%2BYEbJOOex3my4hmm1o%2F55twun0JOeIfoSxaLUs2Po5yTIxy0QMkIs4E3kVq6Q6i8VM5%2Flp%2BiLOQPRSxBZWA8dRwUQipnFyEqfpvUhlNpWJeGLRY%2F%2B%2BcV0xSVi0r61DOYAK1gYnvUKD0qkaUJKWd%2BXVpeyFUn3V993S%2FO9pgievvWWL%2BaCW43ZhMdTUt9R13bGf3yqY8%2B%2Bu%2BeGm1z1ltbzx1uj3qLTWd%2BcBFEHBKLTAogsfakV%2F75VO0nFiqvhllEqolbFlVQVAZHxxoP78PIsP
shoppers-edge.instacart.com,503 Service Temporarily Unavailable,503,564,cloudflare,443,https://shoppers-edge.instacart.com:443,https,cloudflare,text/html,GET,104.18.24.71,/,2051366281,2606:4700::6812:1947,HTTP/3,13,False,True,shoppers-edge.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-17T00:00:00Z,2023-09-17T23:59:59Z,"CN=shoppers-edge.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",shoppers-edge.instacart.com,shoppers-edge.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b9592696cdbeaac3922d644638cd8c4c,c14a6afa19bce8e9323b3c1f3320b4891848bcc4bd7abe80b2083650ff6a5b26,True,ctls,shoppers-edge.instacart.com,"Cloudflare, Inc.",,
shoppersfood.instacart.com,Shoppers Powered By Instacart,200,45058,cloudflare,443,https://shoppersfood.instacart.com:443,https,cloudflare,text/html,GET,104.18.4.225,/,1126835021,2606:4700::6812:5e1,HTTP/3,152,False,True,shoppersfood.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=shoppersfood.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",shoppersfood.instacart.com,shoppersfood.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",49290b0b9356b6817b537faf35d69214,6d97149dbba78464720fa3c3f98ce7a6f57edd39a7dc04a0a67efb493e2474c9,,ctls,shoppersfood.instacart.com,"Cloudflare, Inc.",,
shoppersfood.pbis-cf.instacart.com,,403,16,cloudflare,443,https://shoppersfood.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.5.225,/,1253481126,2606:4700::6812:5e1,HTTP/3,1,False,True,shoppersfood.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-27T02:48:11Z,2023-06-25T02:48:10Z,CN=*.shoppersfood.pbis-cf.instacart.com,*.shoppersfood.pbis-cf.instacart.com,shoppersfood.pbis-cf.instacart.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,e278dcb04b5eb4950fc1d5af3e0d765b,93fd96fd6a1af7c16dabc77dd5b5b067129a606a0b62612b6d80ae16dc0ce8b5,True,ctls,shoppersfood.pbis-cf.instacart.com,,,
shopthepig.instacart.com,Piggly Wiggly Midwest Powered by Instacart,200,43439,cloudflare,443,https://shopthepig.instacart.com:443,https,cloudflare,text/html,GET,104.18.21.113,/,1126835021,2606:4700::6812:1471,HTTP/3,140,False,True,shopthepig.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-29T23:59:59Z,"CN=shopthepig.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",shopthepig.instacart.com,shopthepig.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0c90f57fe5c59a96e5cafe60d3b76f58,03243f56bdd5196abecd1d01f7ecbac7f8fd6868412b3debaf5b1fe95facba23,,ctls,shopthepig.instacart.com,"Cloudflare, Inc.",,
smiths-delivery-now.pbis-cf.instacart.com,,403,16,cloudflare,443,https://smiths-delivery-now.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.11.125,/,1253481126,2606:4700::6812:b7d,HTTP/3,1,False,True,smiths-delivery-now.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-25T01:12:28Z,2023-06-23T01:12:27Z,CN=*.smiths-delivery-now.pbis-cf.instacart.com,*.smiths-delivery-now.pbis-cf.instacart.com,smiths-delivery-now.pbis-cf.instacart.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,b15cbcba75e81a933a38fa696f3f9dc7,94739adfb27b7b3c2e9fa169e58323c98d71890fac60a74d8ad3be5aee5fddf4,True,ctls,smiths-delivery-now.pbis-cf.instacart.com,,,
snowplow.kamino-test2.instacart.tools,503 Service Temporarily Unavailable,503,162,,443,https://snowplow.kamino-test2.instacart.tools:443,https,awselb/2.0,text/html,GET,34.192.247.110,/,1862162275,34.192.247.110,,7,False,,snowplow.kamino-test2.instacart.tools,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-18T00:00:00Z,2024-04-15T23:59:59Z,CN=kamino-test2.instacart.tools,kamino-test2.instacart.tools,*.kamino-test2.instacart.tools,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,60edcf6475d176d5dece21ae4f15b817,712306cdbd445dac67b990365e29356ad03b551ecc1580b37f1641be6c92a959,True,ctls,snowplow.kamino-test2.instacart.tools,,,
snowplow.sandbox.instacart.tools,503 Service Temporarily Unavailable,503,162,,443,https://snowplow.sandbox.instacart.tools:443,https,awselb/2.0,text/html,GET,3.220.87.246,/,1862162275,3.220.87.246,,7,False,,snowplow.sandbox.instacart.tools,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-07-28T23:59:59Z,CN=sandbox.instacart.tools,sandbox.instacart.tools,*.sandbox.instacart.tools,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,76de0d99b04742c83db32895f1cc1bbf,7cde169e893ec9a133103c0ef82b356e40c5ec4bc454159ecc5c34f26c9a3757,True,ctls,snowplow.sandbox.instacart.tools,,,
speakup.instacart.com,Speak up @ Instacart,200,147893,,443,https://speakup.instacart.com:443,https,,text/html,GET,35.170.42.16,/,1631801191,34.235.71.199,Microsoft ASP.NET,1112,False,,app.convercent.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-05T07:10:41Z,2024-01-06T07:10:41Z,CN=*.convercent.com,*.convercent.com,convercent.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b94aba42c22d33c3bd17161ffee3c1c,9b2c4f55236a95f5ec1dff0cf81dd564f3df22952dec601c7f16d764037697ac,True,ctls,app.convercent.com,,,https://app.convercent.com:443/en-us/LandingPage/8d7ee192-8f2a-eb11-a976-000d3ab9f296/
spirit-halloween.pbis-cf.instacart.com,,403,16,cloudflare,443,https://spirit-halloween.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.16.181,/,1253481126,2606:4700::6812:10b5,HTTP/3,1,False,True,spirit-halloween.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.spirit-halloween.pbis-cf.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",410954994779e0b299d8969b518f3f4a,6319c3931900a798e254f72a6e3c586d32ddb9b4d39ab53f86b9810846967632,True,ctls,spirit-halloween.pbis-cf.instacart.com,"Cloudflare, Inc.",,
sports-basement.pbis-cf.instacart.com,,403,16,cloudflare,443,https://sports-basement.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.15.206,/,1253481126,2606:4700::6812:ece,HTTP/3,1,False,True,sports-basement.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-02-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5a11fe108d8e897f52211ce2feebbef1,513ead917d10eae60d4f12da55c7e25ffd78496fa8c201b38e16079f6c077dcd,True,ctls,sports-basement.pbis-cf.instacart.com,"Cloudflare, Inc.",,
spring-market.pbis-cf.instacart.com,,403,16,cloudflare,443,https://spring-market.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.20.56,/,1253481126,2606:4700::6812:1438,HTTP/3,1,False,True,spring-market.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.spring-market.pbis-cf.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2a6f51f8e99cb9eb7c7bed817237dc02,2f2f8f761c1f11f3cf701f25cd1cdd07cca6742e86bb496048ffd1efa271d6c5,True,ctls,spring-market.pbis-cf.instacart.com,"Cloudflare, Inc.",,
sprouts-onecart.pbis-cf.instacart.com,,403,16,cloudflare,443,https://sprouts-onecart.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.3.251,/,1253481126,2606:4700::6812:3fb,HTTP/3,1,False,True,sprouts-onecart.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5f8724ab9e58f86a8ea782bf5cbde9fc,5dab916ef2e2a4b340c7c9499860a937f81a813ea6a13046e7459df8e3bc66c6,True,ctls,sprouts-onecart.pbis-cf.instacart.com,"Cloudflare, Inc.",,
sproutspbi.dev.instacart.tools,"Shop Online, Shopping List, Digital Coupons | Sprouts Farmers Market",200,7937,cloudflare,443,https://sproutspbi.dev.instacart.tools:443,https,cloudflare,text/html,GET,104.18.1.148,/,1126835021,2606:4700::6812:194,HTTP/3,1,False,True,uat-spr-platform-master-web.unataops.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=uat-spr-platform-master-web.unataops.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",uat-spr-platform-master-web.unataops.com,uat-spr-platform-master-web.unataops.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0132d3684e5462d05a8417ef70515416,7f8087b1bd7a86d3dfdb9a5ef6e2b98752386aae32302f46b80f8d6279df642e,,ctls,uat-spr-platform-master-web.unataops.com,"Cloudflare, Inc.",,https://uat-spr-platform-master-web.unataops.com/
