new,host,a,status_code,soa,mx,ns,cname,cdn,cdn-name,has_internal_ips,internal_ips,txt,aaaa,caa
[x],upgrade-chefgateway.vercel.zapier.com,"76.76.21.22, 76.76.21.61",NOERROR,,,,,,,,,,,
[x],upgrade-nodeapiproduction.vercel.zapier.com,"76.76.21.164, 76.76.21.98",NOERROR,,,,,,,,,,,
[x],upgradeapitemp.vercel.zapier.com,"76.76.21.241, 76.76.21.98",NOERROR,,,,,,,,,,,
[x],upgradeinternal-old-my-external-domain.vercel.zapier.com,"76.76.21.9, 76.76.21.241",NOERROR,,,,,,,,,,,
[x],upgradepartners.vercel.zapier.com,"76.76.21.61, 76.76.21.241",NOERROR,,,,,,,,,,,
[x],upload-data-live.vercel.zapier.com,"76.76.21.61, 76.76.21.98",NOERROR,,,,,,,,,,,
[x],upload-mach131-87-129-84.vercel.zapier.com,"76.76.21.9, 76.76.21.22",NOERROR,,,,,,,,,,,
[x],upload-metalbclients.vercel.zapier.com,"76.76.21.93, 76.76.21.164",NOERROR,,,,,,,,,,,
[x],upload-wikicustomers-backupconfig.vercel.zapier.com,"76.76.21.9, 76.76.21.164",NOERROR,,,,,,,,,,,
[x],upload-www.vercel.zapier.com,"76.76.21.142, 76.76.21.9",NOERROR,,,,,,,,,,,
[x],uploadb2btempcontainer-corporate.vercel.zapier.com,"76.76.21.93, 76.76.21.241",NOERROR,"ns1.vercel-dns.com, hostmaster.nsone.net",,,,,,,,,,
[x],uploadengineeringauth-miembros-tunnel-mx.vercel.zapier.com,"76.76.21.241, 76.76.21.93",NOERROR,,,,,,,,,,,
[x],uploadprod-aegisub.vercel.zapier.com,"76.76.21.9, 76.76.21.93",NOERROR,,,,,,,,,,,
[x],uploads-downloadslink-tunnel-mx.vercel.zapier.com,"76.76.21.93, 76.76.21.164",NOERROR,,,,,,,,,,,
[x],uploadsacc.vercel.zapier.com,"76.76.21.164, 76.76.21.61",NOERROR,,,,,,,,,,,
[x],uploadserror-data-proxy-vpn.vercel.zapier.com,"76.76.21.241, 76.76.21.123",NOERROR,,,,,,,,,,,
[x],uploadsns-nanotechnet2.vercel.zapier.com,"76.76.21.164, 76.76.21.142",NOERROR,,,,,,,,,,,
[x],uploadssystem.vercel.zapier.com,"76.76.21.9, 76.76.21.61",NOERROR,,,,,,,,,,,
[x],us-east-2.vercel.zapier.com,"76.76.21.123, 76.76.21.164",NOERROR,,,,,,,,,,,
[x],us-portal.vercel.zapier.com,"76.76.21.164, 76.76.21.22",NOERROR,,,,,,,,,,,
[x],user-arete.vercel.zapier.com,"76.76.21.9, 76.76.21.61",NOERROR,,,,,,,,,,,
[x],user-engineering.vercel.zapier.com,"76.76.21.61, 76.76.21.93",NOERROR,,,,,,,,,,,
[x],user-inovasi-wwwagustyok.vercel.zapier.com,"76.76.21.142, 76.76.21.123",NOERROR,,,,,,,,,,,
[x],user-postgresql.vercel.zapier.com,"76.76.21.9, 76.76.21.61",NOERROR,,,,,,,,,,,
[x],user-status-developmentapiapps.vercel.zapier.com,"76.76.21.142, 76.76.21.22",NOERROR,,,,,,,,,,,
[x],user-swfbtesting.vercel.zapier.com,"76.76.21.142, 76.76.21.93",NOERROR,,,,,,,,,,,
[x],users-adminapihosting-doc-corporate.vercel.zapier.com,"76.76.21.98, 76.76.21.9",NOERROR,,,,,,,,,,,
[x],usersbeta-altproduction.vercel.zapier.com,"76.76.21.61, 76.76.21.93",NOERROR,,,,,,,,,,,
[x],userscustomersaccept-domain.vercel.zapier.com,"76.76.21.98, 76.76.21.123",NOERROR,,,,,,,,,,,
[x],userspaesso.vercel.zapier.com,"76.76.21.164, 76.76.21.123",NOERROR,,,,,,,,,,,
[x],usersqlservermx.vercel.zapier.com,"76.76.21.22, 76.76.21.93",NOERROR,,,,,,,,,,,
[x],usersupgradestorageaccept-archivecorp.vercel.zapier.com,"76.76.21.164, 76.76.21.93",NOERROR,,,,,,,,,,,
[x],uservip-helpuser.vercel.zapier.com,"76.76.21.93, 76.76.21.241",NOERROR,,,,,,,,,,,
[x],usw32-452-pda.vercel.zapier.com,"76.76.21.93, 76.76.21.22",NOERROR,,,,,,,,,,,
[x],usw5-308-grc.vercel.zapier.com,"76.76.21.93, 76.76.21.142",NOERROR,,,,,,,,,,,
[x],v1-access-bucketpartner.vercel.zapier.com,"76.76.21.98, 76.76.21.61",NOERROR,,,,,,,,,,,
[x],v1-assetsacc-relay.vercel.zapier.com,"76.76.21.9, 76.76.21.142",NOERROR,,,,,,,,,,,
[x],v1-debuguseradmin-wwwm.vercel.zapier.com,"76.76.21.9, 76.76.21.142",NOERROR,,,,,,,,,,,
[x],v1-private-register-clients.vercel.zapier.com,"76.76.21.123, 76.76.21.9",NOERROR,,,,,,,,,,,
[x],v1-staging-private.vercel.zapier.com,"76.76.21.61, 76.76.21.164",NOERROR,,,,,,,,,,,
[x],v1edge-cg-rtc-shv-02-dfw5.vercel.zapier.com,"76.76.21.22, 76.76.21.93",NOERROR,"ns1.vercel-dns.com, hostmaster.nsone.net",,,,,,,,,,
[x],v2-config-teamalpha-portal.vercel.zapier.com,"76.76.21.142, 76.76.21.98",NOERROR,,,,,,,,,,,
[x],v2-intstatus-db2-corp.vercel.zapier.com,"76.76.21.123, 76.76.21.98",NOERROR,"ns1.vercel-dns.com, hostmaster.nsone.net",,,,,,,,,,
[x],v2-production.vercel.zapier.com,"76.76.21.9, 76.76.21.93",NOERROR,,,,,,,,,,,
[x],v2privateremote-acc-db2-corp.vercel.zapier.com,,NOERROR,,,,,,,,,,,
[x],v2wiki.vercel.zapier.com,"76.76.21.61, 76.76.21.164",NOERROR,,,,,,,,,,,
[x],v3aws.vercel.zapier.com,"76.76.21.98, 76.76.21.164",NOERROR,,,,,,,,,,,
[x],v4partnertunnel-mx.vercel.zapier.com,"76.76.21.98, 76.76.21.241",NOERROR,,,,,,,,,,,
[x],vbrf.vercel.zapier.com,"76.76.21.142, 76.76.21.241",NOERROR,"ns1.vercel-dns.com, hostmaster.nsone.net",,,,,,,,,,
[x],vd.vercel.zapier.com,"76.76.21.9, 76.76.21.61",NOERROR,,,,,,,,,,,
[x],vgm3ivzuuk.vercel.zapier.com,"76.76.21.98, 76.76.21.164",NOERROR,,,,,,,,,,,
[x],videoengineering.vercel.zapier.com,"76.76.21.241, 76.76.21.22",NOERROR,,,,,,,,,,,
[x],videosftp.vercel.zapier.com,"76.76.21.22, 76.76.21.142",NOERROR,,,,,,,,,,,
[x],vip-node-docs.vercel.zapier.com,,NOERROR,,,,,,,,,,,
[x],vipassetsacc.vercel.zapier.com,"76.76.21.241, 76.76.21.123",NOERROR,,,,,,,,,,,
[x],virje.vercel.zapier.com,"76.76.21.164, 76.76.21.22",NOERROR,,,,,,,,,,,
[x],vnam01.vercel.zapier.com,"76.76.21.142, 76.76.21.123",NOERROR,,,,,,,,,,,
[x],vnga06.vercel.zapier.com,"76.76.21.123, 76.76.21.241",NOERROR,,,,,,,,,,,
[x],vnsd60.vercel.zapier.com,"76.76.21.142, 76.76.21.22",NOERROR,,,,,,,,,,,
[x],vnusres08.vercel.zapier.com,"76.76.21.22, 76.76.21.9",NOERROR,,,,,,,,,,,
[x],vpn-app.vercel.zapier.com,"76.76.21.123, 76.76.21.61",NOERROR,,,,,,,,,,,
[x],vpn-customersstatushelpdeskstart-clients.vercel.zapier.com,"76.76.21.142, 76.76.21.9",NOERROR,,,,,,,,,,,
[x],vpnteamproduction.vercel.zapier.com,"76.76.21.9, 76.76.21.22",NOERROR,,,,,,,,,,,
[x],vps-postgresmx.vercel.zapier.com,"76.76.21.164, 76.76.21.22",NOERROR,,,,,,,,,,,
[x],vqosmanifest.vercel.zapier.com,"76.76.21.93, 76.76.21.98",NOERROR,,,,,,,,,,,
[x],wauk.vercel.zapier.com,"76.76.21.241, 76.76.21.123",NOERROR,,,,,,,,,,,
[x],wdc03-prd-vault-01e.vercel.zapier.com,"76.76.21.241, 76.76.21.123",NOERROR,,,,,,,,,,,
[x],weather-flickr-yql.vercel.zapier.com,"76.76.21.123, 76.76.21.93",NOERROR,,,,,,,,,,,
[x],web-cloudqaproxy-vpn.vercel.zapier.com,"76.76.21.98, 76.76.21.164",NOERROR,,,,,,,,,,,
[x],webconfuat.vercel.zapier.com,,NOERROR,,,,,,,,,,,
[x],websocket-prod.vercel.zapier.com,"76.76.21.93, 76.76.21.61",NOERROR,,,,,,,,,,,
[x],webstagingremote-acc-db2-corp.vercel.zapier.com,"76.76.21.22, 76.76.21.9",NOERROR,,,,,,,,,,,
[x],whatsapp-chatd-msgr-mini-edge-shv-01-tpe1.vercel.zapier.com,"76.76.21.98, 76.76.21.93",NOERROR,,,,,,,,,,,
[x],wiki-chef-v3-devenvexchangedns.vercel.zapier.com,"76.76.21.61, 76.76.21.98",NOERROR,,,,,,,,,,,
[x],wiki-data-ci-helpdesk.vercel.zapier.com,"76.76.21.61, 76.76.21.123",NOERROR,,,,,,,,,,,
[x],wikidevenvsite.vercel.zapier.com,"76.76.21.98, 76.76.21.22",NOERROR,,,,,,,,,,,
[x],wikiwebv1.vercel.zapier.com,"76.76.21.61, 76.76.21.142",NOERROR,,,,,,,,,,,
[x],winrunner.vercel.zapier.com,"76.76.21.164, 76.76.21.98",NOERROR,,,,,,,,,,,
[x],wkst-33-14.vercel.zapier.com,"76.76.21.9, 76.76.21.123",NOERROR,,,,,,,,,,,
[x],ws1.vercel.zapier.com,"76.76.21.9, 76.76.21.241",NOERROR,,,,,,,,,,,
[x],www-partseppqalive.vercel.zapier.com,"76.76.21.142, 76.76.21.61",NOERROR,,,,,,,,,,,
[x],www-sandbox.vercel.zapier.com,"76.76.21.142, 76.76.21.123",NOERROR,,,,,,,,,,,
[x],www0japan.vercel.zapier.com,"76.76.21.61, 76.76.21.142",NOERROR,"ns1.vercel-dns.com, hostmaster.nsone.net",,,,,,,,,,
[x],wwww-www.vercel.zapier.com,"76.76.21.93, 76.76.21.142",NOERROR,,,,,,,,,,,
[x],xfn-blogs.vercel.zapier.com,"76.76.21.142, 76.76.21.123",NOERROR,,,,,,,,,,,
[x],xlsx-viewer.vercel.zapier.com,"76.76.21.142, 76.76.21.22",NOERROR,,,,,,,,,,,
[x],xpdserver.vercel.zapier.com,"76.76.21.22, 76.76.21.123",NOERROR,,,,,,,,,,,
[x],ycrmdmzems.vercel.zapier.com,"76.76.21.164, 76.76.21.142",NOERROR,"ns1.vercel-dns.com, hostmaster.nsone.net",,,,,,,,,,
[x],yxs-proxy.vercel.zapier.com,"76.76.21.164, 76.76.21.241",NOERROR,,,,,,,,,,,
[x],za01-vsr.vercel.zapier.com,"76.76.21.93, 76.76.21.9",NOERROR,,,,,,,,,,,
[x],zqea.vercel.zapier.com,"76.76.21.93, 76.76.21.123",NOERROR,,,,,,,,,,,
[x],zyc2.vercel.zapier.com,,NOERROR,,,,,,,,,,,
,accessibility.zapier.com,"44.209.38.104, 52.87.144.228, 52.2.228.131",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,account-management.vercel.zapier.com,"76.76.21.22, 76.76.21.61",NOERROR,,,,,,,,,,,
,airflow-legacy.data.zapier.com,"10.6.74.2, 10.6.120.141, 10.6.33.168",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.74.2, 10.6.120.141, 10.6.33.168",,,
,airflow-pre.data.zapier.com,"10.6.33.168, 10.6.74.2, 10.6.120.141",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.33.168, 10.6.74.2, 10.6.120.141",,,
,airflow.data.zapier.com,"10.6.74.2, 10.6.33.168, 10.6.120.141",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.74.2, 10.6.33.168, 10.6.120.141",,,
,alertmanager.astro.data.zapier.com,"10.6.48.130, 10.6.83.85, 10.6.119.132",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.48.130, 10.6.83.85, 10.6.119.132",,,
,alertmanager.data.zapier.com,"10.6.74.2, 10.6.33.168, 10.6.120.141",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,"ns-1419.awsdns-49.org, ns-1677.awsdns-17.co.uk, ns-262.awsdns-32.com, ns-551.awsdns-04.net",,,,True,"10.6.74.2, 10.6.33.168, 10.6.120.141",,,
,api.approval.zapier.com,,NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,api.tables.zapier.com,"18.67.76.36, 18.67.76.87, 18.67.76.101, 18.67.76.17",NOERROR,"ns-1924.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",,,,True,cloudfront,,,,,
,api.zapier.com,"99.86.4.89, 99.86.4.127, 99.86.4.26, 99.86.4.42",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,True,cloudfront,,,,,
,approval.zapier.com,"44.209.38.104, 52.2.228.131, 52.87.144.228",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,argocd.security-dev.zapier.com,,NOERROR,"ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/argocd/argocd-server",,
,argocd.security.zapier.com,"34.231.245.114, 3.229.151.158",NOERROR,"ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com",,,,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/argocd/security-argocd-server",,
,asset.vercel.zapier.com,"76.76.21.123, 76.76.21.9",NOERROR,,,,,,,,,,,
,async.zapier.com,"44.209.38.104, 52.2.228.131, 52.87.144.228",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com","mxa.mailgun.org, mxb.mailgun.org","ns-1407.awsdns-47.org, ns-1581.awsdns-05.co.uk, ns-404.awsdns-50.com, ns-710.awsdns-24.net",,,,,,,,
,awsconfig.security.zapier.com,"54.147.86.255, 52.204.62.64",NOERROR,"ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com",,,,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/tin-cricket/tin-cricket",,
,bid465r.7462085m.zapier.com,,NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,bounces.zapier.com,"205.251.193.48, 205.251.195.7, 205.251.197.81, 205.251.199.63",NOERROR,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",smtp.sparkpostmail.com,"ns-775.awsdns-32.net, ns-1855.awsdns-39.co.uk, ns-304.awsdns-38.com, ns-1361.awsdns-42.org",sparkpostmail.com,,,,,"v=spf1 exists:%{i}._spf.sparkpostmail.com ~all, 202302022219254qla4yzx4awoxw73s19xih2o24lp6tgsj8j3sdxwoboq1lpkyr, google-site-verification=yCMV3z3BhBaINi0V033HnfTi9xkQjpIZ4DM4ywSlwUs",,
,brand-old.zapier.com,"52.87.144.228, 52.2.228.131, 44.209.38.104",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,brand.zapier.com,"35.71.142.77, 52.223.52.2",NOERROR,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",,,"sites.framer.app, a0b1d980e1f2226c6.awsglobalaccelerator.com",,,,,,,
,bridge.data.zapier.com,"10.6.120.141, 10.6.74.2, 10.6.33.168",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.120.141, 10.6.74.2, 10.6.33.168",,,
,canada-playbook.zapier.com,"52.87.144.228, 52.2.228.131, 44.209.38.104",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,catalog.data.zapier.com,"10.6.33.168, 10.6.74.2, 10.6.120.141",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.33.168, 10.6.74.2, 10.6.120.141",,,
,cdn.zapier.com,"13.32.27.62, 13.32.27.91, 13.32.27.73, 13.32.27.128",NOERROR,"ns-1821.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,"ns-280.awsdns-35.com, ns-686.awsdns-21.net, ns-1440.awsdns-52.org, ns-1821.awsdns-35.co.uk",d20qeu5vw8i5t2.cloudfront.net,True,cloudfront,,,,"2600:9000:211e:b000:1c:f7a9:7980:93a1, 2600:9000:211e:d000:1c:f7a9:7980:93a1, 2600:9000:211e:ba00:1c:f7a9:7980:93a1, 2600:9000:211e:6600:1c:f7a9:7980:93a1, 2600:9000:211e:6a00:1c:f7a9:7980:93a1, 2600:9000:211e:ce00:1c:f7a9:7980:93a1, 2600:9000:211e:3800:1c:f7a9:7980:93a1, 2600:9000:211e:ee00:1c:f7a9:7980:93a1",
,client.vercel.zapier.com,"76.76.21.61, 76.76.21.164",NOERROR,,,,,,,,,,,
,community.zapier.com,"13.225.34.65, 13.225.34.15, 13.225.34.21, 13.225.34.56",NOERROR,"ns-1954.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",,"ns-417.awsdns-52.com, ns-697.awsdns-23.net, ns-1393.awsdns-46.org, ns-1954.awsdns-52.co.uk","zapier-ca-community.insided.com, d32bxlmrq3gymf.cloudfront.net",True,cloudfront,,,,"2600:9000:219c:e200:a:5db3:91c0:93a1, 2600:9000:219c:d600:a:5db3:91c0:93a1, 2600:9000:219c:2800:a:5db3:91c0:93a1, 2600:9000:219c:fe00:a:5db3:91c0:93a1, 2600:9000:219c:a000:a:5db3:91c0:93a1, 2600:9000:219c:5c00:a:5db3:91c0:93a1, 2600:9000:219c:c800:a:5db3:91c0:93a1, 2600:9000:219c:3e00:a:5db3:91c0:93a1",
,condor.zapier.com,"76.76.21.123, 76.76.21.93",NOERROR,"dns1.p07.nsone.net, hostmaster.nsone.net",,,cname.vercel-dns.com,,,,,,,"letsencrypt.org, globalsign.com, sectigo.com"
,contentfulwebhook.zapier.com,"52.87.144.228, 44.209.38.104, 52.2.228.131",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,cryptoduck.zapier.com,"10.16.74.52, 10.16.71.195",NOERROR,"ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",,"ns-1977.awsdns-55.co.uk, ns-453.awsdns-56.com, ns-714.awsdns-25.net, ns-1363.awsdns-42.org",,,,True,"10.16.74.52, 10.16.71.195",,,
,data-ingest.data.zapier.com,"10.6.74.2, 10.6.120.141, 10.6.33.168",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.74.2, 10.6.120.141, 10.6.33.168",,,
,data-ingest.zapier.com,"23.20.210.241, 54.86.243.223, 3.93.90.98",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,data.zapier.com,"10.6.120.141, 10.6.74.2, 10.6.33.168, 205.251.193.6, 205.251.194.39, 205.251.197.139, 205.251.198.141",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,"ns-551.awsdns-04.net, ns-1419.awsdns-49.org, ns-1677.awsdns-17.co.uk, ns-262.awsdns-32.com",,,,True,"10.6.120.141, 10.6.74.2, 10.6.33.168",,,
,datahub-gms.data.zapier.com,"10.6.74.2, 10.6.120.141, 10.6.33.168",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.74.2, 10.6.120.141, 10.6.33.168",,,
,datahub.data.zapier.com,"10.6.74.2, 10.6.120.141, 10.6.33.168",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.74.2, 10.6.120.141, 10.6.33.168",,,
,deployments.astro.data.zapier.com,"10.6.119.132, 10.6.83.85, 10.6.48.130",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.119.132, 10.6.83.85, 10.6.48.130",,,
,design-system-bff.k8s.zapier.com,"10.4.126.74, 10.4.41.11, 10.4.84.248",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.4.126.74, 10.4.41.11, 10.4.84.248",,,
,developer.zapier.com,"18.66.112.111, 18.66.112.90, 18.66.112.89, 18.66.112.45",NOERROR,"ns-1142.awsdns-14.org, awsdns-hostmaster.amazon.com",,"ns-532.awsdns-02.net, ns-11.awsdns-01.com, ns-1142.awsdns-14.org, ns-1638.awsdns-12.co.uk",d2bs70317ce1ny.cloudfront.net,True,cloudfront,,,,"2600:9000:223f:a00:0:5375:fb80:93a1, 2600:9000:223f:c00:0:5375:fb80:93a1, 2600:9000:223f:6c00:0:5375:fb80:93a1, 2600:9000:223f:fc00:0:5375:fb80:93a1, 2600:9000:223f:9a00:0:5375:fb80:93a1, 2600:9000:223f:8800:0:5375:fb80:93a1, 2600:9000:223f:e600:0:5375:fb80:93a1, 2600:9000:223f:e00:0:5375:fb80:93a1",
,dex.security-dev.zapier.com,,NOERROR,"ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,"heritage=external-dns,external-dns/owner=external-dns,external-dns/resource=ingress/dex/dex",,
,docomogu.vercel.zapier.com,"76.76.21.142, 76.76.21.164",NOERROR,,,,,,,,,,,
,docs.api.zapier.com,"13.224.189.104, 13.224.189.95, 13.224.189.9, 13.224.189.83",NOERROR,"ns-580.awsdns-08.net, awsdns-hostmaster.amazon.com",,"ns-338.awsdns-42.com, ns-1120.awsdns-12.org, ns-580.awsdns-08.net, ns-1993.awsdns-57.co.uk",,True,cloudfront,,,,,
,docs.vercel.zapier.com,"76.76.21.93, 76.76.21.61",NOERROR,,,,,,,,,,,
,editor.vercel.zapier.com,"76.76.21.241, 76.76.21.142",NOERROR,,,,,,,,,,,
,email.mail.zapier.com,"34.110.180.34, 205.251.192.133, 205.251.194.74, 205.251.197.202, 205.251.198.78",NOERROR,"ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com","mxb.mailgun.org, mxa.mailgun.org","ns-1614.awsdns-09.co.uk, ns-1482.awsdns-57.org, ns-133.awsdns-16.com, ns-586.awsdns-09.net",mailgun.org,True,google,,,"google-site-verification=FIGVOKZm6lQFDBJaiC2DdwvBy8TInunoGCt-1gnL4PA, 8f7088gv5932jxw9lwwd1b6ttx2pw2ds, v=spf1 include:_spf.mailgun.org include:_spf.eu.mailgun.org -all",,";, digicert.com, letsencrypt.org"
,email.zapier.com,34.102.239.211,NOERROR,"ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com","mxa.mailgun.org, mxb.mailgun.org","ns-133.awsdns-16.com, ns-586.awsdns-09.net, ns-1482.awsdns-57.org, ns-1614.awsdns-09.co.uk",mailgun.org,True,google,,,"8f7088gv5932jxw9lwwd1b6ttx2pw2ds, v=spf1 include:_spf.mailgun.org include:_spf.eu.mailgun.org -all, google-site-verification=FIGVOKZm6lQFDBJaiC2DdwvBy8TInunoGCt-1gnL4PA",,"digicert.com, letsencrypt.org, ;"
,etl-job-assigner.data.zapier.com,"10.6.120.141, 10.6.33.168, 10.6.74.2",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.120.141, 10.6.33.168, 10.6.74.2",,,
,eu-east-1.vercel.zapier.com,"76.76.21.142, 76.76.21.98",NOERROR,,,,,,,,,,,
,events-team.zapier.com,,NOERROR,"ns-1986.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,"ns-1000.awsdns-61.net, ns-1484.awsdns-57.org, ns-1986.awsdns-56.co.uk, ns-55.awsdns-06.com",,,,,,,,
,events.zapier.com,"52.22.25.179, 54.158.77.248, 54.152.199.93",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,experts.zapier.com,"52.204.106.1, 54.87.150.250, 3.224.202.244",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,explore-styleguide.zapier.com,"52.2.228.131, 52.87.144.228, 44.209.38.104",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,faq.vercel.zapier.com,"76.76.21.142, 76.76.21.22",NOERROR,,,,,,,,,,,
,forecast-by.zapier.com,,NOERROR,,,,,,,,,,,
,forecast.data.zapier.com,,NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,,,"heritage=external-dns,external-dns/owner=data,external-dns/resource=ingress/default/default-forecast-web",,
,forms.zapier.com,"52.55.56.41, 52.6.194.187",NOERROR,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,forms-alb-989604392.us-east-1.elb.amazonaws.com,,,,,,,
,gateway.zapier.com,,NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,gists-internal.security.zapier.com,"18.173.233.92, 18.173.233.35, 18.173.233.77, 18.173.233.46",NOERROR,"ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com",,,,True,cloudfront,,,,,
,gists.data.zapier.com,"10.6.120.141, 10.6.74.2, 10.6.33.168",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.120.141, 10.6.74.2, 10.6.33.168",,,
,gists.security.zapier.com,"143.204.89.47, 143.204.89.90, 143.204.89.59, 143.204.89.106",NOERROR,"ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com",,,,True,cloudfront,,,,,
,go-test.zapier.com,"143.204.215.81, 143.204.215.100, 143.204.215.101, 143.204.215.33",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,True,cloudfront,,,,,
,go.zapier.com,"18.66.112.10, 18.66.112.4, 18.66.112.109, 18.66.112.53",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,True,cloudfront,,,,,
,grafana.astro.data.zapier.com,"10.6.83.85, 10.6.119.132, 10.6.48.130",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.83.85, 10.6.119.132, 10.6.48.130",,,
,great-expectations.data.zapier.com,"10.6.120.141, 10.6.74.2, 10.6.33.168",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.120.141, 10.6.74.2, 10.6.33.168",,,
,help.zapier.com,"104.16.51.111, 104.16.53.111, 34.215.218.238, 54.69.214.184, 54.190.205.138",NOERROR,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",mail-pod-13.int.zendesk.com,"ns-1213.awsdns-23.org, ns-1858.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-754.awsdns-30.net",zapier.zendesk.com,True,cloudflare,,,"pod=13, v=spf1 include:mail.zendesk.com ~all",,
,hermes.k8s.zapier.com,"10.4.126.74, 10.4.84.248, 10.4.41.11",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.4.126.74, 10.4.84.248, 10.4.41.11",,,
,hobi.security.zapier.com,"3.222.107.176, 3.228.52.236",NOERROR,"ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
,hooks.zapier.com,"18.154.227.109, 18.154.227.63, 18.154.227.11, 18.154.227.47",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,True,cloudfront,,,google-site-verification=rN0DVyYTgsmK4loHisu1UjmpEu8Hifwv8b0iRJCoXV0,,
,houston.astro.data.zapier.com,"10.6.48.130, 10.6.83.85, 10.6.119.132",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.48.130, 10.6.83.85, 10.6.119.132",,,
