input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,tls_subject_org_,final_url,csp_domains_,location
swipenight.tinder.com,Swipe Night | Tinder,200,873333,AS16509,AMAZON-02,US,18.65.160.0/22,tinder.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-15T23:59:59Z,CN=tinder.com,tinder.com,www.tinder.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ee8f32deafa19056d6a945bc41858438,4c9efc38383797991c3904b0dd11c441891bc1ec9d75a535f6a9815701247f3e,ctls,tinder.com,cloudfront,443,https://swipenight.tinder.com:443,https,nginx,text/html,GET,18.65.39.3,/,-2003081675,2600:9000:2490:a600:e:aec6:40c0:93a1,webpack,2260,False,True,,,,https://tinder.com/swipe-night/season-2,,
swipenight.tinderwebstaging.com,,404,,AS16509,AMAZON-02,US,18.65.160.0/22,swipenight.tinderwebstaging.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-07-14T23:59:59Z,CN=swipenight.tinderwebstaging.com,swipenight.tinderwebstaging.com,swipenight.tinderwebstaging.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,748d7f2305e674f133a5546efe5243b7,38f41594b767ffd6371a49f13d18510b05976c15be48035afbb9ec80caa7070b,ctls,swipenight.tinderwebstaging.com,cloudfront,443,https://swipenight.tinderwebstaging.com:443,https,CloudFront,,GET,18.65.39.44,/,-1840324437,18.65.39.90,Amazon Web Services,1,False,True,,,,,,https://staging.tinder.com/swipe-night/season-2
taz.tinderwebstaging.com,"Tinder | Dating, Make Friends & Meet New People",200,243200,AS16509,AMAZON-02,US,13.32.16.0/20,taz.tinderwebstaging.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-03-15T23:59:59Z,CN=*.tinderwebstaging.com,*.tinderwebstaging.com,*.tinderwebstaging.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9df7a47f5cdd3ff1666792ce758f5e5a,9154ff118fafda6d5e5a52d38040031d74c258767234f0a42fd4aa213c205bb2,ctls,taz.tinderwebstaging.com,cloudfront,443,https://taz.tinderwebstaging.com:443,https,nginx,text/html,GET,13.32.27.60,/,1622688168,13.32.27.94,React,3,False,True,True,,,,,
tech.gotinder.com,Tinder Tech Blog – Medium,200,265866,AS16509,AMAZON-02,US,18.66.132.0/24,medium.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2023-07-21T23:59:59Z,"CN=medium.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",medium.com,*.medium.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",afa19f4d674e384cbc3f5c4c868798f1,617dfa398b93f41055aa81f2e9e260ed1506eba8e3009fc8842d6b016990e3bf,ctls,medium.com,cloudfront,443,https://tech.gotinder.com:443,https,cloudflare,text/html,GET,18.66.122.10,/,1044188945,18.66.122.55,PayPal,238,False,True,True,,"Cloudflare, Inc.",https://medium.com/tinder,https://glyph-sandbox.medium.sh,
tech.tinder.com,Tinder Tech Blog – Medium,200,264782,AS16509,AMAZON-02,US,65.9.112.0/23,medium.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2023-07-21T23:59:59Z,"CN=medium.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",medium.com,*.medium.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",afa19f4d674e384cbc3f5c4c868798f1,617dfa398b93f41055aa81f2e9e260ed1506eba8e3009fc8842d6b016990e3bf,ctls,medium.com,cloudfront,443,https://tech.tinder.com:443,https,cloudflare,text/html,GET,65.9.86.68,/,-1337411939,65.9.86.64,PayPal,238,False,True,True,,"Cloudflare, Inc.",https://medium.com/tinder,https://cdn-audio-1.medium.com,
test081719.gotinder.com,,404,,AS0,Not routed,None,13.224.192.0/21,test081719.gotinder.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,2024-05-19T23:59:59Z,CN=*.gotinder.com,*.gotinder.com,gotinder.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,98ea160f5759554ef95004e6ff057c54,9d19deb4735d3c92ad30b60cf04383d8ec6ed041f766721b15ebfa5ca608b249,ctls,test081719.gotinder.com,cloudfront,443,https://test081719.gotinder.com:443,https,,,GET,13.224.189.19,/,-1840324437,2600:9000:20eb:f000:f:5c67:cec0:93a1,Amazon Web Services,1,False,True,True,,,,,
tinder-admin.okta.com,Match Group - tinder - Sign In,200,16985,AS16509,AS16509,Unknown,52.223.0.0/17,tinder.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,ctls,tinder.okta.com,,443,https://tinder-admin.okta.com:443,https,nginx,text/html,GET,52.223.45.111,/,-599803935,35.71.178.224,Nginx,473,False,,True,,"Okta, Inc.",https://tinder.okta.com/login/login.htm?fromURI=/oauth2/v1/authorize/redirect?okta_key=O0Cz9XJRn0iqlLoVneSlK69d667DPvEEDgMjVgfBoUg,login.okta.com,
tinder.com,"Tinder | Dating, Make Friends & Meet New People",200,245644,AS16509,AMAZON-02,US,52.84.150.0/24,tinder.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-15T23:59:59Z,CN=tinder.com,tinder.com,www.tinder.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ee8f32deafa19056d6a945bc41858438,4c9efc38383797991c3904b0dd11c441891bc1ec9d75a535f6a9815701247f3e,ctls,tinder.com,cloudfront,443,https://tinder.com:443,https,nginx,text/html,GET,52.84.150.60,/,1622688168,52.84.150.54,React,3,False,True,,,,,,
tinder.okta.com,Match Group - tinder - Sign In,200,16679,AS16509,AS16509,Unknown,35.80.0.0/12,tinder.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,ctls,tinder.okta.com,,443,https://tinder.okta.com:443,https,nginx,text/html,GET,35.71.178.224,/,-599803935,52.223.45.111,Nginx,475,False,,True,,"Okta, Inc.",,fonts.gstatic.com,
trust.tinderwebstaging.com,"Tinder | Dating, Make Friends & Meet New People",200,242940,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,trust.tinderwebstaging.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-03-15T23:59:59Z,CN=*.tinderwebstaging.com,*.tinderwebstaging.com,*.tinderwebstaging.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9df7a47f5cdd3ff1666792ce758f5e5a,9154ff118fafda6d5e5a52d38040031d74c258767234f0a42fd4aa213c205bb2,ctls,trust.tinderwebstaging.com,cloudfront,443,https://trust.tinderwebstaging.com:443,https,nginx,text/html,GET,108.156.60.23,/,1622688168,108.156.60.94,React,3,False,True,True,,,,,
web.a.ue1az.gotinder.com,,404,,AS14618,AMAZON-AES,US,3.228.0.0/17,web.a.ue1az.gotinder.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.gotinder.com,*.gotinder.com,gotinder.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4536a5160b34c58eb6090ac069bc9f4e,22ae225a02cb81ea8aab4664e7007b942ba08a0141881d4773cb8411776de358,ctls,web.a.ue1az.gotinder.com,,443,https://web.a.ue1az.gotinder.com:443,https,,,GET,3.221.20.116,/,-1840324437,52.206.88.185,,1,False,,True,True,,,,
web.b.ue1az.gotinder.com,,404,,AS14618,AMAZON-AES,US,52.0.0.0/13,web.b.ue1az.gotinder.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.gotinder.com,*.gotinder.com,gotinder.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4536a5160b34c58eb6090ac069bc9f4e,22ae225a02cb81ea8aab4664e7007b942ba08a0141881d4773cb8411776de358,ctls,web.b.ue1az.gotinder.com,,443,https://web.b.ue1az.gotinder.com:443,https,,,GET,52.4.90.174,/,-1840324437,35.169.90.218,,1,False,,True,True,,,,
web.c.ue1az.gotinder.com,,404,,AS14618,AMAZON-AES,US,54.208.0.0/14,web.c.ue1az.gotinder.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.gotinder.com,*.gotinder.com,gotinder.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4536a5160b34c58eb6090ac069bc9f4e,22ae225a02cb81ea8aab4664e7007b942ba08a0141881d4773cb8411776de358,ctls,web.c.ue1az.gotinder.com,,443,https://web.c.ue1az.gotinder.com:443,https,,,GET,54.210.101.197,/,-1840324437,35.170.38.54,,1,False,,True,True,,,,
website-api.gotinder.com,,404,,AS14618,AMAZON-AES,US,54.208.0.0/14,website-api.gotinder.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.gotinder.com,*.gotinder.com,gotinder.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4536a5160b34c58eb6090ac069bc9f4e,22ae225a02cb81ea8aab4664e7007b942ba08a0141881d4773cb8411776de358,ctls,website-api.gotinder.com,,443,https://website-api.gotinder.com:443,https,,,GET,54.210.101.197,/,-1840324437,35.170.38.54,,1,False,,True,,,,,
www.gotinder.com,"Tinder | Dating, Make Friends & Meet New People",200,245633,AS14618,AMAZON-AES,US,35.168.0.0/13,tinder.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-15T23:59:59Z,CN=tinder.com,tinder.com,www.tinder.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ee8f32deafa19056d6a945bc41858438,4c9efc38383797991c3904b0dd11c441891bc1ec9d75a535f6a9815701247f3e,ctls,tinder.com,,443,https://www.gotinder.com:443,https,nginx,text/html,GET,35.169.90.218,/,1622688168,52.4.90.174,React,3,False,,,,,https://tinder.com,,
www.help.tinder.com,Security check,403,7803,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.help.tinder.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T15:50:00Z,2023-06-18T15:49:59Z,CN=www.help.tinder.com,www.help.tinder.com,www.help.tinder.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f97340239575a8ba4b3695ea3132c806,ab24d4807c5435bf310b7272309cd052ea377424d0ba045a176acabb3dfcfb25,ctls,www.help.tinder.com,cloudflare,443,https://www.help.tinder.com:443,https,cloudflare,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,Cloudflare,103,False,True,,,,https://www.help.tinder.com/hc/en-us,,
www.swipenight.tinder.com,Swipe Night | Tinder,200,873333,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,tinder.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-15T23:59:59Z,CN=tinder.com,tinder.com,www.tinder.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ee8f32deafa19056d6a945bc41858438,4c9efc38383797991c3904b0dd11c441891bc1ec9d75a535f6a9815701247f3e,ctls,tinder.com,cloudfront,443,https://www.swipenight.tinder.com:443,https,nginx,text/html,GET,108.138.7.100,/,-2003081675,2600:9000:2490:4000:e:aec6:40c0:93a1,webpack,2260,False,True,,,,https://tinder.com/swipe-night/season-2,,
www.tinder.com,"Tinder | Dating, Make Friends & Meet New People",200,245647,AS16509,AMAZON-02,US,52.84.150.0/24,tinder.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-15T23:59:59Z,CN=tinder.com,tinder.com,www.tinder.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ee8f32deafa19056d6a945bc41858438,4c9efc38383797991c3904b0dd11c441891bc1ec9d75a535f6a9815701247f3e,ctls,tinder.com,cloudfront,443,https://www.tinder.com:443,https,nginx,text/html,GET,52.84.150.54,/,1622688168,52.84.150.55,React,3,False,True,,,,https://tinder.com/,,
