new,host,a,cname,soa,status_code,aaaa,has_internal_ips,internal_ips,txt,cdn,cdn-name,ns,mx
[x],vpnnewmanager.jp.larksuite.com,"95.101.111.161, 95.101.111.175","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vpnnotify24.jp.larksuite.com,"2.20.142.88, 92.122.215.18","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vpnns-nanotechnet2.sg.larksuite.com,"2.16.110.32, 2.16.110.99","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vpnteamauth.sg.larksuite.com,,"wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vpnuserlog.jp.larksuite.com,"2.16.187.136, 2.16.187.153","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vpnv2admin-b2b-extranet-database-officebackups-domain.jp.larksuite.com,"2.16.241.78, 2.16.241.95","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vpnvideo.jp.larksuite.com,"2.16.110.59, 2.16.110.91","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vps-oceania-mx.jp.larksuite.com,"2.16.187.136, 2.16.187.153","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vps1-postgresmx.sg.larksuite.com,"2.16.241.80, 2.16.241.78","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vps1link.sg.larksuite.com,"2.16.110.99, 2.16.110.32","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vpsmeet-clients.sg.larksuite.com,"23.213.161.209, 23.213.161.217","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vrm2.sg.larksuite.com,"2.16.187.104, 2.16.187.16","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vrrp.sg.larksuite.com,"2.16.241.80, 2.16.241.78","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vsrug-vzw.jp.larksuite.com,"2.16.187.153, 2.16.187.136","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vsrug-vzw.larksuite.com,"184.25.51.67, 184.25.51.24","wildcard.larksuite.com.ttdns1.com, wildcard.larksuite.com.default.ttdns1.com, wildcard.larksuite.com.edgesuite.net, a1825.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vstecs.larksuite.com,"2.16.186.9, 2.16.186.16","wildcard.larksuite.com.ttdns1.com, wildcard.larksuite.com.default.ttdns1.com, wildcard.larksuite.com.edgesuite.net, a1825.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vsyob13q5c.larksuite.com,"23.53.42.41, 23.53.42.25, 23.53.42.27, 23.53.41.249, 23.53.42.57, 23.53.41.248","wildcard.larksuite.com.ttdns1.com, wildcard.larksuite.com.default.ttdns1.com, wildcard.larksuite.com.edgesuite.net, a1825.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vto.sg.larksuite.com,"2.16.110.99, 2.16.110.32","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vums0nlvx9.larksuite.com,"2.19.198.155, 2.19.198.176","wildcard.larksuite.com.ttdns1.com, wildcard.larksuite.com.default.ttdns1.com, wildcard.larksuite.com.edgesuite.net, a1825.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vvmazpmvs7.larksuite.com,"23.53.41.248, 23.53.42.41, 23.53.42.25","wildcard.larksuite.com.ttdns1.com, wildcard.larksuite.com.default.ttdns1.com, wildcard.larksuite.com.edgesuite.net, a1825.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vx2.jp.larksuite.com,"80.239.137.137, 62.115.252.72","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vx2.sg.larksuite.com,"2.16.110.32, 2.16.110.99","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vx32.jp.larksuite.com,"23.213.161.211, 23.213.161.198","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vx41.jp.larksuite.com,"62.115.252.72, 80.239.137.137","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vx6.jp.larksuite.com,"2.16.187.136, 2.16.187.153","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vx6.sg.larksuite.com,"2.16.187.104, 2.16.187.16","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vx70.sg.larksuite.com,"2.16.187.104, 2.16.187.16","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vx9.jp.larksuite.com,"23.213.161.211, 23.213.161.198","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vx9.sg.larksuite.com,"2.16.110.99, 2.16.110.32","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vx94.jp.larksuite.com,"23.213.161.198, 23.213.161.211","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vx99.jp.larksuite.com,"23.12.147.37, 23.12.147.28","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vxe-0-1-4.jp.larksuite.com,"2.16.110.91, 2.16.110.59","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vxe-0-1-4.sg.larksuite.com,"92.122.215.105, 2.20.142.67","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vxe-5-1-3.sg.larksuite.com,"62.115.252.73, 80.239.137.161","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vz2hwosd3i.larksuite.com,"2.16.186.9, 2.16.186.16","wildcard.larksuite.com.ttdns1.com, wildcard.larksuite.com.default.ttdns1.com, wildcard.larksuite.com.edgesuite.net, a1825.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],w1d.jp.larksuite.com,"88.221.24.73, 88.221.24.49","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],w243213zyxwvutsrqponmlkjihgfe.wvutsrqponml.staging.wire.community.larksuite.com,"85.112.113.40, 85.112.113.43","wildcard.larksuite.com.ttdns1.com, wildcard.larksuite.com.default.ttdns1.com, wildcard.larksuite.com.edgesuite.net, a1825.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],w2i39fuflac.larksuite.com,"2.19.198.155, 2.19.198.176","wildcard.larksuite.com.ttdns1.com, wildcard.larksuite.com.default.ttdns1.com, wildcard.larksuite.com.edgesuite.net, a1825.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],w2i39fuflac.sg.larksuite.com,"184.51.149.35, 184.51.149.19","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],w3-intl.jp.larksuite.com,"2.16.187.136, 2.16.187.153","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],w3-intl.sg.larksuite.com,"2.16.110.32, 2.16.110.99","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],w3id.jp.larksuite.com,"2.16.187.153, 2.16.187.136","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],w3id.sg.larksuite.com,"2.16.110.99, 2.16.110.32","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],w7jxs34vkr.larksuite.com,"2.16.186.9, 2.16.186.16","wildcard.larksuite.com.ttdns1.com, wildcard.larksuite.com.default.ttdns1.com, wildcard.larksuite.com.edgesuite.net, a1825.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wa-dsu.sg.larksuite.com,"2.16.110.32, 2.16.110.99","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wa03p-1.sg.larksuite.com,"2.16.110.99, 2.16.110.32","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],waip4.jp.larksuite.com,"23.12.147.28, 23.12.147.37","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],waip4.sg.larksuite.com,"96.16.54.146, 96.16.54.179","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wakagourmet.jp.larksuite.com,"184.51.149.65, 184.51.149.97","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wakagourmet.sg.larksuite.com,"23.213.161.217, 23.213.161.209","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wakuwakuiezukuri.sg.larksuite.com,"2.20.142.67, 92.122.215.105","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],walkplus.jp.larksuite.com,"2.16.110.91, 2.16.110.59","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wamservice-us-east-1.jp.larksuite.com,"2.16.187.136, 2.16.187.153","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wanwordy.jp.larksuite.com,"2.16.110.91, 2.16.110.59","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wanwordy.sg.larksuite.com,"88.221.24.105, 88.221.24.83","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],waplog-chat-dating-meet-friend.sg.larksuite.com,"23.213.161.209, 23.213.161.217","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],warrenace.jp.larksuite.com,"23.0.174.129, 23.0.174.130","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wartalegislatif.jp.larksuite.com,"23.0.174.130, 23.0.174.129","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],was2.sg.larksuite.com,"2.16.110.99, 2.16.110.32","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wat-vcse-c1-1.sg.larksuite.com,"92.122.215.105, 2.20.142.67","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],watxtemyz01.sg.larksuite.com,"2.16.110.32, 2.16.110.99","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wayfinder.jp.larksuite.com,"80.239.137.137, 62.115.252.72","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],waytosuccess.jp.larksuite.com,"23.213.161.198, 23.213.161.211","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wbopsdb.sg.larksuite.com,"62.115.252.73, 80.239.137.161","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wbslqa1.sg.larksuite.com,"2.16.110.99, 2.16.110.32","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wbslqa3.sg.larksuite.com,"2.16.110.32, 2.16.110.99","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wcm.jp.larksuite.com,"2.16.187.136, 2.16.187.153","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wcsjp.jp.larksuite.com,"92.122.215.18, 2.20.142.88","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wcsjp.sg.larksuite.com,"2.16.187.104, 2.16.187.16","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wdc-p-rdcb-01a.sg.larksuite.com,"2.16.110.32, 2.16.110.99","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wdc-p-rdsh-01a.jp.larksuite.com,"23.213.161.211, 23.213.161.198","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wdc-p-rdsh-01a.sg.larksuite.com,"80.239.137.161, 62.115.252.73","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wdc03-prd-pimva-01a.sg.larksuite.com,"2.16.110.99, 2.16.110.32","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wdc03-prd-vault-01b.sg.larksuite.com,"2.16.110.32, 2.16.110.99","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wdc03-prd-vctr-01a.jp.larksuite.com,"184.51.149.65, 184.51.149.97","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wdc03-prd-vctr-01a.sg.larksuite.com,"2.16.110.32, 2.16.110.99","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wdc03-prd-zk-01e.jp.larksuite.com,"88.221.24.73, 88.221.24.49","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wdel457y11u.jp.larksuite.com,"96.16.54.130, 96.16.54.171","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wdel558r831u-debug.sg.larksuite.com,"23.12.147.4, 23.12.147.30","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wdel7c85zu-aggregator.sg.larksuite.com,"2.16.187.104, 2.16.187.16","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wdjfipw69c.larksuite.com,"173.222.107.68, 173.222.107.90","wildcard.larksuite.com.ttdns1.com, wildcard.larksuite.com.default.ttdns1.com, wildcard.larksuite.com.edgesuite.net, a1825.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wearebottoms.jp.larksuite.com,"2.16.187.153, 2.16.187.136","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wearebottoms.sg.larksuite.com,"88.221.24.105, 88.221.24.83","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],weav.jp.larksuite.com,"23.213.161.198, 23.213.161.211","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-api-systemmanage.sg.larksuite.com,"2.16.187.16, 2.16.187.104","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-authacceptdockerintra-backups-www-test.sg.larksuite.com,"2.16.110.32, 2.16.110.99","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-authjenkinsv2-meta-corporate.sg.larksuite.com,,"wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-aws-slaveconfig.sg.larksuite.com,"80.239.137.161, 62.115.252.73","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-cdn.jp.larksuite.com,"95.101.111.161, 95.101.111.175","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-cdn.sg.larksuite.com,"2.16.187.104, 2.16.187.16","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-chef-dnstest.sg.larksuite.com,"80.239.137.161, 62.115.252.73","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-cms-data-archive-vpn.sg.larksuite.com,"2.16.187.104, 2.16.187.16","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-cp-dev.sg.larksuite.com,"96.16.54.179, 96.16.54.146","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-engineering-cdn.jp.larksuite.com,"2.20.142.88, 92.122.215.18","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-engineering-cdn.sg.larksuite.com,"2.16.110.32, 2.16.110.99","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-fw01a.jp.larksuite.com,"80.239.137.137, 62.115.252.72","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-fw01a.sg.larksuite.com,"96.16.54.179, 96.16.54.146","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-gcp.sg.larksuite.com,"2.20.142.67, 92.122.215.105","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-intconfig.sg.larksuite.com,"62.115.252.73, 80.239.137.161","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-internaltemp-media-proxy-vpn.sg.larksuite.com,"95.101.111.148, 95.101.111.166","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-mtrackjiratunnel-mx.jp.larksuite.com,"95.101.111.161, 95.101.111.175","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-mtrackjiratunnel-mx.sg.larksuite.com,"95.101.111.148, 95.101.111.166","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-oao.sg.larksuite.com,"2.20.142.67, 92.122.215.105","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-panasonicdirect.jp.larksuite.com,"2.16.241.78, 2.16.241.95","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-qa-ww.sg.larksuite.com,"23.12.147.4, 23.12.147.30","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-services.jp.larksuite.com,"95.101.111.161, 95.101.111.175","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-services.sg.larksuite.com,"23.213.161.217, 23.213.161.209","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-silenthill.jp.larksuite.com,"2.20.142.88, 92.122.215.18","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-sslvpncmsdb1-origin.jp.larksuite.com,"2.16.187.153, 2.16.187.136","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-stagingdevelopment-us.jp.larksuite.com,"92.122.215.18, 2.20.142.88","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-v3-devenvexchangedns.jp.larksuite.com,"80.239.137.137, 62.115.252.72","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-v3-integrationsalesbetatemp-exchangedns.jp.larksuite.com,"80.239.137.137, 62.115.252.72","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-vps-us.jp.larksuite.com,"2.16.110.59, 2.16.110.91","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web-wiki-mobilejiratunnel-mx.sg.larksuite.com,"80.239.137.161, 62.115.252.73","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web03.libra.byteoversea.com,"2.16.186.17, 2.16.186.9","wildcard.libra.byteoversea.com.edgesuite.net, a1935.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web0doc-corporate.jp.larksuite.com,"80.239.137.137, 62.115.252.72","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],web18.sg.larksuite.com,"2.16.187.104, 2.16.187.16","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
