input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_expired,cdn_name,cdn,webserver,tls_wildcard_certificate,final_url,csp_domains_,tls_mismatched,tls_emails_,location,tls_self_signed
preview8.twistapp.childrens.harvard.edu,,403,23,AS14618,AMAZON-AES,US,34.224.0.0/12,preview8.twistapp.childrens.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=twist.childrens.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",twist.childrens.harvard.edu,President and Fellows of Harvard College,www.twistapp.childrens.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,5eef86c976a9ebadc082cd92247e58a5,8ab163c9e4b64538619b2595fd1f04b6f1a62565d68c8c72042b3701fd03b8af,ctls,preview8.twistapp.childrens.harvard.edu,443,https://preview8.twistapp.childrens.harvard.edu:443,https,application/json,GET,34.238.180.33,/,968070783,34.231.50.61,,1,False,,,,,,,,,,,
primarycare.hms.harvard.edu,The Center for Primary Care | Center for Primary Care,200,40205,AS54113,AS54113,Unknown,23.185.0.0/24,primarycare.hms.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-14T14:32:40Z,2023-06-12T14:32:39Z,CN=primarycare.hms.harvard.edu,primarycare.hms.harvard.edu,,primarycare.hms.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,42801e96e652101d67a823e0008765e4,c243d695f40febec68260afdf5a0979809bbf32f0d268247acd5149e5f901fdf,ctls,primarycare.hms.harvard.edu,443,https://primarycare.hms.harvard.edu:443,https,text/html,GET,23.185.0.4,/,522381040,2620:12a:8000::4,ZURB Foundation,860,False,,,,nginx,,,,,,,
primoapi-prod.lib.harvard.edu,,404,,AS14618,AMAZON-AES,US,52.0.0.0/13,primoapi-prod.lib.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=almaapi-prod.lib.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",almaapi-prod.lib.harvard.edu,President and Fellows of Harvard College,primoapi-prod.lib.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,b1e732b621cc650f5e01824e15c782f1,1dca9dd8b2edd4a6f0d958af5fdef61e8dbf9af59a759210d98c03f276f6b1e4,ctls,primoapi-prod.lib.harvard.edu,443,https://primoapi-prod.lib.harvard.edu:443,https,,GET,52.0.101.45,/,-1840324437,35.172.81.155,,1,False,,,,,,,,,,,
privacy.dce.harvard.edu,,200,35751,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,privacy.dce.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=privacy.dce.harvard.edu, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",privacy.dce.harvard.edu,"Cloudflare, Inc.",privacy.dce.harvard.edu,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fda1606e99133635e203f17eced3371e,234b511fc0d33a76f31c8824b311eb73c77e365e09a8aa39b470c11e551fd2e6,ctls,privacy.dce.harvard.edu,443,https://privacy.dce.harvard.edu:443,https,text/html,GET,104.18.43.158,/,1882792393,2606:4700:4400::ac40:9062,HSTS,30,False,,cloudflare,True,cloudflare,,,captcha.onetrust.com,,,,
private.websites.harvard.edu,,400,90,AS14618,AMAZON-AES,US,54.224.0.0/14,private.websites.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2021-05-27T00:00:00Z,2022-06-27T23:59:59Z,"CN=*.receiver.apps.fireeye.com, O=FireEye\, Inc., L=Milpitas, ST=California, C=US",*.receiver.apps.fireeye.com,"FireEye, Inc.",receiver.apps.fireeye.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b7ca25cd9e1eaed8431aeae5db0a6778,ab9940e93f76748993afc92135eaaafb4d330909cc570f80148a320b749a02e8,ctls,private.websites.harvard.edu,443,https://private.websites.harvard.edu:443,https,text/html,GET,54.225.126.164,/,126819796,54.225.126.164,,4,False,True,,,,True,,,True,,,
procure.ppm.aws.dbmi-dev.hms.harvard.edu,,403,146,AS0,Not routed,None,13.224.192.0/21,procure.ppm.aws.dbmi-dev.hms.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-06-13T23:59:59Z,"CN=admin.ppm.aws.dbmi-dev.hms.harvard.edu, OU=Harvard Medical School, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",admin.ppm.aws.dbmi-dev.hms.harvard.edu,President and Fellows of Harvard College,rant.ppm.aws.dbmi-dev.hms.harvard.edu,"CN=InCommon ECC Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon ECC Server CA,Internet2,0961d1d1a4b5cc6abb9da71754d4775e,3d8a17a08a5bf58297b244f779fbe94d0a1310416827dd43985aea14643b648b,ctls,procure.ppm.aws.dbmi-dev.hms.harvard.edu,443,https://procure.ppm.aws.dbmi-dev.hms.harvard.edu:443,https,text/xml,GET,13.224.189.31,/,-13968365,2600:9000:20eb:4400:17:2d2a:1ac0:93a1,Amazon Web Services,1,False,,cloudfront,True,CloudFront,,,,,,,
procure.ppm.dbmi.hms.harvard.edu,Loading...,200,2161,AS16509,AMAZON-02,US,18.66.144.0/22,procure.ppm.dbmi.hms.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-19T00:00:00Z,2023-07-19T23:59:59Z,"CN=admin.ppm.dbmi.hms.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",admin.ppm.dbmi.hms.harvard.edu,President and Fellows of Harvard College,rant.ppm.dbmi.hms.harvard.edu,"CN=InCommon ECC Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon ECC Server CA,Internet2,96b42156c6623fa67b003774fef4e65e,1c7ac99ecc4caf442d923948aca920da45623696ced5f409c6339a6f9798dd6e,ctls,procure.ppm.dbmi.hms.harvard.edu,443,https://procure.ppm.dbmi.hms.harvard.edu:443,https,text/html,GET,18.66.147.37,/,1156965622,2600:9000:225e:e000:e:9a82:c100:93a1,Bootstrap,1,False,,cloudfront,True,AmazonS3,,,,,,,
procurement.harvard.edu,Harvard Strategic Procurement,200,20828,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,procurement.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-22T20:36:45Z,2023-07-21T20:36:44Z,CN=procurement.harvard.edu,procurement.harvard.edu,,procurement.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d3a31da01511e53916a874d127f1d14f,b8e4e1eff10ae3ac684ae5104bd408ef51bd4451c6d2078a744e19aca30bb40c,ctls,procurement.harvard.edu,443,https://procurement.harvard.edu:443,https,text/html,GET,23.2.13.57,/,223178017,23.2.13.25,Red Hat Gluster,185,False,,,,,,,,,,,
prodsmap.cadm.harvard.edu,Apache Tomcat/9.0.45,200,11137,AS14618,AMAZON-AES,US,54.167.128.0/17,prodsmap.cadm.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,"CN=prodsmap.cadm.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",prodsmap.cadm.harvard.edu,President and Fellows of Harvard College,hppm-arcgis-web01.cadm.cloud.huit.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,0cc1b0bca698a8d09feef181a1bf4f39,0ff8515d5bb77c44beaf21fd8d68f3c925e5eb51317e064bf2757ec0b76e3b94,ctls,prodsmap.cadm.harvard.edu,443,https://prodsmap.cadm.harvard.edu:443,https,text/html,GET,54.167.182.204,/,-297069493,3.215.10.31,Amazon Web Services,199,False,,,,,,,,,,,
prodtmap.cadm.harvard.edu,Apache Tomcat/9.0.45,200,11137,AS14618,AMAZON-AES,US,34.202.28.0/23,prodtmap.cadm.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,"CN=prodtmap.cadm.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",prodtmap.cadm.harvard.edu,President and Fellows of Harvard College,hppm-arcgis-app01.test.cadm.cloud.huit.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,39e2443fd33b695ef45b6bd491ba3081,d6de51329ec726888417170457efd901caf10842ddb5817e9860e7234d64bd54,ctls,prodtmap.cadm.harvard.edu,443,https://prodtmap.cadm.harvard.edu:443,https,text/html,GET,34.195.68.220,/,-297069493,3.213.203.139,Amazon Web Services,199,False,,,,,,,,,,,
profpromotions.med.harvard.edu,Services affected by the eCommons retirement | HMS IT,200,46011,AS40127,LMANET,US,134.174.0.0/16,it.hms.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T15:16:52Z,2023-06-11T15:16:51Z,CN=it.hms.harvard.edu,it.hms.harvard.edu,,it.hms.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d7cdb73a73168ae511eddb92db82953b,e0e12090471ab661ddc42bf8a27175ff27cd501ab471c204a365e28fc90ddcee,ctls,it.hms.harvard.edu,80,http://profpromotions.med.harvard.edu:80,http,text/html,GET,134.174.149.39,/,327989269,134.174.149.39,ZURB Foundation,678,False,,,,nginx,,https://it.hms.harvard.edu/services-affected-ecommons-retirement,,,,,
projects.iq.harvard.edu,Home | Projects at Harvard,200,30775,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,projects.iq.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T16:55:25Z,2023-08-04T16:55:24Z,CN=*.iq.harvard.edu,*.iq.harvard.edu,,*.iq.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,003daa845f3b9b9428176154254ac03b,b0c9fc3708d98ec9abcbf8e5f2d0108273ebb928ee4ba5c4d012e7d228e264a9,ctls,projects.iq.harvard.edu,443,https://projects.iq.harvard.edu:443,https,text/html,GET,2.16.202.67,/,-1215290807,2.16.202.64,Red Hat Gluster,245,False,,,,,True,,,,,,
projectteach.community.harvard.edu,Access Denied,403,287,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,projectteach.community.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T15:46:41Z,2023-08-04T15:46:40Z,CN=projectteach.community.harvard.edu,projectteach.community.harvard.edu,,projectteach.community.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,41dc4fd56dff69ebd14500d55e762c3f,8467d74209a16febeb13848f5c3022a2526cfc97d84b765b8200b26365248e9f,ctls,projectteach.community.harvard.edu,443,https://projectteach.community.harvard.edu:443,https,text/html,GET,23.2.13.25,/,2146572415,23.2.13.57,HSTS,10,False,,,,,,,,,,,
prompt.production.devshop.hms.harvard.edu,Home | PROMPT,200,9031,AS40127,LMANET,US,134.174.0.0/16,prompt.production.devshop.hms.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-03-15T23:13:30Z,2023-06-13T23:13:29Z,CN=prompt.production.devshop.hms.harvard.edu,prompt.production.devshop.hms.harvard.edu,,prompt.production.devshop.hms.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,af324e8ee9757063a6dae43a192ed646,fa6e5d92393cf579740087a53a2cc21b2db1167a7f4d0c97c06402cc90b5af61,ctls,prompt.production.devshop.hms.harvard.edu,443,https://prompt.production.devshop.hms.harvard.edu:443,https,text/html,GET,134.174.153.11,/,300742080,134.174.153.11,Ubuntu,141,False,,,,Apache/2.4.33 (Ubuntu),,,,,,,
prototype-jlm26.rc.hms.harvard.edu,,403,93,AS40127,LMANET,US,134.174.0.0/16,prototype-jlm26.rc.hms.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-01T19:49:11Z,2023-07-30T19:49:10Z,CN=prototype-jlm26.rc.hms.harvard.edu,prototype-jlm26.rc.hms.harvard.edu,,prototype-jlm26.rc.hms.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0196d501ba29c8a809f22adfd5985bf3,458e698442cbf7e418b30e4c265b83d64c82d8d6378c9453923bfe8bb3e35a4b,ctls,prototype-jlm26.rc.hms.harvard.edu,443,https://prototype-jlm26.rc.hms.harvard.edu:443,https,text/html,GET,134.174.159.103,/,-1060002298,134.174.159.103,,4,False,,,,,,,,,,,
prototype-sde4.rc.hms.harvard.edu,,403,93,AS40127,LMANET,US,134.174.0.0/16,prototype-sde4.rc.hms.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-01T19:49:25Z,2023-07-30T19:49:24Z,CN=prototype-sde4.rc.hms.harvard.edu,prototype-sde4.rc.hms.harvard.edu,,prototype-sde4.rc.hms.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74897026fccd5a020b5069445ae47a18,3243208f0aa8ae7223e1f806310f73362eb31ba15e35f022c673eb541120ff23,ctls,prototype-sde4.rc.hms.harvard.edu,443,https://prototype-sde4.rc.hms.harvard.edu:443,https,text/html,GET,134.174.159.103,/,-1060002298,134.174.159.103,,4,False,,,,,,,,,,,
psn.fas.harvard.edu,Web Site Not Found,404,970,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,psn.fas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T19:15:06Z,2023-08-04T19:15:05Z,CN=*.fas.harvard.edu,*.fas.harvard.edu,,*.fas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,07345cff98264f83eb06c7d6b21daa97,9ec98474ccb607a80bb11533a19dace651534769130d0e2887c3581903a0c563,ctls,psn.fas.harvard.edu,443,https://psn.fas.harvard.edu:443,https,text/html,GET,2.16.202.67,/,-1883206912,2.16.202.64,HSTS,27,False,,,,,True,,,,,,
psowners.huhousing.harvard.edu,504 Target in maintenance.,504,823,AS54113,AS54113,Unknown,23.185.0.0/24,psowners.huhousing.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-23T19:43:16Z,2023-06-21T19:43:15Z,CN=media-awareness.ca,media-awareness.ca,,zeus-slot.ksby.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e2906ea02dc9e767992eb3ea163f43c8,46889535c9944f84800961cd0dde77544d3edb4be203d4f821f46b462075e83a,ctls,psowners.huhousing.harvard.edu,443,https://psowners.huhousing.harvard.edu:443,https,text/html,GET,23.185.0.4,/,-1675251543,23.185.0.4,Varnish,22,False,,,,Pantheon,,,,,,,
pubapps.hks.harvard.edu,IIS Windows Server,200,703,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,pubapps.hks.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-04-17T23:59:59Z,"CN=hks.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",hks.harvard.edu,President and Fellows of Harvard College,knet.hks.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,1f1b75651660421c6ff875bfd947ac91,16619bf750e48c077dc0f5f9c4361f765604b9e7a3b647fb4022179891c05206,ctls,pubapps.hks.harvard.edu,443,https://pubapps.hks.harvard.edu:443,https,text/html,GET,20.75.233.59,/,878647854,20.75.233.59,Windows Server,32,False,,,,Microsoft-IIS/10.0,True,,,True,,,
public-service.vpal.harvard.edu,Application Error,503,506,AS14618,AMAZON-AES,US,18.211.60.0/24,public-service.vpal.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-13T05:44:51Z,2023-06-11T05:44:50Z,CN=public-service.vpal.harvard.edu,public-service.vpal.harvard.edu,,public-service.vpal.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0e7993e2febda8da403696d8f7f9a402,e93770342fd71555405aad68cab50d020ab46e7251dfadde2cd0c480e857412f,ctls,public-service.vpal.harvard.edu,443,https://public-service.vpal.harvard.edu:443,https,text/html,GET,18.205.222.128,/,1508041395,54.161.241.46,Cowboy,26,False,,,,Cowboy,,,,,,,
public.law.harvard.edu,adam.law.harvard.edu,200,649,AS1742,HARVARD-UNIV,US,128.103.200.0/24,public.law.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-07T12:27:14Z,2023-07-06T12:27:13Z,CN=adam.law.harvard.edu,adam.law.harvard.edu,,www.opennet.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5c4b45eb91ca2ee3cc395c877e91be25,db7d9e0c1c974e25bfa24bd9380ee9861c818857fca4514690a0dea2c0b565f8,ctls,public.law.harvard.edu,443,https://public.law.harvard.edu:443,https,text/html,GET,128.103.64.74,/,-1025108051,128.103.64.74,Apache,22,False,,,,Apache,,,,True,,,
publications.mcz.harvard.edu,Publications | Museum of Comparative Zoology,200,49124,AS1742,HARVARD-UNIV,US,140.247.152.0/24,publications.mcz.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-09T00:00:00Z,2023-07-09T23:59:59Z,"CN=publications.mcz.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",publications.mcz.harvard.edu,President and Fellows of Harvard College,publications.mcz.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,59f30e98c17cc1fb3a2264dd49471d87,071edd96176d3d7a6708f14aa7621262e4ba6ac271eb8d3f4b1ca6fc4989622f,ctls,publications.mcz.harvard.edu,443,https://publications.mcz.harvard.edu:443,https,text/html,GET,140.247.151.37,/,-375440924,140.247.151.37,CentOS,435,False,,,,Apache/2.2.15 (CentOS),,,,,,,
pulmonaryfellowship.hms.harvard.edu,Pulmonary & Critical Care Fellowship Program,200,78139,AS53831,SQUARESPACE,US,198.185.159.0/24,www.pulmonaryfellowship.hms.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T03:02:29Z,2023-08-04T03:02:28Z,CN=www.pulmonaryfellowship.hms.harvard.edu,www.pulmonaryfellowship.hms.harvard.edu,,www.pulmonaryfellowship.hms.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,16b03b74673667865645964b7c362bd2,15fbf8dca8ad52d736f76c7cd6545e8df6c0a268f9053aa4afa7a8c0f3172519,ctls,www.pulmonaryfellowship.hms.harvard.edu,80,http://pulmonaryfellowship.hms.harvard.edu:80,http,text/html,GET,198.185.159.144,/,,198.185.159.145,Stimulus,1778,False,,,,Squarespace,,https://www.pulmonaryfellowship.hms.harvard.edu/,,,,,
pw.hks.harvard.edu,Home | Project on Workforce at Harvard,200,814144,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,www.pw.hks.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T09:05:26Z,2023-06-21T09:05:25Z,CN=pw.hks.harvard.edu,pw.hks.harvard.edu,,www.pw.hks.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,aeedd02328f426182c6bcef70f165450,ad7c270be83485839f20d0c0aeb0229461d5f869288b8883c49e217c97dc2f8e,ctls,www.pw.hks.harvard.edu,80,http://pw.hks.harvard.edu:80,http,text/html,GET,34.117.168.233,/,1010985170,34.117.168.233,Wix,1215,False,,google,True,Pepyaka/1.19.10,,https://www.pw.hks.harvard.edu/,,,,,
pz.med.harvard.edu,,200,342,AS40127,LMANET,US,134.174.0.0/16,pz.med.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-23T00:00:00Z,2023-06-23T23:59:59Z,"CN=*.med.harvard.edu, OU=Harvard Medical School, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.med.harvard.edu,President and Fellows of Harvard College,*.med.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,cc689a550856606abe1c28a3e5699895,fbc74862976e549ab3b8ff0a1ac65fef7b159bdf2ff0b73e4e9c61ceb1e1911c,ctls,pz.med.harvard.edu,443,https://pz.med.harvard.edu:443,https,text/html,GET,134.174.159.103,/,-780928015,134.174.159.103,PHP:7.4.33,14,False,,,,Apache,True,,,,,,
qreports.fas.harvard.edu,QReports,200,10340,AS14618,AMAZON-AES,US,52.200.0.0/13,qreports.fas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-04-12T23:59:59Z,CN=student-services.ats.cloud.huit.harvard.edu,student-services.ats.cloud.huit.harvard.edu,,care.fas.harvard.edu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,08b3e46b7667b0b518b35f63e99d189f,d277e5763db8d498f3c5c0ce8a1ced538e6429fdefa904c17434acb23b8d27aa,ctls,qreports.fas.harvard.edu,443,https://qreports.fas.harvard.edu:443,https,text/html,GET,52.202.119.229,/,,52.4.232.211,,309,False,,,,,,,,,,,
qreports.stage.fas.harvard.edu,QReports,200,9951,AS14618,AMAZON-AES,US,44.213.52.0/23,qreports.stage.fas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-11T23:59:59Z,CN=student-services.stage.ats.cloud.huit.harvard.edu,student-services.stage.ats.cloud.huit.harvard.edu,,downloads.stage.fas.harvard.edu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,659ff739cd49152b488891bcbe4bfb42,51cb9b22a57ec9f97a2031b80f74fc7572d6284f5ede4ffb7a6fa4db5ae5be8f,ctls,qreports.stage.fas.harvard.edu,443,https://qreports.stage.fas.harvard.edu:443,https,text/html,GET,44.208.5.123,/,,3.217.55.183,,299,False,,,,,,,,,,,
r.iq.harvard.edu,r.iq.harvard.edu,200,181,AS1742,HARVARD-UNIV,US,140.247.152.0/24,r.iq.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-03-14T23:59:59Z,"CN=r.iq.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",r.iq.harvard.edu,President and Fellows of Harvard College,r.iq.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,645b6b4a890ae0576e48de9a028ef1f6,ae7ad377943e3e3bb3852cf3f748f332f584dca1ff2a2a5c737b0a8e97709ecd,ctls,r.iq.harvard.edu,443,https://r.iq.harvard.edu:443,https,text/html,GET,140.247.115.104,/,-2077882753,140.247.115.104,Nginx:1.10.3,8,False,,,,nginx/1.10.3,,,,,,,
ra.seas.harvard.edu,404 | Harvard John A. Paulson School of Engineering and Applied Sciences,404,139068,AS14618,AMAZON-AES,US,54.172.0.0/14,seas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T07:58:38Z,2023-07-11T07:58:37Z,CN=seas.harvard.edu,seas.harvard.edu,,www.seas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,328670097a981004aba4c8875e7f4c24,46608bb89e3c9ae9dfaea70983f2e385f891fcd2af41141bc035f9bb7316d0b3,ctls,seas.harvard.edu,80,http://ra.seas.harvard.edu:80,http,text/html,GET,54.172.197.41,/,681276744,54.172.197.41,Varnish,463,False,,,,nginx,,https://seas.harvard.edu/finance,,,,,
racing.seas.harvard.edu,SEAS Racing,200,23014,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,racing.seas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-30T12:58:09Z,2023-06-28T12:58:08Z,CN=racing.seas.harvard.edu,racing.seas.harvard.edu,,racing.seas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e058ff855cc98dbb026a4eedb992296a,52b95b7289b04529df544270c80e70521dda15a3739fd9b63fa27126b55377a0,ctls,racing.seas.harvard.edu,443,https://racing.seas.harvard.edu:443,https,text/html,GET,2.16.202.67,/,-72408037,2.16.202.64,Red Hat Gluster,179,False,,,,,,,,,,,
rc.fas.harvard.edu,FAS Research Computing | HARVARD UNIVERSITY | FACULTY OF ARTS & SCIENCES,200,148885,AS1742,HARVARD-UNIV,US,140.247.96.0/20,www.rc.fas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-17T23:59:59Z,"CN=web.rc.fas.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",web.rc.fas.harvard.edu,President and Fellows of Harvard College,www.rc.fas.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,d4061e81958191de677f3629ec327233,3dda21eb33bba4955c21880903d9dc8178d7506fcf74d35e2d74bfc7e6609967,ctls,www.rc.fas.harvard.edu,80,http://rc.fas.harvard.edu:80,http,text/html,GET,140.247.64.140,/,,140.247.64.140,WordPress,1072,False,,,,Apache/2.4.38 (Debian),,https://www.rc.fas.harvard.edu/,,,,,
rc.harvard.edu,Research Computing Council,200,21802,AS14618,AMAZON-AES,US,18.232.0.0/14,rc.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=openscholar.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",openscholar.harvard.edu,President and Fellows of Harvard College,zeligproject.org,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,2227a25e0ca3e04154999fd71875b0e7,20f505198b35d674d64f2fc780befbaac3365e0d185b39140b98835df1fcfc7d,ctls,rc.harvard.edu,443,https://rc.harvard.edu:443,https,text/html,GET,18.232.209.104,/,-1390779642,18.208.82.203,PHP,245,False,,,,nginx,True,,,True,,,
