new,host,a,soa,has_internal_ips,internal_ips,status_code,cname,ns,cdn,cdn-name,mx,txt,caa,aaaa
[x],researchstudy1.tch.harvard.edu,45.60.76.21,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",,,NOERROR,ki426.x.incapdns.net,,True,incapsula,,,,
[x],researchsupport.harvard.edu,"193.108.153.18, 193.108.153.17","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],reservations.gse.harvard.edu,128.103.250.144,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],reservations.hmnh.harvard.edu,69.147.172.43,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],reservations.hmsc.harvard.edu,149.126.77.106,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",,,NOERROR,zc4bf.x.incapdns.net,,True,incapsula,,,,
[x],reserved.mgh.harvard.edu,132.183.189.51,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],reserves.hollis.harvard.edu,66.151.7.249,"ns1.p28.dynect.net, dnsadmin.exlibrisgroup.com",,,NOERROR,primo-for-alma-01hvd.hosted.exlibrisgroup.com,,,,,,,
[x],resources.harvard.edu,128.103.105.156,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,sger5.harvard.edu,,,,,,,
[x],retina.med.harvard.edu,134.174.160.172,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
[x],retreat.wyss.harvard.edu,"138.197.55.227, 13.92.253.84, 134.174.150.253, 134.174.149.131","edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,wyss.harvard.edu,"edns1.med.harvard.edu, cdns1.med.harvard.edu, cdns2.med.harvard.edu, edns2.med.harvard.edu",,,"mx0a-00171101.pphosted.com, mx0b-00171101.pphosted.com","amazonses:69cZu+r/R1cqShcUioZ4UuPuz+ws1ZVXHI8hgTJqZGE=, o8nGzR5Gr17wneA8aE2n+Dq270nKJnJ85RjcBcNvMBDJQVJdsDUz6XV01tozGsGAnMPKxn/64CiVEe1N1QZMmg==, v=spf1 mx ptr ip4:134.174.0.0/16 include:spf.protection.outlook.com include:_spf.qemailserver.com include:mkt3779.com include:spf.mandrillapp.com ?all, globalsign-domain-verification=BA4D069981BE6B0874B22272735D18D0, meltwater_sso_20210823, _globalsign-domain-verification=tTSjeWnZNGecDnFJDomiUqkQRxUasfz9kd9doJ7Q3Q, MS=ms66639894",,
[x],reusite.seas.harvard.edu,54.165.123.1,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,web-dynamic-aws.seas.harvard.edu,,,,,,,
[x],review.hks.harvard.edu,"151.101.130.133, 151.101.194.133, 151.101.2.133, 151.101.66.133","ns1.fastly.net, hostmaster.fastly.com",,,NOERROR,pantheon-systems.map.fastly.net,,True,fastly,,,,"2a04:4e42::645, 2a04:4e42:600::645, 2a04:4e42:200::645, 2a04:4e42:400::645"
[x],review.pcir.catalyst.harvard.edu,74.205.43.2,"ns-749.awsdns-29.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],rey.lts.harvard.edu,128.103.229.121,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],rgw01.nese.rc.fas.harvard.edu,140.247.236.6,"rgw01.nese.rc.fas.harvard.edu, help.nese.rc.fas.harvard.edu",,,NOERROR,,,,,,,,
[x],rgw02.nese.rc.fas.harvard.edu,,"rgw01.nese.rc.fas.harvard.edu, help.nese.rc.fas.harvard.edu",,,NOERROR,,,,,,,,
[x],rhsatprd.cloudservices.huit.harvard.edu,"10.137.240.113, 10.137.240.161","ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",True,"10.137.240.113, 10.137.240.161",NOERROR,,"ns-1368.awsdns-43.org, ns-140.awsdns-17.com, ns-1930.awsdns-49.co.uk, ns-518.awsdns-00.net",,,,,,
[x],rhsatprd.huit.harvard.edu,"10.137.240.113, 10.137.240.161","ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",True,"10.137.240.113, 10.137.240.161",NOERROR,rhsatprd.cloudservices.huit.harvard.edu,,,,,,,
[x],rhsatprd02.cloudservices.huit.harvard.edu,10.137.242.39,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",True,10.137.242.39,NOERROR,,,,,,,,
[x],rhsatstg.cloudservices.huit.harvard.edu,,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],rhsatstg.huit.harvard.edu,"10.137.240.170, 10.137.240.110","ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",True,"10.137.240.170, 10.137.240.110",NOERROR,rhsatstg.cloudservices.huit.harvard.edu,,,,,,,
[x],rhsatstg02.cloudservices.huit.harvard.edu,10.137.242.26,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",True,10.137.242.26,NOERROR,,,,,,,,
[x],rhsatstg03.cloudservices.huit.harvard.edu,10.137.242.40,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",True,10.137.242.40,NOERROR,,,,,,,,
[x],ric.csb.mgh.harvard.edu,170.223.156.228,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,ocrouters.ext.prod-shared-aro-e2.partners.org,,,,,,,
[x],rijs.fas.harvard.edu,13.59.31.3,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],ripley.mgh.harvard.edu,132.183.219.247,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],rits-redcap-web-useast1b-poc03.hms.harvard.edu,34.230.90.100,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],rits-sharehost01-azb01-dev01.hms.harvard.edu,52.207.191.109,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],rmf.harvard.edu,"104.18.98.81, 104.18.97.81","barbara.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,"barbara.ns.cloudflare.com, clyde.ns.cloudflare.com",True,cloudflare,"d64345a.ess.barracudanetworks.com, d64345b.ess.barracudanetworks.com","MS=A1697C6026BC8A78BA885D493DF0C2CB861577EC, MS=ms46572552, PXSdm4WLQezO/5A6HgGT/g5fkTJSm4vIINoIx2oGZC9PNYoB9EaYG7UpUEaQJAf+B06VAiOORccHgEGVCHHH9Q==, atlassian-domain-verification=0OL89A3RHLWRoIgvLvbdpFex2VbEIVVaa6Vv5aGDHIGVVCwMrIOHnm9wNYfnf2KF, docusign=c79558fe-6800-4ae4-a495-2e14ee9170fd, facebook-domain-verification=h1goltmkxf2e5ik5exu0saqps2yb92, flexera-domain-verification-ekjhkgaundfcqgbg, v=spf1 mx ip4:18.211.71.86/32 ip4:54.211.97.214/32 ip4:54.225.171.192/32 ip4:54.157.142.164/32 ip4:35.170.221.8/32 ip4:161.38.193.36/32 ip4:128.103.211.22/32 a:217557.spf02.hubspotemail.net include:spf.diligent.com include:spf.protection.outlook.com inclu, de:spf.ess.barracudanetworks.com -all, vmware-cloud-verification-2f0d4aec-e10c-43a1-a6bd-fe6517f6425c",,
[x],rmfhdqifw01.rmf.harvard.edu,"38.32.33.194, 128.103.211.254","barbara.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],rmfs-blog.rmf.harvard.edu,"199.60.103.30, 199.60.103.226","jerry.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"217557.group7.sites.hubspot.net, group7.sites.hscoscdn00.net",,,,,,,"2606:2c40::c73c:67e2, 2606:2c40::c73c:671e"
[x],rms.gse.harvard.edu,"2.16.241.14, 2.16.241.17","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],roaming.dfci.harvard.edu,155.52.47.63,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,daffodil.dfci.harvard.edu,,,,"w0021387w.dfci.harvard.edu, blaise.dfci.harvard.edu",,,
[x],rocket.harvard.edu,128.103.136.252,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],romeo.harvard.edu,134.174.88.115,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,romeo.bwh.harvard.edu,,,,,,,
[x],roombook.fas.harvard.edu,128.103.95.25,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],roomscheduling.hms.harvard.edu,134.174.145.54,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
[x],rosterwizard.dev.fas.harvard.edu,,"ns-529.awsdns-02.net, awsdns-hostmaster.amazon.com",,,NOERROR,rosterwizard.dev.ats.cloud.huit.harvard.edu,,,,,,,
[x],rosterwizard.fas.harvard.edu,,"ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,rosterwizard-lb-pub-prod.ats.cloud.huit.harvard.edu,,,,,,,
[x],rosterwizard.stage.fas.harvard.edu,,"ns-1526.awsdns-62.org, awsdns-hostmaster.amazon.com",,,NOERROR,rosterwizard-lb-pub-stage.stage.ats.cloud.huit.harvard.edu,,,,,,,
[x],rosterwizard.test.fas.harvard.edu,,"ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,rosterwizard.test.ats.cloud.huit.harvard.edu,,,,,,,
[x],rowland.fas.harvard.edu,"140.247.21.53, 140.247.21.52, 140.247.21.51","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,xxx.harvard.edu,,,,,v=spf1 a -all,,
[x],rowland.mgh.harvard.edu,132.183.143.231,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],rpsts.hks.harvard.edu,128.103.249.154,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],rr.med.harvard.edu,134.174.167.230,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
[x],rs.itatti.harvard.edu,52.210.164.35,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],rsam.hms.harvard.edu,134.174.145.243,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],rsezp-prod.hz.lib.harvard.edu,"34.205.105.126, 18.213.12.94","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],rstudio.dfci.harvard.edu,155.52.207.156,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],rsuite.health.harvard.edu,50.56.154.188,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],rsuitetest.health.harvard.edu,50.56.154.189,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],rt.fas.harvard.edu,140.247.194.105,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],rt.hcl.harvard.edu,204.187.12.78,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],ruffas.dev.fas.harvard.edu,140.247.34.38,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,departments.dev.fas.harvard.edu,,,,,,,
[x],rw.mgh.harvard.edu,132.183.33.72,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],rwe.mgh.harvard.edu,170.223.178.101,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,erisweb1.partners.org,,,,,,,
[x],rwj.harvard.edu,"192.30.252.154, 192.30.252.153, 151.101.56.133, 23.211.133.66, 23.61.199.65, 193.108.91.171, 96.7.50.66, 84.53.139.67, 23.211.132.64","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,"a1-171.akam.net, a6-66.akam.net, a7-65.akam.net, a16-64.akam.net, a11-67.akam.net, a10-66.akam.net",True,fastly,"mxb-00171101.gslb.pphosted.com, mxa-00171101.gslb.pphosted.com","ms=ms92411041, v=spf1 mx ip4:128.119.3.169/24 ip4:128.103.1.37/24 ip4:128.103.208.29/24 ip4:140.247.35.0/24 ip4:140.247.115.0/24 ~all, cV7KYMmeBDWKXA4gm/9z+vwmzO6XmT6WvT1pjU6JWQs7tPTM40++QZp/R+zQCkiu8KijPE2qR3lHqN5Fb4HvFw==",,2600:1401:1::42
[x],rxgatewaydev2.bidmc.harvard.edu,134.174.104.154,"ns1-external.caregroup.org, networkservices.caregroup.harvard.edu",,,NOERROR,,,,,,,,
[x],saeidilab.mgh.harvard.edu,"198.49.23.145, 198.185.159.144, 198.185.159.145, 198.49.23.144","ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],safety.mgh.harvard.edu,170.223.157.197,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,ocrouters.ocprod.partners.org,,,,,,,
[x],safety.seas.harvard.edu,54.172.197.41,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,"web-static.seas.harvard.edu, web-static-aws.seas.harvard.edu",,,,,,,
[x],sage.mgh.harvard.edu,132.183.234.18,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],salatainstitute.harvard.edu,23.185.0.4,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,"2620:12a:8000::4, 2620:12a:8001::4"
[x],sam.dce.harvard.edu,140.247.196.241,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],sametime.dfci.harvard.edu,170.223.10.81,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],samsung.tch.harvard.edu,172.16.21.173,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",True,172.16.21.173,NOERROR,,,,,,315e5ce675523ee9b32a9448142692b12d,,
[x],sand.apis.huit.harvard.edu,34.120.154.103,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",,,NOERROR,,"ns-1104.awsdns-10.org, ns-1642.awsdns-13.co.uk, ns-224.awsdns-28.com, ns-869.awsdns-44.net",True,google,,,,
[x],sandbox.chs.harvard.edu,216.151.39.160,"ns3.chs.harvard.edu, localhost",,,NOERROR,,,,,,,,
[x],saotrace.cfa.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],sar.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],sarah.harvard.edu,128.103.105.231,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],sas.fas.harvard.edu,"2.19.120.144, 2.19.120.138","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],satellite.law.harvard.edu,140.247.200.89,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],saturn1-mgmt.catalyst.harvard.edu,10.118.11.2,"ns-749.awsdns-29.net, awsdns-hostmaster.amazon.com",True,10.118.11.2,NOERROR,,,,,,,,
[x],saturn2-mgmt.catalyst.harvard.edu,10.118.11.3,"ns-749.awsdns-29.net, awsdns-hostmaster.amazon.com",True,10.118.11.3,NOERROR,,,,,,,,
[x],saturn4-mgmt.catalyst.harvard.edu,,"ns-749.awsdns-29.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],saturn5-mgmt.catalyst.harvard.edu,10.118.11.6,"ns-749.awsdns-29.net, awsdns-hostmaster.amazon.com",True,10.118.11.6,NOERROR,,,,,,,,
[x],saturn6-mgmt.catalyst.harvard.edu,10.118.11.7,"ns-749.awsdns-29.net, awsdns-hostmaster.amazon.com",True,10.118.11.7,NOERROR,,,,,,,,
[x],saturn7-mgmt.catalyst.harvard.edu,10.118.11.8,"ns-749.awsdns-29.net, awsdns-hostmaster.amazon.com",True,10.118.11.8,NOERROR,,,,,,,,
[x],saturn8-mgmt.catalyst.harvard.edu,10.118.11.9,"ns-749.awsdns-29.net, awsdns-hostmaster.amazon.com",True,10.118.11.9,NOERROR,,,,,,,,
[x],sauron.dfci.harvard.edu,155.52.19.198,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],sb.med.harvard.edu,134.174.140.235,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
[x],sc-rc-vpn-gw.fas.harvard.edu,140.247.16.133,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],sc.hks.harvard.edu,"13.111.67.8, 66.231.91.222, 66.231.94.222, 68.232.203.115, 136.147.129.78","ns1.exacttarget.com, hostmaster.exacttarget.com",,,NOERROR,,"ns3.exacttarget.com, ns4.exacttarget.com, ns1.exacttarget.com, ns2.exacttarget.com",,,reply.s11.exacttarget.com,v=spf1 include:cust-spf.exacttarget.com -all,,
[x],scalar-dev.fas.harvard.edu,"54.146.149.54, 52.21.75.242","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,atg-dev-scalar-lb-976438829.us-east-1.elb.amazonaws.com,,,,,,,
[x],scalar.fas.harvard.edu,"3.231.124.87, 52.5.216.82","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,atg-prod-scalar-lb-1892533735.us-east-1.elb.amazonaws.com,,,,,,,
[x],scarlet.dfci.harvard.edu,155.52.52.21,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],scarlet.harvard.edu,128.103.105.59,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,scarlet.harvard.edu,,,
[x],sch.med.harvard.edu,134.174.140.230,"edns1.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,,,,,,,,
[x],scheddev-rhel8.tch.harvard.edu,"10.36.171.100, 134.174.21.180, 134.174.21.140","bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",True,10.36.171.100,NOERROR,,"ns1.childrenshospital.org, ns2.childrenshospital.org, ndcnetnse1.tch.harvard.edu, bdcnetnse1.tch.harvard.edu",,,,,,
[x],schedule.med.harvard.edu,,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,dmzlb-vip.rc.hms.harvard.edu,,,,,,,
[x],scheduler.fas.harvard.edu,"35.168.83.162, 34.192.55.151, 100.24.156.175","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,scheduler-prod.ats.cloud.huit.harvard.edu,,,,,,,
[x],schepens.harvard.edu,"162.144.223.50, 155.52.254.30, 170.223.111.250, 132.183.181.168, 132.183.181.173","ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,"ocorexns2.partners.org, ecorexns2.partners.org, ecorexns1.partners.org, ocorexns1.partners.org",,,mgbmx.partners.org,"h0h66zCxRMaw3w/gdImeWSWdIq8O9D/Bnpws7yrurqLLB/zRznbj0J62yCXUNpyBWNltS7BnSwZa2xwarcI2jw==, dropbox-domain-verification=4e7s9zyfllr4, MS=7042D40E1CDDF9D3980695ACFFE6A400CC1439F0, J8RuEagXw4DgYiTXV3wiqv2pXCK33UoYAgBQ3zBSIyb9j5nFueeBuRl2lCp1YE35sQCiXyVaZoMkwJR9+MGHhw==, MS=ms64543382",,
[x],schlesinger.lib.harvard.edu,"18.209.155.127, 23.22.4.75, 35.173.154.184","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,suitespot-prod.hz.lib.harvard.edu,,,,,,,
[x],schlesinger.radcliffe.harvard.edu,"35.173.154.184, 23.22.4.75, 18.209.155.127","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"schlesinger.lib.harvard.edu, suitespot-prod.hz.lib.harvard.edu",,,,,,,
[x],schmidtlab.med.harvard.edu,"198.185.159.145, 198.49.23.144, 198.185.159.144, 198.49.23.145","dns1.p06.nsone.net, dns-admin.squarespace.com",,,NOERROR,"www.schmidtlaboratory.org, ext-sq.squarespace.com",,,,,,,
[x],scholar.harvard.edu,"95.101.74.220, 95.101.74.198","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.scholar.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],scholarships.harvard.edu,"3.215.150.64, 52.202.246.166","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"scholarships.harvard.edu.c14440.campuspress.com, cloudflare-resolve-to.c14440.campuspress.com, harvard.us-east-1.lb.campuspress.com, produ-loadb-uqhly5yu8f4z-a3663446a8cdb9c0.elb.us-east-1.amazonaws.com",,,,,,,
[x],sci.hms.harvard.edu,134.174.149.23,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,magpie.hms.harvard.edu,,,,,,,
[x],science.fas.harvard.edu,,"n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],science.harvard.edu,173.203.129.95,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],sciencedemonstrations.fas.harvard.edu,,"n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],scorsese.wjh.harvard.edu,140.247.95.156,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],scratched.gse.harvard.edu,128.103.247.148,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],scrb.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,"a1-171.akam.net, a16-64.akam.net, a11-67.akam.net, a6-66.akam.net, a7-65.akam.net, a10-66.akam.net",,,"ext2-10wa.noc.harvard.edu, ext1-60ox.noc.harvard.edu",,,
[x],sds-cs-qa.hz.lib.harvard.edu,"34.202.227.20, 52.7.141.111, 52.207.69.16","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,"ns-103.awsdns-12.com, ns-1275.awsdns-31.org, ns-1744.awsdns-26.co.uk, ns-953.awsdns-55.net",,,,,,
[x],sds.lib.harvard.edu,"34.205.251.54, 34.236.100.135, 18.235.193.42","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,sds-prod.hz.lib.harvard.edu,,,,,,,
[x],sdscs-dev.lib.harvard.edu,10.138.25.219,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",True,10.138.25.219,NOERROR,internal-sds-cookie-server-1756565379.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
[x],sdscs.lib.harvard.edu,,"ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,sds-cs-prod.hz.lib.harvard.edu,,,,,,,
[x],search.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,hno-searchprod.harvard.edu,,,,,,,
[x],seas.harvard.edu,23.185.0.4,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,"a1-171.akam.net, a16-64.akam.net, a6-66.akam.net, a7-65.akam.net, a10-66.akam.net, a11-67.akam.net",,,"mx0b-00171101.pphosted.com, mx0a-00171101.pphosted.com","google-site-verification=Ntkj0kizbXeLgL5ZhlQPBmbZObEGrkSE5YjRjWpIpIQ, facebook-domain-verification=doc51nk107393unnjzhyyjjg0hrnin, google-site-verification=SH8DiLE4wwgj1FMyqiw3oVp87YfJSocPnsllN67ffkQ, v=spf1 redirect=_spf.harvard.edu",,"2620:12a:8000::4, 2620:12a:8001::4"
[x],secfas.fas.harvard.edu,"107.21.45.95, 54.156.42.13","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,hwp-redirect-lb-2143379933.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
[x],secretstash.dbmi.hms.harvard.edu,54.164.123.229,"dns-external-master.amazon.com, root.amazon.com",,,NOERROR,ec2-54-164-123-229.compute-1.amazonaws.com,,,,,,,
[x],section.fas.harvard.edu,128.103.69.32,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],secure-mail.hsl.harvard.edu,128.103.138.88,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,mailrelay2.hsl.harvard.edu,,,,,,,
[x],secure.bidmc.harvard.edu,134.174.104.124,"ns1-external.caregroup.org, networkservices.caregroup.harvard.edu",,,NOERROR,,,,,,,,
[x],secure.classes.harvard.edu,198.212.12.154,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],secure.clubs.harvard.edu,207.171.2.237,"ns0.dnsmadeeasy.com, dns.dnsmadeeasy.com",,,NOERROR,harvard.omnimagnet.com,,,,,,,
[x],secure.joslin.harvard.edu,134.174.1.162,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],secure.knet.hks.harvard.edu,20.75.233.51,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],secure.mclean.harvard.edu,207.97.212.196,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],secure.sph.harvard.edu,,"ns1.x.incapdns.net, hostmaster.incapsula.com, ns1.incapdns.net",,,NOERROR,tx4do.x.incapdns.net,,True,incapsula,,,,
[x],securemail.childrens.harvard.edu,134.174.13.227,"ndcnetnse1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,,,,
[x],securemail.hsl.harvard.edu,50.207.150.152,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],securemail.joslin.harvard.edu,148.163.150.150,"ns-sc4.proofpoint.com, ops.proofpoint.com",,,NOERROR,pe-00259601.gslb.pphosted.com,,,,,,,
[x],security.dfci.harvard.edu,132.183.254.253,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],security.harvard.edu,"23.48.23.163, 23.48.23.194","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],security.hms.harvard.edu,45.60.80.9,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",,,NOERROR,zlxcewx.x.incapdns.net,,True,incapsula,,,,
[x],security.mgh.harvard.edu,132.183.254.251,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],security.seas.harvard.edu,54.172.197.41,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,"web-static.seas.harvard.edu, web-static-aws.seas.harvard.edu",,,,,,,
[x],seedlab.mgh.harvard.edu,155.52.206.8,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],sef.cloud.huit.harvard.edu,,"ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,sef-lb-pub-prod.ats.cloud.huit.harvard.edu,,,,,,,
