input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_wildcard_certificate,cdn_name,cdn,final_url,webserver
redstone.beta.blendlabs.com,Not Found,404,12379,,redstone.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T03:07:48Z,2023-08-09T03:07:47Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5542759e3386fe0efc39548ea25eb49a,cc5dd75217ffe8c3997af4c47c58bc7ca413836171aee866e510fde21f74ef27,ctls,redstone.beta.blendlabs.com,80,http://redstone.beta.blendlabs.com:80,http,text/html,GET,172.65.228.100,/,546987192,172.65.228.100,,161,False,True,True,cloudflare,True,https://redstone.beta.blendlabs.com/,
redstone.blendlabs.com,Not Found,404,12379,,redstone.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,redstone.blendlabs.com,80,http://redstone.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://redstone.blendlabs.com/,
regency.beta.blendlabs.com,,400,28,,regency.beta.blendlabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-11T03:07:48Z,2023-08-09T03:07:47Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5542759e3386fe0efc39548ea25eb49a,cc5dd75217ffe8c3997af4c47c58bc7ca413836171aee866e510fde21f74ef27,ctls,regency.beta.blendlabs.com,80,http://regency.beta.blendlabs.com:80,http,text/html,GET,35.175.88.79,/,-2025574194,54.84.206.163,,1,False,True,True,,,https://regency.beta.blendlabs.com/,
regency.blendlabs.com,,400,28,,regency.blendlabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,regency.blendlabs.com,80,http://regency.blendlabs.com:80,http,text/html,GET,34.227.180.134,/,-2025574194,34.200.90.168,,1,False,True,True,,,https://regency.blendlabs.com/,
regencymtg.blendlabs.com,,400,28,,regencymtg.blendlabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,regencymtg.blendlabs.com,443,https://regencymtg.blendlabs.com:443,https,text/html,GET,34.200.90.168,/,-2025574194,54.234.114.148,,1,False,True,True,,,,
regions.blendlabs.com,Not Found,404,12379,,regions.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,regions.blendlabs.com,80,http://regions.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://regions.blendlabs.com/,
remine.beta.blendlabs.com,,200,111655,https://cdn.plaid.com/link/,remine.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,remine.beta.blendlabs.com,443,https://remine.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
renasant.blendlabs.com,Not Found,404,12379,,renasant.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,renasant.blendlabs.com,443,https://renasant.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
republicbank.blendlabs.com,Not Found,404,12379,,republicbank.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,republicbank.blendlabs.com,443,https://republicbank.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
residentlending.blendlabs.com,,200,79363,https://apps.e-signlive.com,residentlending.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T19:42:33Z,2023-07-07T19:42:32Z,CN=residentlending.blendlabs.com,residentlending.blendlabs.com,,residentlending.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,44282cd13e799840d09330d734347968,0156961cea7555087d4c2f2a782a818481a6b2100a38bfc41e025d33b7ec4eba,ctls,residentlending.blendlabs.com,80,http://residentlending.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,477133321,172.65.242.70,Plaid,33,False,,,cloudflare,True,https://residentlending.blendlabs.com/,
revolution.blendlabs.com,Not Found,404,12379,,revolution.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,revolution.blendlabs.com,443,https://revolution.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
rightstart.beta.blendlabs.com,,200,116043,https://bl-sandbox-connex-static-assets.s3.amazonaws.com,rightstart.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,rightstart.beta.blendlabs.com,443,https://rightstart.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
rmg.beta.blendlabs.com,,200,195458,www.google.com,rmg.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,rmg.beta.blendlabs.com,80,http://rmg.beta.blendlabs.com:80,http,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,https://rmg.beta.blendlabs.com/,
rmg.blendlabs.com,Not Found,404,12379,,rmg.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,rmg.blendlabs.com,80,http://rmg.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://rmg.blendlabs.com/,
roguecu.blendlabs.com,Not Found,404,12379,,roguecu.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,roguecu.blendlabs.com,443,https://roguecu.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
rosecitymtg.blendlabs.com,Not Found,404,12379,,rosecitymtg.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,rosecitymtg.blendlabs.com,443,https://rosecitymtg.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
rpm-mtg.blendlabs.com,,400,28,,rpm-mtg.blendlabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,rpm-mtg.blendlabs.com,443,https://rpm-mtg.blendlabs.com:443,https,text/html,GET,52.45.26.193,/,-2025574194,34.200.90.168,,1,False,True,True,,,,
rpm.blendlabs.com,,400,28,,rpm.blendlabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,rpm.blendlabs.com,443,https://rpm.blendlabs.com:443,https,text/html,GET,34.200.90.168,/,-2025574194,44.207.179.188,,1,False,True,True,,,,
rural1st.blendlabs.com,Not Found,404,12379,,rural1st.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,rural1st.blendlabs.com,80,http://rural1st.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://rural1st.blendlabs.com/,
sabadell.beta.blendlabs.com,,200,121985,https://cdn.plaid.com,sabadell.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,sabadell.beta.blendlabs.com,80,http://sabadell.beta.blendlabs.com:80,http,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,https://sabadell.beta.blendlabs.com/,
sccu.beta.blendlabs.com,,200,119991,https://www.google.com,sccu.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,sccu.beta.blendlabs.com,80,http://sccu.beta.blendlabs.com:80,http,text/html,GET,172.65.228.100,/,-305036454,172.65.228.100,Plaid,33,False,,True,cloudflare,True,https://sccu.beta.blendlabs.com/,
securityff.blendlabs.com,Not Found,404,12379,,securityff.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,securityff.blendlabs.com,80,http://securityff.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://securityff.blendlabs.com/,
send.blend.com,SendSafe,200,471,,send.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T19:46:17Z,2023-08-04T19:46:16Z,CN=*.k8s.infosec.blendlabs.com,*.k8s.infosec.blendlabs.com,,send.blend.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6f64f0b08d8db90f5404f69f758aabc3,6090320acac26aa416d1c31fd5d44d780c16137e3707468da52299fc65064bfe,ctls,send.blend.com,443,https://send.blend.com:443,https,text/html,GET,54.86.234.107,/,1593207841,52.3.98.133,HSTS,20,False,,True,,,,
sentry-relay-proxy.k8s.tools.blend.com,,403,7,,sentry-relay-proxy.k8s.tools.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-07T00:39:25Z,2023-08-05T00:39:24Z,CN=*.k8s.tools.blend.com,*.k8s.tools.blend.com,,tools.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,291f96f17a11c5cacfd9b6f76a22f5f9,28d1de6309981d414a1eec1c806d5a395e75b355c6396ac61eb7153886ce6a8d,ctls,sentry-relay-proxy.k8s.tools.blend.com,443,https://sentry-relay-proxy.k8s.tools.blend.com:443,https,text/plain,GET,54.235.77.65,/,-1418890119,54.146.72.179,,2,False,,True,,,,
sfcu.blendlabs.com,Not Found,404,12379,,sfcu.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,sfcu.blendlabs.com,80,http://sfcu.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://sfcu.blendlabs.com/,
sheamortgage.beta.blendlabs.com,,200,121815,https://storage.googleapis.com/code.snapengage.com/,sheamortgage.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,sheamortgage.beta.blendlabs.com,443,https://sheamortgage.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
sheamortgage.blendlabs.com,Not Found,404,12379,,sheamortgage.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,sheamortgage.blendlabs.com,443,https://sheamortgage.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
signingroom.vault.beta.blend.com,DocMagic SigningRoom,200,2211,,signingroom.vault.beta.blend.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-16T23:59:59Z,CN=vault.beta.blend.com,vault.beta.blend.com,,api.vault.beta.blend.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b984c9255fa7818f6bd974421d39a82b,955e9bb0f12b4e577a9653cefab92b43fa7ee41beaf7ea80290c118fd9c1b43f,ctls,signingroom.vault.beta.blend.com,443,https://signingroom.vault.beta.blend.com:443,https,text/html,GET,52.7.7.50,/,1772087922,54.84.32.19,Windows Server,77,False,,,,,https://signingroom.vault.beta.blend.com/Account/Register,Microsoft-IIS/10.0
signingroom.vault.blend.com,DocMagic SigningRoom,200,2211,,signingroom.vault.blend.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-02-15T23:59:59Z,CN=vault.blend.com,vault.blend.com,,api.vault.blend.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,305b0c2c61918171953b89dc43cc8ccc,898bca06b15d0597e525714ece69e10bf56a212bf6a7a3cada271383cf199e8d,ctls,signingroom.vault.blend.com,80,http://signingroom.vault.blend.com:80,http,text/html,GET,54.235.232.209,/,1772087922,3.212.109.149,Windows Server,77,False,,,,,https://signingroom.vault.blend.com:443/Account/Register,Microsoft-IIS/10.0
silvermine.blendlabs.com,Not Found,404,12379,,silvermine.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,silvermine.blendlabs.com,443,https://silvermine.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
smartsafe-sr-ext.beta.docmagic.blend.com,DocMagic SigningRoom,200,2211,,smartsafe-sr-ext.beta.docmagic.blend.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-24T23:59:59Z,CN=beta.docmagic.blend.com,beta.docmagic.blend.com,,smartsafe-api.beta.docmagic.blend.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f0ad230f04fcb404fbda51432d1cbe76,91e26bfc090955edd02cc0be768821aa66b63ab000ea42230cf27ac5354a5fcb,ctls,smartsafe-sr-ext.beta.docmagic.blend.com,443,https://smartsafe-sr-ext.beta.docmagic.blend.com:443,https,text/html,GET,52.7.7.50,/,1772087922,54.84.32.19,Windows Server,77,False,,,,,https://smartsafe-sr-ext.beta.docmagic.blend.com/Account/Register,Microsoft-IIS/10.0
smartsafe-sr-ext.docmagic.blend.com,DocMagic SigningRoom,200,2211,,smartsafe-sr-ext.docmagic.blend.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-10-12T23:59:59Z,CN=docmagic.blend.com,docmagic.blend.com,,smartsafe-sr.docmagic.blend.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f432aefae19d9973e0c3122f2e85dd,eb3ecc997b758680ece99b640331eb4220ce0c45de2552825282aa87084eb640,ctls,smartsafe-sr-ext.docmagic.blend.com,80,http://smartsafe-sr-ext.docmagic.blend.com:80,http,text/html,GET,3.212.109.149,/,1772087922,52.23.63.169,Windows Server,77,False,,,,,https://smartsafe-sr-ext.docmagic.blend.com:443/Account/Register,Microsoft-IIS/10.0
smb.beta.blendlabs.com,,200,127665,https://app.mode.com,smb.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,smb.beta.blendlabs.com,443,https://smb.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
smb.blendlabs.com,Not Found,404,12379,,smb.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,smb.blendlabs.com,80,http://smb.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://smb.blendlabs.com/,
smp.blendlabs.com,Not Found,404,12379,,smp.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,smp.blendlabs.com,80,http://smp.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://smp.blendlabs.com/,
snapfi.beta.blendlabs.com,,200,116678,csi.gstatic.com,snapfi.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,snapfi.beta.blendlabs.com,443,https://snapfi.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
solmortgage.blendlabs.com,,400,28,,solmortgage.blendlabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,solmortgage.blendlabs.com,80,http://solmortgage.blendlabs.com:80,http,text/html,GET,34.227.180.134,/,-2025574194,54.234.114.148,,1,False,True,True,,,https://solmortgage.blendlabs.com/,
