new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,txt,mx,caa,has_internal_ips,internal_ips,ptr
,spectrum.niaaa.nih.gov,156.40.212.12,2607:f220:404:1001:156:40:212:12,nihweb11vm.cit.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,spillbox6.nlm.nih.gov,,2607:f220:41e:1138::110,,"lhcns1.nlm.nih.gov, nlmdnshostmaster.mail.nih.gov",,NOERROR,,,,,,,,
,spin.niddk.nih.gov,128.231.148.84,2607:f220:417:4203::84,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,speck.niddk.nih.gov,,,,
,spis.cit.nih.gov,165.112.158.201,2607:f220:404:202::1:201,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,v=spf1 include:nih.gov ~all,,,,,
,splunk-hec.acf.hhs.gov,"18.233.206.143, 34.174.25.68",,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,splunk.grantsolutions.gov,"172.17.0.113, 172.17.6.36, 172.17.10.154, 172.17.4.72, 172.17.2.188",,internal-tools-internal-alb-1782448138.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,True,"172.17.0.113, 172.17.6.36, 172.17.10.154, 172.17.4.72, 172.17.2.188",
,splunk.philab.cdc.gov,12.139.22.62,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,splunk2.era.nih.gov,"137.187.241.174, 137.187.241.146",,internal-infra-prod-era-nih-gov-150288178.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,spoadm.cit.nih.gov,156.40.212.41,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,spotlight.nlm.nih.gov,"3.231.192.88, 18.209.192.129","2600:1f18:14b8:1c01:acc6:8079:78e8:4232, 2600:1f18:14b8:1c00:8def:8751:146e:54ab","profiles.awsprod.nlm.nih.gov, profilesinscience-a-1561485524.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net, ns-1119.awsdns-11.org",NOERROR,,,,,,,,
,spreporter.od.nih.gov,137.187.173.18,2607:f220:41a:431d::89bb:ad12,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,sprouts.ctss.nih.gov,156.40.89.104,,hddirswebep06.nichd.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,sps-osfm.nci.nih.gov,156.40.212.26,,,"ddi-rsgm.nci.nih.gov, hostmaster.nci.nih.gov",,NOERROR,,,,,,,,
,sps.cc.nih.gov,156.40.212.22,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,sps.nci.nih.gov,128.231.255.94,,,"ddi-rsgm.nci.nih.gov, hostmaster.nci.nih.gov",,NOERROR,,,,,,,,
,sps.nei.nih.gov,,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,sps.od.nih.gov,128.231.255.87,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,sptest.cit.nih.gov,165.112.33.167,,stg.hhssp10.cit.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,spweb.od.nih.gov,156.40.212.17,2607:f220:404:1002:156:40:212:17,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,srtr.transplant.hrsa.gov,192.208.55.54,,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,ss2.cit.nih.gov,165.112.178.125,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ssbgportal.acf.hhs.gov,52.224.80.215,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,True,azure,,,,,,
,ssl1.nih.gov,192.231.145.20,,stagingvpn.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,sslvpn.ecap.cms.gov,209.251.180.81,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,sslvpn.philab.cdc.gov,96.77.124.129,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,sso.acf.hhs.gov,"3.227.131.114, 3.214.246.145",,rh-sso-prod-1609292775.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
,sso.cdc.gov,"198.246.117.22, 198.246.121.22, 198.246.96.92, 198.246.96.61, 198.246.125.10",,,"ns2.cdc.gov, hostmaster.cdc.gov","icdc-us-ns3.cdc.gov, ns3.cdc.gov, ns2.cdc.gov, ns1.cdc.gov, icdc-us-ns2.cdc.gov, icdc-us-ns1.cdc.gov",NOERROR,,,,,,,,
,sso.cms.gov,158.73.247.99,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,sso.npdb.hrsa.gov,54.186.167.170,2600:1f13:e57:9305:2990:629b:f52d:aba0,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,ssostg.acf.hhs.gov,158.74.35.161,2607:f220:600:1::1429,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,ssp-dev.cms.gov,,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,ssp-prod.cms.gov,10.244.96.125,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,True,10.244.96.125,
,ssp.cit.nih.gov,,,moss.cit.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ssp.philab.cdc.gov,96.77.124.142,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,st-va.ncbi.nlm.nih.gov,,,,"dns1-ncbi.ncbi.nlm.nih.gov, systems.ncbi.nlm.nih.gov",,NOERROR,,,"v=spf1 ip4:130.14.26.0/25 ip4:165.112.9.132 ip4:128.231.90.64/26 ip4:165.112.13.0/26 ip6:2607:f220:0404:8104::0/64 ip6:2607:f220:402:1a01::0/64 , ip4:63.150.153.0/28 ip4:63.236.109.192/28 ip4:63.236.97.64/27 ip4:66.77.66.64/26 ip4:63.236.105.192/28 ip4:63.236.106.128/27 ip4:68.177.111.128/26 ip4:156.40.79.128/25 ip4:165.112.194.0/25 , ip6:2607:f220:041e:4260::41/64 ip6:2607:f220:041e:4260::42/64 ip6:2607:f220:041e:4260::15/64 ip6:2607:f220:041e:4260::16/64 ip6:2607:f220:41f:4260::132/64 include:nih.gov -all",,godaddy.com,,,
,staffdirectory.nigms.nih.gov,156.40.212.193,2607:f220:404:1002:156:40:212:193,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,stage-api.hhs.gov,216.178.232.152,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,stage-cmsmanager.digitalmedia.hhs.gov,"54.162.147.2, 54.210.203.201, 52.6.212.109, 3.85.158.95","2600:1f18:212:4a05:6af0:20a2:9bcb:52d0, 2600:1f18:212:4a06:d0a:ceb0:ff11:e6bd, 2600:1f18:212:4a07:e93a:55bf:497:65, 2600:1f18:212:4a04:60e0:1c43:3384:5017",alb-syndication-stage-admin-1585012591.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stage-digitalmedia.hhs.gov,23.37.62.81,"2a02:26f0:1700:380::219c, 2a02:26f0:1700:382::219c","digitalmedia.testhhs.akadns.net, e8604.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,stage-facts.betobaccofree.hhs.gov,,,alb-fda-gov-stage-1353171179.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stage-home.grantsolutions.gov,107.23.62.172,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,,,,,,,,
,stage-intranet.cloud.hhs.gov,23.37.62.81,"2a02:26f0:1700:380::219c, 2a02:26f0:1700:382::219c","intranet.hhs.gov.edgekey.net, e8604.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,stage-smrb.betobaccofree.hhs.gov,"34.192.188.26, 52.201.189.180","2600:1f18:212:4a00:dd66:dd53:23d:996a, 2600:1f18:212:4a01:aa90:cb12:8710:1a48",alb-fda-gov-stage-1353171179.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stage-tagcloud.digitalmedia.hhs.gov,"54.162.147.2, 54.210.203.201, 3.85.158.95, 52.6.212.109","2600:1f18:212:4a07:e93a:55bf:497:65, 2600:1f18:212:4a05:6af0:20a2:9bcb:52d0, 2600:1f18:212:4a04:60e0:1c43:3384:5017, 2600:1f18:212:4a06:d0a:ceb0:ff11:e6bd",alb-syndication-stage-admin-1585012591.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stage-tinyurl.digitalmedia.hhs.gov,"52.6.212.109, 54.210.203.201, 54.162.147.2, 3.85.158.95","2600:1f18:212:4a04:60e0:1c43:3384:5017, 2600:1f18:212:4a05:6af0:20a2:9bcb:52d0, 2600:1f18:212:4a07:e93a:55bf:497:65, 2600:1f18:212:4a06:d0a:ceb0:ff11:e6bd",alb-syndication-stage-admin-1585012591.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stage-webstandards-admin.cloud.hhs.gov,"52.73.124.247, 34.233.146.175, 54.221.125.239","2600:1f18:212:4a08:df45:c06f:cba7:4c10, 2600:1f18:212:4a01:1d13:61e0:c36:cec0, 2600:1f18:212:4a00:8ceb:a080:a960:18e5",alb-cloudapps-prod-1532575290.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stage.adfs.ams.hhs.gov,158.74.36.100,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,stage.allofus.nih.gov,,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,stage.ams.hhs.gov,158.74.36.53,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,stage.eipp.cdc.gov,137.117.64.193,,"ippstagewebapp.trafficmanager.net, ippstageappgate.eastus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,stage.fsap.cdc.gov,"198.246.106.64, 198.246.125.102, 198.246.110.76",,stage.fsap.glb.cdc.gov,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov","ns2.glb.cdc.gov, ns1.glb.cdc.gov",NOERROR,,,,,,,,
,stage.fsap.glb.cdc.gov,198.246.106.64,,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,stage.grantsolutions.gov,107.23.62.172,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,,,,,,,,
,stage.hhs.gov,"34.193.156.186, 3.211.235.226","2600:1f18:212:4a00:18b4:13a8:c490:f0b5, 2600:1f18:212:4a01:943d:8879:4f62:36ae",alb-proxy-hhs-37203100.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stage.liheappm.acf.hhs.gov,66.62.125.243,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,stage.niehs.nih.gov,157.98.255.45,,,"ns8.niehs.nih.gov, niehsdco.niehs.nih.gov",,NOERROR,,,,,,,,
,stage.occms.acf.hhs.gov,"54.89.199.149, 50.19.232.95, 3.227.125.157",,management-stage-alb-1401090914.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stage.ocsrr.acf.hhs.gov,"52.3.211.13, 50.19.246.140",,alb-stage-385233006.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stage.public.csr.nih.gov,3.212.25.176,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,stage.submit-mfcu-convictions.oig.hhs.gov,,,,"iad-f5-a2.oig.hhs.gov, hostmaster.iad-f5-a2.oig.hhs.gov",,NOERROR,,,,,,,,
,stage.survey.oig.hhs.gov,158.70.28.21,,,"iad-f5-a2.oig.hhs.gov, hostmaster.iad-f5-a2.oig.hhs.gov",,NOERROR,,,,,,,,
,stage0.medicaid.gov,104.110.152.110,"2600:1408:9000:685::288, 2600:1408:9000:68f::288","iservnonprod.medicare.gov.edgekey.net, e648.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,stageagid.acl.gov,,"2620:1ec:4e:1::44, 2620:1ec:4f:1::44","s-pub-fdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",,NOERROR,,,,,,,,
,stageeldercare.acl.gov,"13.107.237.44, 13.107.238.44","2620:1ec:4f:1::44, 2620:1ec:4e:1::44","s-pub-fdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",,NOERROR,,,,,,,,
,stageicdr.acl.gov,"13.107.253.44, 13.107.226.44","2620:1ec:29:1::44, 2620:1ec:48:1::44","s-pub-fdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",,NOERROR,,,,,,,,
,stagencea2.acl.gov,20.119.0.28,,"cmsstaging-webapp.azurewebsites.net, waws-prod-blu-393.sip.azurewebsites.windows.net, waws-prod-blu-393-1304.eastus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,,,,,,,,
,stageoia.acl.gov,"13.107.226.45, 13.107.253.45","2620:1ec:4f:1::45, 2620:1ec:4e:1::45","s-pub-fdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",,NOERROR,,,,,,,,
,stageolderindians.acl.gov,"13.107.253.44, 13.107.226.44","2620:1ec:29:1::44, 2620:1ec:48:1::44","s-pub-fdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",,NOERROR,,,,,,,,
,stagetestdomain2.nih.gov,"95.101.74.142, 95.101.74.148","2a02:26f0:c900:9::5f65:4a8e, 2a02:26f0:c900:9::5f65:4a94","stagetestdomain2.nih.gov.edgekey.net, e87351.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,stagetestdomain4.nih.gov,"2.17.100.200, 2.17.100.171","2a02:26f0:ab00::5c7a:d71b, 2a02:26f0:ab00::214:8e49","stagetestdomain4.nih.gov.edgekey.net, e87351.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,staging-araps.hhs.gov,158.74.54.191,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,staging-dot.cdc.gov,"107.21.14.190, 198.246.96.92, 198.246.96.61, 198.246.125.10",,,"ns2.cdc.gov, hostmaster.cdc.gov","icdc-us-ns2.cdc.gov, icdc-us-ns1.cdc.gov, ns2.cdc.gov, ns3.cdc.gov, icdc-us-ns3.cdc.gov, ns1.cdc.gov",NOERROR,,,,,,,,
,staging.bluebutton.cms.gov,"2.20.132.120, 2.20.132.153","2a02:26f0:64::214:8478, 2a02:26f0:64::214:8499","nonproduction.cms.gov.edgekey.net, e110723.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,staging.cit.nih.gov,156.40.75.252,,webstaging8.cit.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,staging.cnms.cit.nih.gov,137.187.1.44,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,staging.dcc-dataportal.cdc.gov,69.195.247.205,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,staging.ehp.niehs.nih.gov,"104.18.1.83, 104.18.0.83","2606:4700::6812:153, 2606:4700::6812:53",,"ishaan.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
,staging.fysbdms.acf.hhs.gov,15.200.108.163,,ec2-15-200-108-163.us-gov-west-1.compute.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",,NOERROR,,,,,,,,
,staging.hivtrace.cdc.gov,"2.16.241.90, 2.16.241.86","2a02:26f0:64::214:8487, 2a02:26f0:64::214:846c","staging.hivtrace.cdc.gov.edgekey.net, e128788.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,staging.hses.ohs.acf.hhs.gov,"15.200.65.158, 3.30.50.223","2600:1f12:18a:7d00:e873:60dd:83d2:4dc3, 2600:1f12:18a:7d01:603b:18e9:faf1:209a",staging.hses.ohs.acf.hhs.gov.external-domains-production.cloud.gov,"ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,staging.learning.hhs.gov,168.143.177.43,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,staging.medicaid.gov,104.98.128.235,"2a02:26f0:c900:28a::288, 2a02:26f0:c900:287::288","iservnonprod.medicare.gov.edgekey.net, e648.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,staging.nia.nih.gov,"18.66.97.73, 18.66.97.39, 18.66.97.3, 18.66.97.104","2600:9000:223c:1000:17:e11d:6780:93a1, 2600:9000:223c:b600:17:e11d:6780:93a1, 2600:9000:223c:4200:17:e11d:6780:93a1, 2600:9000:223c:ec00:17:e11d:6780:93a1, 2600:9000:223c:da00:17:e11d:6780:93a1, 2600:9000:223c:c200:17:e11d:6780:93a1, 2600:9000:223c:ca00:17:e11d:6780:93a1, 2600:9000:223c:3a00:17:e11d:6780:93a1","nia-main-stage.iqsolutions.com, df7hx7wc3ig7y.cloudfront.net","ns-692.awsdns-22.net, awsdns-hostmaster.amazon.com","ns-1379.awsdns-44.org, ns-1718.awsdns-22.co.uk, ns-234.awsdns-29.com, ns-692.awsdns-22.net",NOERROR,True,cloudfront,,,,,,
,staging.niaid.nih.gov,137.187.152.95,,wip.niaid.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,staging.niddk.nih.gov,10.147.163.10,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,True,10.147.163.10,
,staging.nihroadmap.nih.gov,156.40.75.170,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,staging2.safetyreporting.hhs.gov,137.187.1.210,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,stagingapps.nichd.nih.gov,156.40.88.159,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,stagingcollaboration.nichd.nih.gov,156.40.89.6,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,staginginsider.nichd.nih.gov,156.40.91.67,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,stagingwebeditor.nichd.nih.gov,156.40.91.46,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,stars.acl.gov,"35.173.60.167, 35.153.25.124",,hhsacl-nlb01-7abf90a50af6ba7f.elb.us-east-1.amazonaws.com,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stash.era.nih.gov,"128.231.55.183, 128.231.55.157",,internal-infra-nprd-era-nih-gov-788276557.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,static-prototype.glb.cdc.gov,198.246.102.135,,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,status.cloud.cms.gov,18.246.31.133,,n8cdqtbkspb4.stspg-customer.com,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,"letsencrypt.org, globalsign.com;",,,
,status.west.cms.gov,52.215.192.131,,n8cdqtbkspb4.stspg-customer.com,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,"globalsign.com;, letsencrypt.org",,,
,stemcells.nih.gov,156.40.214.137,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,step.nih.gov,156.40.214.181,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,stg-asprwg.hhs.gov,"18.218.151.231, 18.119.7.192",,stgwg-610273886.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg-asprwgpublic.hhs.gov,"18.219.76.140, 18.220.123.126",,stgasprwgpublic-818639333.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg-citvoip-gw-159h-a-lo2.net.nih.gov,165.112.4.248,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,stg-owa.hhs.gov,"18.217.218.0, 18.189.174.203",,stgowa-1749279713.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com","ns-1076.awsdns-06.org, ns-127.awsdns-15.com, ns-1722.awsdns-23.co.uk, ns-598.awsdns-10.net",NOERROR,,,,,,,,
,stg-phe.hhs.gov,18.190.137.83,,stgphe-1096332509.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg-reg.bpci.cms.gov,161.249.87.43,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,stg-reg.hcia.cms.gov,161.249.87.57,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,stg-reg.mccm.cms.gov,161.249.87.66,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,stg-reg2.hcia.cms.gov,161.249.87.59,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,stg-telehealth.hhs.gov,,,djiwpqmgx6cs3.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,,,,,,,,
,stg-wfm.hhs.gov,"18.218.156.131, 18.224.116.2",,stgwfm-2088200553.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.bpci.cms.gov,161.249.87.42,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,stg.cert.cms.gov,161.249.87.46,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,stg.collaboration.nhlbi.nih.gov,165.112.201.25,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,stg.hcia.cms.gov,161.249.87.54,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,stg.mccm.cms.gov,161.249.87.35,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,stg.mriatlases.nih.gov,137.187.1.44,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,stg.nextgen.cio.egos.nih.gov,"54.174.201.193, 34.231.90.94",,stg.gss.nextgen.nitaacappdev.com,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.nihlibrary.nih.gov,54.197.247.141,,,"ns.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,stg.ocio-conf.acf.hhs.gov,"52.3.211.13, 50.19.246.140",,alb-stage-385233006.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stgrads.acf.hhs.gov,"50.19.246.140, 52.3.211.13",,alb-stage-385233006.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stitxapp-int.cdc.gov,"104.126.37.152, 104.126.37.129","2a02:26f0:1700:11::b856:6796, 2a02:26f0:1700:11::b856:6787","stitxapp-int.cdc.gov.edgekey.net, e128788.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,stitxapp.cdc.gov,"2.16.187.9, 2.16.187.26","2a02:26f0:3100::1735:2a72, 2a02:26f0:3100::1735:2a80","stitxapp.cdc.gov.edgekey.net, e128788.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,stopanthraxwebappdev.cdc.gov,198.246.117.207,,asdz-pdir-10.cdc.gov,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,stopbullying.gov,52.7.111.176,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.gov","rh120ns1.368.dhhs.gov, rh120ns2.368.dhhs.gov, rh202ns1.355.dhhs.gov, rh202ns2.355.dhhs.gov",NOERROR,,,"v=spf1 a mx ptr -all, t9d5b8c6g6fnjxgqxm14549l3nr7x7p1","smtp.ees.hhs.gov, smtp2.ees.hhs.gov","digicert.com, entrust.net",,,
