host,a,soa,status_code,axfr,cname,mx,cdn,cdn-name,has_internal_ips,internal_ips,txt,ns,caa,aaaa
pymldeploy.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'pymldeploy.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shiny-commops-dash.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
supermarket-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'supermarket-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
renaissance.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'renaissance.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
sherlock.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sherlock.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shs.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shs.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
submitqueue-admin.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'submitqueue-admin.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
questions.uberinternal.com,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'questions.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shiny-eapd2-coe-ubr-voz.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-eapd2-coe-ubr-voz.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
snippy.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'snippy.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shadowdash-sjc1.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shadowdash-sjc1.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shiny-eapd2-bpo-min-lah.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-eapd2-bpo-min-lah.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
pypi-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'pypi-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
strelka.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'strelka.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
spectrum.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'spectrum.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shiny-uf-carrier-search.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-uf-carrier-search.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
spectre.uberinternal.com,207.231.168.171,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'spectre.uberinternal.com'},,,,,,,,,,
storedvalue.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'storedvalue.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shiny-gladwell.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-gladwell.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
styleguide.uberinternal.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'styleguide.uberinternal.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
shiny-eapd2-bpo-tlp-vol.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-eapd2-bpo-tlp-vol.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shiny-eapd2-coe-ubr-cai.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-eapd2-coe-ubr-cai.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
release-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'release-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
qb-monorepo-dca.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'qb-monorepo-dca.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
sirius-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sirius-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
studio-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'studio-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shs-phx2-staging.uberinternal.com,104.36.197.136,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shs-phx2-staging.uberinternal.com'},"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,,,,,,,,
session2trace.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'session2trace.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
rent-beta.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'rent-beta.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
safety-telematics.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'safety-telematics.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
stage-bliss-events.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'stage-bliss-events.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shiny-commops-agent-dash-v2.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-commops-agent-dash-v2.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
spinnaker.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'spinnaker.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
sim.uberinternal.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sim.uberinternal.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
shipyard-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shipyard-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
supermarket.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'supermarket.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
sigma.uberinternal.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sigma.uberinternal.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
shs-dca1-secure.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shs-dca1-secure.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shiny-eapd2-coe-ubr-lis.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-eapd2-coe-ubr-lis.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
secure-t.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'secure-t.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shs-dca1-hos.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shs-dca1-hos.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
rush.uberinternal.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'rush.uberinternal.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
shop.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shop.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
rodeo-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'rodeo-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
storage-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'storage-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
safety-lens.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'safety-lens.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
tech.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'tech.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
surgeconf-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'surgeconf-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
superfine.uberinternal.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'superfine.uberinternal.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",,True,google,,,,,,
sundial-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sundial-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
solaire.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'solaire.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
sif.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sif.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
submitqueue-view-mesos.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'submitqueue-view-mesos.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
sftp.it-tools.uberinternal.com,97.64.98.164,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sftp.it-tools.uberinternal.com'},,,,,,,,,,
shiny-security-insights.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-security-insights.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
rc-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'rc-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
screenflow-future.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'screenflow-future.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
sea-eng.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sea-eng.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
spark-jhs.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'spark-jhs.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
swn-phx2.uberinternal.com,104.36.197.136,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'swn-phx2.uberinternal.com'},"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,,,,,,,,
sonarqube.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sonarqube.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
scribe.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'scribe.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shiny-eapd2-bpo-cvg-lub.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-eapd2-bpo-cvg-lub.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
snitch.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'snitch.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
search-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'search-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shs-phx2.uberinternal.com,104.36.197.136,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shs-phx2.uberinternal.com'},"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,,,,,,,,
security-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'security-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
sia.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sia.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
ssgraphql.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ssgraphql.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shiny-india-xli-dash.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-india-xli-dash.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
renaissance-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'renaissance-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
sigma-dca1.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sigma-dca1.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
t3.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 't3.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
shipyard.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shipyard.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
prod4-insightvm.uberinternal.com,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'prod4-insightvm.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
qb-backend-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'qb-backend-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
t3-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 't3-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
sso.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sso.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
scout-prod.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'scout-prod.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
starfish-ui.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'starfish-ui.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
superflurry-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'superflurry-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
safari-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'safari-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
status.uberinternal.com,52.215.192.132,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'status.uberinternal.com'},b1wm01s52bv0.stspg-customer.com,,,,,,,,"globalsign.com;, letsencrypt.org",
synoptic-ui.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'synoptic-ui.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
sortinghat.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sortinghat.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
shiny03-admin.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny03-admin.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
submitqueue-view.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'submitqueue-view.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
submitqueue.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'submitqueue.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
sonarqube-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sonarqube-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
superset-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'superset-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
shiny-document-compliance.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-document-compliance.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
slatev2.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'slatev2.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
staging-ufailover2.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'staging-ufailover2.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
teleassist-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'teleassist-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
shiny-eapd2-bpo-tku-mnl.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-eapd2-bpo-tku-mnl.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
storage-test.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'storage-test.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
t3-cdn-staging.uberinternal.com,"52.25.64.213, 44.224.235.157","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,{'host': 't3-cdn-staging.uberinternal.com'},t3-cd-loadb-l0u8dak2ec1r-1939950664.us-west-2.elb.amazonaws.com,,,,,,,,,
stage-bliss.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'stage-bliss.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
slack.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'slack.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
swn-dca18.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'swn-dca18.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shiny-eapd2-lcsr.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-eapd2-lcsr.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
terrablob.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'terrablob.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
storagetapper-phx2.uberinternal.com,104.36.197.136,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'storagetapper-phx2.uberinternal.com'},"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,,,,,,,,
sherlock-dev.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sherlock-dev.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
temp.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'temp.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
submap-sets.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'submap-sets.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
swn-staging-phx2.uberinternal.com,104.36.197.136,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'swn-staging-phx2.uberinternal.com'},"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,,,,,,,,
transit.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'transit.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
theresa-test.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'theresa-test.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
transparencyreport.uber.com,35.184.61.224,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,{'host': 'transparencyreport.uber.com'},uberpolicy.wpengine.com,,True,google,,,,,,
test123.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'test123.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
tools.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'tools.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
transit-beta.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'transit-beta.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
texter.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'texter.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
