input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,csp_domains_,final_url,tls_mismatched,tls_self_signed,tls_expired
sa-east-1-prd.edgeservice.a.intuit.com,503 Service Temporarily Unavailable,503,162,AS16509,AS16509,Unknown,54.206.0.0/15,sa-east-1-prd.edgeservice.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-02T00:00:00Z,2023-10-03T23:59:59Z,"CN=edgeservice.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",edgeservice.a.intuit.com,INTUIT INC.,br.edge.experimentation.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6504ef13fca4a881d71f4915d708dced,fe72444e57c31d5a5f00d8f6650344faeab5fa9c96bb4212a7e212cfd109adc0,ctls,sa-east-1-prd.edgeservice.a.intuit.com,,443,https://sa-east-1-prd.edgeservice.a.intuit.com:443,https,awselb/2.0,text/html,GET,54.207.194.12,/,1862162275,54.207.194.12,,7,False,,,,,,,
sandbox.api.intuit.com,,502,,AS16509,AS16509,Unknown,35.160.0.0/13,sandbox.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,sandbox.api.intuit.com,,443,https://sandbox.api.intuit.com:443,https,envoy,text/plain,GET,35.161.232.174,/,-1840324437,35.167.24.243,HSTS,1,False,,True,,,True,,
sandiego.api.intuit.com,,404,,AS16509,AS16509,Unknown,52.40.0.0/14,sandiego.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,sandiego.api.intuit.com,,443,https://sandiego.api.intuit.com:443,https,envoy,text/plain,GET,52.37.238.171,/,-1840324437,44.239.82.116,HSTS,1,False,,True,,,True,,
sangria-prod.a.intuit.com,Error 404 - Not Found,404,589,AS16509,AS16509,Unknown,34.208.0.0/12,sangria-prod.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-05T00:00:00Z,2023-10-06T23:59:59Z,"CN=sangria-prod.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",sangria-prod.a.intuit.com,INTUIT INC.,sangria-prod.a.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d02a5dbda53d713f58c8068962f4e905,6d144dc062608ebd6681109cc1ad02076f8d50a2a2ba325016e8f541e5d334cf,ctls,sangria-prod.a.intuit.com,,443,https://sangria-prod.a.intuit.com:443,https,nginx/1.23.4,text/html,GET,34.216.59.182,/,-629047854,44.238.125.78,Nginx:1.23.4,11,False,,,,,,,
sawa-prod-usercontent.mailchimp.com,,403,111,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,sawa-prod-usercontent.mailchimp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T23:38:44Z,2023-08-05T00:30:37Z,CN=sawa-prod-usercontent.mailchimp.com,sawa-prod-usercontent.mailchimp.com,,sawa-prod-usercontent.mailchimp.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,2d2cc31f310299b7c7654bbf9669cccd,d6ba10f593036ee0b55cdd10a6bdc698fc4e1cd842ab1a30ff9014086ccff309,ctls,sawa-prod-usercontent.mailchimp.com,google,443,https://sawa-prod-usercontent.mailchimp.com:443,https,UploadServer,application/xml,GET,34.107.221.218,/,2028370544,34.107.221.218,HTTP/3,1,False,True,,,,,,
sbconnect.intuit.com,QuickBooks®: Official Site | Smart Tools. Better Business.,200,1010178,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,quickbooks.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-01-24T23:59:59Z,"CN=mktg.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",mktg.intuit.com,Intuit Inc.,accountants.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7aa97b60139d6bae946f566b083822b4,4a4d94f18f8d5189c443301db650e26e1836122fb876bebe933ce1bd82079c5f,ctls,quickbooks.intuit.com,,443,https://sbconnect.intuit.com:443,https,AmazonS3,text/html,GET,104.79.27.166,/,2134730017,104.79.27.166,HSTS,641,False,,,*.intuit.com,https://quickbooks.intuit.com/,,,
sbgmarketing-prf.api.intuit.com,403 Forbidden,403,520,AS16509,AS16509,Unknown,44.224.0.0/11,sbgmarketing-prf.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.qa.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,daf11983ee66a96ef9c780bfc3146ed8,fc5d34cc9897b634f7915dbc0b50288d50db1194fa3e6fce71d51f9daf0905ae,ctls,sbgmarketing-prf.api.intuit.com,,443,https://sbgmarketing-prf.api.intuit.com:443,https,awselb/2.0,text/html,GET,44.239.101.66,/,2095155567,54.187.171.117,,13,False,,True,,,True,,
sbgmarketing.api.intuit.com,,502,,AS16509,AS16509,Unknown,52.40.0.0/14,sbgmarketing.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,sbgmarketing.api.intuit.com,,443,https://sbgmarketing.api.intuit.com:443,https,envoy,text/plain,GET,52.24.77.207,/,-1840324437,35.165.32.209,HSTS,1,False,,True,,,True,,
sc1.mailchimp.com,Login | Mailchimp,200,110114,AS14782,THEROCKETSCIENCEGROUP,US,205.201.140.0/22,login.mailchimp.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-21T00:00:00Z,2023-05-24T23:59:59Z,"CN=*.mailchimp.com, O=The Rocket Science Group\, LLC, L=Atlanta, ST=Georgia, C=US",*.mailchimp.com,"The Rocket Science Group, LLC",mailchimp.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,6b0abe719841416634dab417acfd93ad,3fb3ad7a4c72b1d8e75dc46b8099c3c2a8cb227cadb9bb0253827b11d8d2c4c5,ctls,login.mailchimp.com,,443,https://sc1.mailchimp.com:443,https,openresty,text/html,GET,205.201.140.109,/,-366337701,205.201.140.109,PHP,1274,False,,True,,https://login.mailchimp.com/?referrer=%2F,,,
scheduler.intuit.com,,502,,AS16509,AS16509,Unknown,52.40.0.0/14,scheduler.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,scheduler.intuit.com,,443,https://scheduler.intuit.com:443,https,envoy,text/plain,GET,52.24.77.207,/,-1840324437,34.211.162.37,HSTS,1,False,,True,,,,,
sci.intuit.com,,200,,AS15224,OMNITURE,US,63.140.60.0/22,sci.intuit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-22T00:00:00Z,2023-12-23T23:59:59Z,"CN=sci.intuit.com, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",sci.intuit.com,Adobe Systems Incorporated,sci.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,614c11e92d877026c1f37ff0981a0232,03b1b13055272c6b67cff8cbb1c7d99752b7ff634e50f36a437777505beebac3,ctls,sci.intuit.com,,443,https://sci.intuit.com:443,https,jag,,GET,63.140.62.164,/,1936786007,63.140.62.160,HSTS,1,False,,,,,,,
sci.quickbooks.com,,200,,AS15224,OMNITURE,US,63.140.60.0/22,sci.quickbooks.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-20T00:00:00Z,2023-06-20T23:59:59Z,"CN=sci.quickbooks.com, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",sci.quickbooks.com,Adobe Systems Incorporated,sci.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bbfe326e9f5f1f7f6879b54c0f169cd4,eac4cb45df13b3b599c0205c41b3685889c97faeb04b911593df45f93da20545,ctls,sci.quickbooks.com,,443,https://sci.quickbooks.com:443,https,jag,,GET,63.140.62.160,/,1936786007,63.140.62.135,HSTS,1,False,,,,,,,
sec-center-prod.kaos.a.intuit.com,Intuit Security Center | Intuit Security Center,200,305600,AS16509,AS16509,Unknown,44.224.0.0/11,sec-center-prod.kaos.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-06-01T23:59:59Z,"CN=sec-center-prod.kaos.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",sec-center-prod.kaos.a.intuit.com,INTUIT INC.,security.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7e676595729e9d642d96b074cd8e700a,f2d0424748fd850484a9c7bd069ff2039bda3dbcddf8c50b291df7346c865248,ctls,sec-center-prod.kaos.a.intuit.com,,443,https://sec-center-prod.kaos.a.intuit.com:443,https,nginx,text/html,GET,44.240.235.185,/,1980759150,54.245.74.148,React,9,False,,,https://csp.intuit.com/v1/7065039507880867657,,,,
sec.mailchimp.com,Login | Mailchimp,200,110156,AS14782,THEROCKETSCIENCEGROUP,US,205.201.140.0/22,login.mailchimp.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-21T00:00:00Z,2023-05-24T23:59:59Z,"CN=*.mailchimp.com, O=The Rocket Science Group\, LLC, L=Atlanta, ST=Georgia, C=US",*.mailchimp.com,"The Rocket Science Group, LLC",mailchimp.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,6b0abe719841416634dab417acfd93ad,3fb3ad7a4c72b1d8e75dc46b8099c3c2a8cb227cadb9bb0253827b11d8d2c4c5,ctls,login.mailchimp.com,,443,https://sec.mailchimp.com:443,https,openresty,text/html,GET,205.201.140.109,/,-366337701,205.201.140.109,PHP,1275,False,,True,,https://login.mailchimp.com/?referrer=%2F,,,
secinternal-green.kaos.a.intuit.com,ERROR: The request could not be satisfied,403,919,AS16509,AMAZON-02,US,18.66.116.0/23,secinternal-green.kaos.a.intuit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-23T00:00:00Z,2023-11-28T23:59:59Z,"CN=secinternal.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",secinternal.intuit.com,INTUIT INC.,kaos.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bbacf26c0ec55b022793a21d1a5747a1,8f20b1fe1aea525de1eac12aeba4e989dc3014c9acbaf02eabaca72b8ca9019b,ctls,secinternal-green.kaos.a.intuit.com,cloudfront,443,https://secinternal-green.kaos.a.intuit.com:443,https,CloudFront,text/html,GET,18.66.112.109,/,215453718,18.66.112.121,Amazon Web Services,20,False,True,,,,,,
secrets-uploader.sbg-qbo-prod.a.intuit.com,,403,23,AS16509,AMAZON-02,US,44.235.216.0/24,secrets-uploader.sbg-qbo-prod.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-07-27T23:59:59Z,CN=secrets-uploader.sbg-qbo-prod.a.intuit.com,secrets-uploader.sbg-qbo-prod.a.intuit.com,,secrets-uploader.sbg-qbo-prod.a.intuit.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,09acdaf554a73b0ff50e59f6440b4609,9d964007898cc851df84170e1e9d7dff1c2fa542500e36858e35a1aa1d5fb75c,ctls,secrets-uploader.sbg-qbo-prod.a.intuit.com,,443,https://secrets-uploader.sbg-qbo-prod.a.intuit.com:443,https,,application/json,GET,44.235.202.15,/,968070783,52.26.129.67,,1,False,,,,,,,
secure-payment-socket.dev.ccp-ppd.a.intuit.com,,426,,AS14618,AMAZON-AES,US,3.228.0.0/17,secure-payment-socket.dev.ccp-ppd.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-14T23:59:59Z,"CN=plt.ccp-ppd.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",plt.ccp-ppd.a.intuit.com,INTUIT INC.,prf-chat.ccp-ppd.a.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b69d38c6f40d37f2e3010104dc53435c,6a02e36bd8f6f67f8a17d8da11c43e66eb015bb773e4f75e08f018a9dbc7cdfa,ctls,secure-payment-socket.dev.ccp-ppd.a.intuit.com,,443,https://secure-payment-socket.dev.ccp-ppd.a.intuit.com:443,https,,,GET,3.223.255.107,/,-1840324437,54.152.214.147,,1,False,,True,,,,,
secure-payments-dev.ccp-ppd.a.intuit.com,ERROR: The request could not be satisfied,403,986,AS16509,AMAZON-02,US,18.66.144.0/22,secure-payments-dev.ccp-ppd.a.intuit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-14T23:59:59Z,"CN=plt.ccp-ppd.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",plt.ccp-ppd.a.intuit.com,INTUIT INC.,prf-chat.ccp-ppd.a.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b69d38c6f40d37f2e3010104dc53435c,6a02e36bd8f6f67f8a17d8da11c43e66eb015bb773e4f75e08f018a9dbc7cdfa,ctls,secure-payments-dev.ccp-ppd.a.intuit.com,cloudfront,443,https://secure-payments-dev.ccp-ppd.a.intuit.com:443,https,CloudFront,text/html,GET,18.66.147.107,/,-364096350,18.66.147.112,Amazon Web Services,20,False,True,True,,,,,
secure-redirector.intuit.com,"Products for Individuals, Accountants, and Small Businesses | Intuit",200,433802,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,www.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-01-24T23:59:59Z,"CN=mktg.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",mktg.intuit.com,Intuit Inc.,accountants.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7aa97b60139d6bae946f566b083822b4,4a4d94f18f8d5189c443301db650e26e1836122fb876bebe933ce1bd82079c5f,ctls,www.intuit.com,,443,https://secure-redirector.intuit.com:443,https,AmazonS3,text/html,GET,23.215.21.159,/,-159280318,23.215.21.159,HSTS,62,False,,,*.intuit.com,https://www.intuit.com/products/,,,
secure2.turbodebitcard.intuit.com,,200,402,AS30276,GDCNET---GREEN-DOT-CORPORATION,US,208.87.176.0/23,secure2.turbodebitcard.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T00:00:00Z,2023-09-05T23:59:59Z,"CN=turbodebitcard.intuit.com, OU=Technology Operations, O=INTUIT INC., L=San Diego, ST=California, C=US",turbodebitcard.intuit.com,INTUIT INC.,www.turboprepaidcard.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,732f4eac2693887238e13d3a8bd37463,e8b9102f85557f65f289ba46580884916506cfe747d1f7d53a3f4b3315b548bc,ctls,secure2.turbodebitcard.intuit.com,,443,https://secure2.turbodebitcard.intuit.com:443,https,,text/html,GET,208.87.177.105,/,-1825782774,208.87.176.105,HSTS,21,False,,,,,,,
securebillpay.mint.com,,400,58,AS16509,AS16509,Unknown,44.224.0.0/11,securebillpay.mint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-02T00:00:00Z,2023-10-03T23:59:59Z,"CN=mint.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",mint.intuit.com,INTUIT INC.,my.check.me,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2ee2d4fd19b3e538da19ca3307cb4c63,1c9ae97f9d7a849dfb458a102e596dffd8dcfd306328cdda1bf71195e9146cb7,ctls,securebillpay.mint.com,,443,https://securebillpay.mint.com:443,https,nginx/1.12.2,*/*,GET,44.241.203.2,/,516851959,52.36.31.250,Nginx:1.12.2,1,False,,True,,,True,,
securepayments.api.intuit.com,,404,,AS16509,AS16509,Unknown,35.160.0.0/13,securepayments.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,securepayments.api.intuit.com,,443,https://securepayments.api.intuit.com:443,https,envoy,text/plain,GET,35.165.162.104,/,-1840324437,44.239.82.116,HSTS,1,False,,True,,,True,,
security.intuit.com,Intuit Security Center | Intuit Security Center,200,305600,AS16509,AS16509,Unknown,54.248.0.0/13,security.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-06-01T23:59:59Z,"CN=sec-center-prod.kaos.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",sec-center-prod.kaos.a.intuit.com,INTUIT INC.,security.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7e676595729e9d642d96b074cd8e700a,f2d0424748fd850484a9c7bd069ff2039bda3dbcddf8c50b291df7346c865248,ctls,security.intuit.com,,443,https://security.intuit.com:443,https,nginx,text/html,GET,54.245.74.148,/,1980759150,44.240.235.185,React,9,False,,,https://csp.intuit.com/v1/7065039507880867657,,,,
seedmanagement.api.intuit.com,,404,,AS16509,AS16509,Unknown,54.200.0.0/14,seedmanagement.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,seedmanagement.api.intuit.com,,443,https://seedmanagement.api.intuit.com:443,https,envoy,text/plain,GET,54.201.189.87,/,-1840324437,35.162.210.148,HSTS,1,False,,True,,,True,,
selfemployed-stage.intuit.com,403 Forbidden,403,520,AS16509,AMAZON-02,US,44.235.216.0/24,selfemployed-stage.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T00:00:00Z,2023-10-11T23:59:59Z,"CN=selfemployed-stg.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US, serialNumber=2324451, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",selfemployed-stg.intuit.com,INTUIT INC.,selfemployed-stage.intuit.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,832445d957ab8cae1bd7af49a7e50816,da87c351b09d7a9a488372bc27d7f19ddf76627d0cdb867cb19559dad7bfe0c2,ctls,selfemployed-stage.intuit.com,,443,https://selfemployed-stage.intuit.com:443,https,awselb/2.0,text/html,GET,44.235.157.119,/,2095155567,52.37.172.218,,13,False,,,,,,,
selfemployed.api.intuit.com,,404,,AS16509,AS16509,Unknown,52.40.0.0/14,selfemployed.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,selfemployed.api.intuit.com,,443,https://selfemployed.api.intuit.com:443,https,envoy,text/plain,GET,52.42.153.201,/,-1840324437,54.148.37.114,HSTS,1,False,,True,,,True,,
selfemployed.intuit.com,Self-Employed Accounting Software | QuickBooks,200,494276,AS16509,AS16509,Unknown,54.200.0.0/14,quickbooks.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-01-24T23:59:59Z,"CN=mktg.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",mktg.intuit.com,Intuit Inc.,accountants.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7aa97b60139d6bae946f566b083822b4,4a4d94f18f8d5189c443301db650e26e1836122fb876bebe933ce1bd82079c5f,ctls,quickbooks.intuit.com,,443,https://selfemployed.intuit.com:443,https,AmazonS3,text/html,GET,54.203.84.110,/,1581679989,52.10.245.199,HSTS,300,False,,,*.intuit.com,https://quickbooks.intuit.com/self-employed/,,,
selfhelp.api.intuit.com,,404,,AS16509,AS16509,Unknown,52.40.0.0/14,selfhelp.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,selfhelp.api.intuit.com,,443,https://selfhelp.api.intuit.com:443,https,envoy,text/plain,GET,52.24.77.207,/,-1840324437,34.215.155.103,HSTS,1,False,,True,,,True,,
sensu.prod.location.a.intuit.com,Login,200,4194,AS16509,AS16509,Unknown,54.150.128.0/18,sensu.prod.location.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T07:35:53Z,2024-03-10T07:35:53Z,CN=*.response.lithium.com,*.response.lithium.com,,response.lithium.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",210c6957d87c5192087a28952d38395f,58dcb9f8c5be63d79f6f24e3d8a46ed147ab3d54a31aed5b4ee4a8982acfd720,ctls,sensu.prod.location.a.intuit.com,,443,https://sensu.prod.location.a.intuit.com:443,https,,text/html,GET,54.149.84.53,/,255736547,54.149.84.53,Scala,99,False,,True,*.flow.ai,https://sensu.prod.location.a.intuit.com/account/login,True,,
sentiment.a.intuit.com,Surveys Sentiment Analysis,200,7004,AS16509,AMAZON-02,US,18.66.102.0/24,sentiment.a.intuit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-07-13T23:59:59Z,CN=sentiment.a.intuit.com,sentiment.a.intuit.com,,www.sentiment.a.intuit.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b263b3fbb3fd4639258e82cbf0756b4a,b8c6bbf5278535af9f7b7922d93f1e19ba6a0ecdf6b78225b93bc10ea63ebef7,ctls,sentiment.a.intuit.com,cloudfront,443,https://sentiment.a.intuit.com:443,https,AmazonS3,text/html,GET,18.66.97.97,/,1012703404,18.66.97.120,Amazon Web Services,223,False,True,,,,,,
